"","Country","DistrictName","Week","Probable","Confirmed","ProbableFOI","ConfirmedFOI","DistrictID","WeekID","ProbableComulative","ConfirmedComulative","PopulationSize"
"4014","Guinea","LELOUMA","8/11/14",0,0,0.904218150639886,0.904218150639886,"LELOUMA",32,0,0,162634
"4016","Guinea","LOLA","8/11/14",0,0,0.609765571620894,0.609765571620894,"LOLA",32,0,0,175213
"4018","Guinea","MACENTA","8/11/14",19,18,3.24550947336103,3.28374963687716,"MACENTA",32,63,51,298282
"4020","Guinea","MALI","8/11/14",0,0,0.815364813284194,0.815364813284194,"MALI",32,0,0,290320
"4022","Guinea","MAMOU","8/11/14",0,0,0.985816794522765,0.985816794522765,"MAMOU",32,0,0,318738
"4024","Guinea","N'ZEREKORE","8/11/14",6,5,2.48903919463247,2.56876482297723,"NZEREKORE",32,11,10,396118
"4026","Guinea","PITA","8/11/14",3,3,1.83416502115845,1.98236738001793,"PITA",32,5,4,277059
"4028","Guinea","SIGUIRI","8/11/14",0,0,1.34546492234045,1.34546492234045,"SIGUIRI",32,7,7,695449
"4030","Guinea","TELIMELE","8/11/14",0,0,1.06119655278773,1.0612034702023,"TELIMELE",32,26,23,283639
"4032","Guinea","TOUGUE","8/11/14",0,0,0.815364813284194,0.815364813284194,"TOUGUE",32,0,0,122959
"4034","Guinea","YOMOU","8/11/14",3,3,1.98235542461528,1.98235542461528,"YOMOU",32,5,5,176664
"4036","Liberia","BOMI","8/11/14",15,6,3.17952592147066,3.76193904024259,"BOMI",32,66,45,103887
"4038","Liberia","BONG","8/11/14",10,9,2.57256064594706,2.71464939707772,"BONG",32,23,20,411847
"4040","Liberia","GBARPOLU","8/11/14",0,0,0.904218150639886,0.904218150639886,"GBARPOLU",32,0,0,102984
"4042","Liberia","GRAND BASSA","8/11/14",7,3,1.80000949123393,2.64259864817553,"GRANDBASSA",32,16,7,273790
"4044","Liberia","GRAND CAPE MOUNT","8/11/14",0,0,1.83415876863955,1.83415876863955,"GRANDCAPEMOUNT",32,4,4,156938
"4046","Liberia","GRAND GEDEH","8/11/14",0,0,0.609765571620894,0.609765571620894,"GRANDGEDEH",32,0,0,154693
"4048","Liberia","GRAND KRU","8/11/14",0,0,0.609765571620894,0.609765571620894,"GRANDKRU",32,0,0,71522
"4050","Liberia","LOFA","8/11/14",77,37,4.56020731414741,5.07883917170016,"LOFA",32,277,198,341924
"4052","Liberia","MARGIBI","8/11/14",26,12,3.94783289298671,4.37980369086298,"MARGIBI",32,87,58,259254
"4054","Liberia","MARYLAND","8/11/14",1,1,0.966980154493628,0.966980154493628,"MARYLAND",32,1,1,167883
"4056","Liberia","MONTSERRADO","8/11/14",120,92,5.26678740157307,5.49630961391449,"MONTSERRADO",32,341,281,1381022
"4058","Liberia","NIMBA","8/11/14",33,21,3.4235211153109,3.92547466114419,"NIMBA",32,53,33,570600
"4060","Liberia","RIVER GEE","8/11/14",0,0,0.717833583501025,1.11514159061932,"RIVERGEE",32,1,0,82484
"4062","Liberia","RIVERCESS","8/11/14",0,0,1.7999826553337,1.95295959403579,"RIVERCESS",32,8,7,88313
"4064","Liberia","SINOE","8/11/14",0,0,0.815364813284194,0.815364813284194,"SINOE",32,0,0,126452
"4066","Sierra Leone","BO","8/11/14",7,6,3.24369972911954,3.35439596595553,"BO",32,39,36,587350
"4068","Sierra Leone","BOMBALI","8/11/14",1,1,1.74656859886679,1.74656859886679,"BOMBALI",32,12,12,517326
"4070","Sierra Leone","BONTHE","8/11/14",0,0,0.350655200077492,0.350655200077492,"BONTHE",32,1,1,176948
"4072","Sierra Leone","KAILAHUN","8/11/14",28,25,4.97983830074565,5.07174324524724,"KAILAHUN",32,562,509,453736
"4074","Sierra Leone","KAMBIA","8/11/14",0,0,0.350656871613169,0.350656871613169,"KAMBIA",32,0,0,342607
"4076","Sierra Leone","KENEMA","8/11/14",52,51,4.94001084756741,4.94714112956806,"KENEMA",32,310,307,630774
"4078","Sierra Leone","KOINADUGU","8/11/14",0,0,0.966982005179379,0.966982005179379,"KOINADUGU",32,1,1,336648
"4080","Sierra Leone","KONO","8/11/14",0,0,0.966978011213433,1.28922753243071,"KONO",32,4,3,424868
"4082","Sierra Leone","MOYAMBA","8/11/14",5,5,2.92471019119822,2.92471019119822,"MOYAMBA",32,22,22,330507
"4084","Sierra Leone","PORT LOKO","8/11/14",19,17,3.62771861677753,3.77567188803302,"PORTLOKO",32,49,43,574781
"4086","Sierra Leone","PUJEHUN","8/11/14",0,0,1.5096094993612,1.5096094993612,"PUJEHUN",32,3,3,289315
"4088","Sierra Leone","TONKOLILI","8/11/14",0,0,1.04380110595416,1.34547068500087,"TONKOLILI",32,2,1,439810
"4090","Sierra Leone","WESTERN AREA RURAL","8/11/14",10,10,2.73565211748402,2.73565289693895,"WESTERNAREARURAL",32,17,16,1199763
"4092","Sierra Leone","WESTERN AREA URBAN","8/11/14",9,9,2.78560341694417,2.78560341694417,"WESTERNAREAURBAN",32,26,26,979034
"4094","Guinea","BEYLA","8/18/14",0,0,1.4655675420144,1.4655675420144,"BEYLA",33,0,0,325482
"4096","Guinea","BOFFA","8/18/14",0,0,1.32830634151242,1.32833420649028,"BOFFA",33,27,19,211063
"4098","Guinea","BOKE","8/18/14",0,0,0.980204057617808,0.980204057617808,"BOKE",33,0,0,449405
"4100","Guinea","CONAKRY","8/18/14",13,13,3.1871172311206,3.18712355444505,"CONAKRY",33,107,96,1667864
"4102","Guinea","COYAH","8/18/14",0,0,1.32840038270099,1.32840038270099,"COYAH",33,0,0,264164
"4104","Guinea","DABOLA","8/18/14",0,0,1.32838029243851,1.32839234664443,"DABOLA",33,5,2,182951
"4106","Guinea","DALABA","8/18/14",0,0,1.58616928549475,1.58616928549475,"DALABA",33,0,0,136320
"4108","Guinea","DINGUIRAYE","8/18/14",0,0,1.46556361148814,1.4655675420144,"DINGUIRAYE",33,1,0,195662
"4110","Guinea","DUBREKA","8/18/14",6,6,2.47525757969921,2.47525757969921,"DUBREKA",33,7,7,328418
"4112","Guinea","FARANAH","8/18/14",0,0,1.58616928549475,1.58616928549475,"FARANAH",33,0,0,280511
"4114","Guinea","FORECARIAH","8/18/14",0,0,1.4655675420144,1.4655675420144,"FORECARIAH",33,0,0,244649
"4116","Guinea","FRIA","8/18/14",0,0,1.16938135955632,1.16938135955632,"FRIA",33,0,0,96527
"4118","Guinea","GAOUAL","8/18/14",0,0,1.32840038270099,1.32840038270099,"GAOUAL",33,0,0,194245
"4120","Guinea","GUECKEDOU","8/18/14",5,5,3.29055842192444,3.36264403847544,"GUECKEDOU",33,306,205,291823
"4122","Guinea","KANKAN","8/18/14",0,0,1.4655675420144,1.4655675420144,"KANKAN",33,0,0,472112
"4124","Guinea","KEROUANE","8/18/14",1,1,1.56339022742224,1.56339022742224,"KEROUANE",33,1,1,211017
"4126","Guinea","KINDIA","8/18/14",0,0,1.7909238875746,1.7909238875746,"KINDIA",33,1,1,438315
"4128","Guinea","KISSIDOUGOU","8/18/14",0,0,1.58616928549475,1.58616928549475,"KISSIDOUGOU",33,0,0,283609
"4130","Guinea","KOUBIA","8/18/14",0,0,1.16938135955632,1.16938135955632,"KOUBIA",33,0,0,101171
"4132","Guinea","KOUNDARA","8/18/14",0,0,0.980204057617808,0.980204057617808,"KOUNDARA",33,0,0,130205
"4134","Guinea","KOUROUSSA","8/18/14",0,0,1.58615742531183,1.58616335542087,"KOUROUSSA",33,4,2,268224
"4136","Guinea","LABE","8/18/14",0,0,1.58616928549475,1.58616928549475,"LABE",33,0,0,318663
"4138","Guinea","LELOUMA","8/18/14",0,0,1.58616928549475,1.58616928549475,"LELOUMA",33,0,0,162634
"4140","Guinea","LOLA","8/18/14",0,0,1.16938135955632,1.16938135955632,"LOLA",33,0,0,175213
"4142","Guinea","MACENTA","8/18/14",48,46,4.28239157167959,4.3230167018628,"MACENTA",33,111,97,298282
"4144","Guinea","MALI","8/18/14",0,0,1.4655675420144,1.4655675420144,"MALI",33,0,0,290320
"4146","Guinea","MAMOU","8/18/14",0,0,1.69377906086785,1.69377906086785,"MAMOU",33,0,0,318738
"4148","Guinea","N'ZEREKORE","8/18/14",0,0,2.27980317692755,2.37720573364849,"NZEREKORE",33,11,10,396118
"4150","Guinea","PITA","8/18/14",1,1,2.11984439972438,2.11984757582533,"PITA",33,6,5,277059
"4152","Guinea","SIGUIRI","8/18/14",0,0,1.16937442000546,1.16937442000546,"SIGUIRI",33,7,7,695449
"4154","Guinea","TELIMELE","8/18/14",0,0,1.79084941012584,1.79085822331052,"TELIMELE",33,26,23,283639
"4156","Guinea","TOUGUE","8/18/14",0,0,1.4655675420144,1.4655675420144,"TOUGUE",33,0,0,122959
"4158","Guinea","YOMOU","8/18/14",3,3,2.51199370525225,2.51199370525225,"YOMOU",33,8,8,176664
"4160","Liberia","BOMI","8/18/14",9,8,2.98373284800266,3.60432184631935,"BOMI",33,75,53,103887
"4162","Liberia","BONG","8/18/14",12,10,3.27894796219494,3.41929422492322,"BONG",33,35,30,411847
"4164","Liberia","GBARPOLU","8/18/14",0,0,1.58616928549475,1.58616928549475,"GBARPOLU",33,0,0,102984
"4166","Liberia","GRAND BASSA","8/18/14",6,3,2.37715573718367,3.08072767514009,"GRANDBASSA",33,22,10,273790
"4168","Liberia","GRAND CAPE MOUNT","8/18/14",1,1,1.84527340921132,1.84527340921132,"GRANDCAPEMOUNT",33,5,5,156938
"4170","Liberia","GRAND GEDEH","8/18/14",0,0,1.16938135955632,1.16938135955632,"GRANDGEDEH",33,0,0,154693
"4172","Liberia","GRAND KRU","8/18/14",0,0,1.16938135955632,1.16938135955632,"GRANDKRU",33,0,0,71522
"4174","Liberia","LOFA","8/18/14",75,48,4.83080577308235,5.32443780799271,"LOFA",33,352,246,341924
"4176","Liberia","MARGIBI","8/18/14",76,29,4.3064132072812,4.99836428678071,"MARGIBI",33,163,87,259254
"4178","Liberia","MARYLAND","8/18/14",0,0,1.29882400404671,1.29882400404671,"MARYLAND",33,1,1,167883
"4180","Liberia","MONTSERRADO","8/18/14",204,159,5.78717849741768,6.02849061241506,"MONTSERRADO",33,545,440,1381022
"4182","Liberia","NIMBA","8/18/14",12,4,3.47928181954054,4.08490364526896,"NIMBA",33,65,37,570600
"4184","Liberia","RIVER GEE","8/18/14",1,1,1.56337480455454,1.75352823211259,"RIVERGEE",33,2,1,82484
"4186","Liberia","RIVERCESS","8/18/14",1,0,1.56331340289685,1.75347271601788,"RIVERCESS",33,9,7,88313
"4188","Liberia","SINOE","8/18/14",0,0,1.4655675420144,1.4655675420144,"SINOE",33,0,0,126452
"4190","Sierra Leone","BO","8/18/14",13,11,3.42303628927805,3.54565281733661,"BO",33,52,47,587350
"4192","Sierra Leone","BOMBALI","8/18/14",12,12,2.88712839256807,2.88712839256807,"BOMBALI",33,24,24,517326
"4194","Sierra Leone","BONTHE","8/18/14",0,0,0.746684974483857,0.746684974483857,"BONTHE",33,1,1,176948
"4196","Sierra Leone","KAILAHUN","8/18/14",20,20,4.50590205314052,4.61064321111838,"KAILAHUN",33,582,529,453736
"4198","Sierra Leone","KAMBIA","8/18/14",0,0,0.746687947487975,0.746687947487975,"KAMBIA",33,0,0,342607
"4200","Sierra Leone","KENEMA","8/18/14",46,46,4.97768917725735,4.98455637974908,"KENEMA",33,356,353,630774
"4202","Sierra Leone","KOINADUGU","8/18/14",0,0,1.29882617536889,1.29882617536889,"KOINADUGU",33,1,1,336648
"4204","Sierra Leone","KONO","8/18/14",0,0,0.980198175627958,0.980199646128664,"KONO",33,4,3,424868
"4206","Sierra Leone","MOYAMBA","8/18/14",3,3,2.81323960680437,2.81323960680437,"MOYAMBA",33,25,25,330507
"4208","Sierra Leone","PORT LOKO","8/18/14",38,32,4.16907106447519,4.32618693387102,"PORTLOKO",33,87,75,574781
"4210","Sierra Leone","PUJEHUN","8/18/14",4,4,1.99976846256984,1.99976846256984,"PUJEHUN",33,7,7,289315
"4212","Sierra Leone","TONKOLILI","8/18/14",6,3,1.97683928245441,2.41768961581531,"TONKOLILI",33,8,4,439810
"4214","Sierra Leone","WESTERN AREA RURAL","8/18/14",24,24,3.666344888574,3.66634570078703,"WESTERNAREARURAL",33,41,40,1199763
"4216","Sierra Leone","WESTERN AREA URBAN","8/18/14",15,15,3.45169150334308,3.45169150334308,"WESTERNAREAURBAN",33,41,41,979034
"4218","Guinea","BEYLA","8/25/14",0,0,1.70474809223843,1.67147330335355,"BEYLA",34,0,0,325482
"4220","Guinea","BOFFA","8/25/14",0,0,1.5580436204017,1.52598585017529,"BOFFA",34,27,19,211063
"4222","Guinea","BOKE","8/25/14",0,0,1.17865499634165,1.15057202759882,"BOKE",34,0,0,449405
"4224","Guinea","CONAKRY","8/25/14",12,12,3.52629127196763,3.52276202558787,"CONAKRY",34,119,108,1667864
"4226","Guinea","COYAH","8/25/14",0,0,1.55814461804655,1.52605630349505,"COYAH",34,0,0,264164
"4228","Guinea","DABOLA","8/25/14",0,0,1.55812304171734,1.52604774806716,"DABOLA",34,5,2,182951
"4230","Guinea","DALABA","8/25/14",0,0,1.83258146374831,1.79840401194672,"DALABA",34,0,0,136320
"4232","Guinea","DINGUIRAYE","8/25/14",0,0,1.70474391062151,1.67147330335355,"DINGUIRAYE",34,1,0,195662
"4234","Guinea","DUBREKA","8/25/14",14,14,3.3049919228386,3.29725567112901,"DUBREKA",34,21,21,328418
"4236","Guinea","FARANAH","8/25/14",0,0,1.83258146374831,1.79840401194672,"FARANAH",34,0,0,280511
"4238","Guinea","FORECARIAH","8/25/14",6,5,2.35135306769343,2.42655244058626,"FORECARIAH",34,6,5,244649
"4240","Guinea","FRIA","8/25/14",0,0,1.38629436111989,1.35583515363518,"FRIA",34,0,0,96527
"4242","Guinea","GAOUAL","8/25/14",0,0,1.55814461804655,1.52605630349505,"GAOUAL",34,0,0,194245
"4244","Guinea","GUECKEDOU","8/25/14",18,10,3.26659745200968,3.58391287061779,"GUECKEDOU",34,324,215,291823
"4246","Guinea","KANKAN","8/25/14",0,0,1.70474809223843,1.67147330335355,"KANKAN",34,0,0,472112
"4248","Guinea","KEROUANE","8/25/14",7,7,2.54549633281839,2.53366191057098,"KEROUANE",34,8,8,211017
"4250","Guinea","KINDIA","8/25/14",0,0,2.04769085628152,2.01223081552878,"KINDIA",34,1,1,438315
"4252","Guinea","KISSIDOUGOU","8/25/14",0,0,1.83258146374831,1.79840401194672,"KISSIDOUGOU",34,0,0,283609
"4254","Guinea","KOUBIA","8/25/14",0,0,1.38629436111989,1.35583515363518,"KOUBIA",34,0,0,101171
"4256","Guinea","KOUNDARA","8/25/14",0,0,1.17865499634165,1.15057202759882,"KOUNDARA",34,0,0,130205
"4258","Guinea","KOUROUSSA","8/25/14",0,0,1.83256893682661,1.79839778998536,"KOUROUSSA",34,4,2,268224
"4260","Guinea","LABE","8/25/14",0,0,1.83258146374831,1.79840401194672,"LABE",34,0,0,318663
"4262","Guinea","LELOUMA","8/25/14",0,0,1.83258146374831,1.79840401194672,"LELOUMA",34,0,0,162634
"4264","Guinea","LOLA","8/25/14",0,0,1.38629436111989,1.35583515363518,"LOLA",34,0,0,175213
"4266","Guinea","MACENTA","8/25/14",42,42,4.72687929128177,4.75105699919515,"MACENTA",34,153,139,298282
"4268","Guinea","MALI","8/25/14",0,0,1.70474809223843,1.67147330335355,"MALI",34,0,0,290320
"4270","Guinea","MAMOU","8/25/14",0,0,1.94591014905531,1.91102289005487,"MAMOU",34,0,0,318738
"4272","Guinea","N'ZEREKORE","8/25/14",1,1,2.37487827823972,2.45097972221,"NZEREKORE",34,12,11,396118
"4274","Guinea","PITA","8/25/14",1,1,2.35135239775187,2.33406420227822,"PITA",34,7,6,277059
"4276","Guinea","SIGUIRI","8/25/14",0,0,1.38628681201159,1.35582768235303,"SIGUIRI",34,7,7,695449
"4278","Guinea","TELIMELE","8/25/14",0,0,2.04761300221044,2.01216254130303,"TELIMELE",34,26,23,283639
"4280","Guinea","TOUGUE","8/25/14",0,0,1.70474809223843,1.67147330335355,"TOUGUE",34,0,0,122959
"4282","Guinea","YOMOU","8/25/14",3,3,2.67409067679955,2.66159924288532,"YOMOU",34,11,11,176664
"4284","Liberia","BOMI","8/25/14",12,8,3.28572800633503,3.70319518856723,"BOMI",34,87,61,103887
"4286","Liberia","BONG","8/25/14",6,5,3.48114359627198,3.58897647999881,"BONG",34,41,35,411847
"4288","Liberia","GBARPOLU","8/25/14",0,0,1.83258146374831,1.79840401194672,"GBARPOLU",34,0,0,102984
"4290","Liberia","GRAND BASSA","8/25/14",14,5,2.75671721847424,3.45310406642079,"GRANDBASSA",34,36,15,273790
"4292","Liberia","GRAND CAPE MOUNT","8/25/14",2,0,1.87176443468047,2.11863422401766,"GRANDCAPEMOUNT",34,7,5,156938
"4294","Liberia","GRAND GEDEH","8/25/14",0,0,1.38629436111989,1.35583515363518,"GRANDGEDEH",34,0,0,154693
"4296","Liberia","GRAND KRU","8/25/14",0,0,1.38629436111989,1.35583515363518,"GRANDKRU",34,0,0,71522
"4298","Liberia","LOFA","8/25/14",44,28,4.7863425819131,5.31122530004538,"LOFA",34,396,274,341924
"4300","Liberia","MARGIBI","8/25/14",48,11,4.02455203089765,5.03579745618835,"MARGIBI",34,211,98,259254
"4302","Liberia","MARYLAND","8/25/14",0,0,1.446914427933,1.42551054959168,"MARYLAND",34,1,1,167883
"4304","Liberia","MONTSERRADO","8/25/14",215,166,6.04208367300371,6.2964502079146,"MONTSERRADO",34,760,606,1381022
"4306","Liberia","NIMBA","8/25/14",17,13,3.80652196503953,4.23053582411685,"NIMBA",34,82,50,570600
"4308","Liberia","RIVER GEE","8/25/14",1,1,1.90951152196478,1.88704907550111,"RIVERGEE",34,3,2,82484
"4310","Liberia","RIVERCESS","8/25/14",0,0,1.55806415934849,1.72270148629435,"RIVERCESS",34,9,7,88313
"4312","Liberia","SINOE","8/25/14",0,0,1.70474809223843,1.67147330335355,"SINOE",34,0,0,126452
"4314","Sierra Leone","BO","8/25/14",36,35,4.01172121586175,4.08010837818315,"BO",34,88,82,587350
"4316","Sierra Leone","BOMBALI","8/25/14",24,24,3.70429313566809,3.70170518031759,"BOMBALI",34,48,48,517326
"4318","Sierra Leone","BONTHE","8/25/14",0,0,0.916287341041723,0.891994704060188,"BONTHE",34,1,1,176948
"4320","Sierra Leone","KAILAHUN","8/25/14",25,25,4.29255785748244,4.33163072134555,"KAILAHUN",34,607,554,453736
"4322","Sierra Leone","KAMBIA","8/25/14",0,0,0.916290731874155,0.89199803930511,"KAMBIA",34,0,0,342607
"4324","Sierra Leone","KENEMA","8/25/14",24,24,4.82771594366564,4.83473596593699,"KENEMA",34,380,377,630774
"4326","Sierra Leone","KOINADUGU","8/25/14",0,0,1.17865293986603,1.15056999715457,"KOINADUGU",34,1,1,336648
"4328","Sierra Leone","KONO","8/25/14",3,3,1.83256762406001,1.81806494798012,"KONO",34,7,6,424868
"4330","Sierra Leone","MOYAMBA","8/25/14",1,0,2.42029645168784,2.498082453272,"MOYAMBA",34,26,25,330507
"4332","Sierra Leone","PORT LOKO","8/25/14",35,27,4.37239781433219,4.55538407597083,"PORTLOKO",34,122,102,574781
"4334","Sierra Leone","PUJEHUN","8/25/14",0,0,1.92787096754198,1.91690197498785,"PUJEHUN",34,7,7,289315
"4336","Sierra Leone","TONKOLILI","8/25/14",7,3,2.30255439745007,2.82611451598085,"TONKOLILI",34,15,7,439810
"4338","Sierra Leone","WESTERN AREA RURAL","8/25/14",16,14,3.92192676659372,3.95962550732466,"WESTERNAREARURAL",34,57,54,1199763
"4340","Sierra Leone","WESTERN AREA URBAN","8/25/14",26,26,3.94635731750091,3.9457774400262,"WESTERNAREAURBAN",34,67,67,979034
"4342","Guinea","BEYLA","9/1/14",0,0,1.85629799036563,1.82776990675109,"BEYLA",35,0,0,325482
"4344","Guinea","BOFFA","9/1/14",0,0,1.70464342175973,1.67702336397841,"BOFFA",35,27,19,211063
"4346","Guinea","BOKE","9/1/14",0,0,1.30833281965018,1.28370777234479,"BOKE",35,0,0,449405
"4348","Guinea","CONAKRY","9/1/14",3,3,3.48424138219484,3.48056001004475,"CONAKRY",35,122,111,1667864
"4350","Guinea","COYAH","9/1/14",5,5,2.35135813201297,2.33696942068642,"COYAH",35,5,5,264164
"4352","Guinea","DABOLA","9/1/14",0,0,1.70472573130665,1.67708767232326,"DABOLA",35,5,2,182951
"4354","Guinea","DALABA","9/1/14",0,0,1.98787434815435,1.95868534054404,"DALABA",35,0,0,136320
"4356","Guinea","DINGUIRAYE","9/1/14",0,0,1.8562936780729,1.82776990675109,"DINGUIRAYE",35,1,0,195662
"4358","Guinea","DUBREKA","9/1/14",1,1,3.3427971818192,3.33534903598337,"DUBREKA",35,22,22,328418
"4360","Guinea","FARANAH","9/1/14",0,0,1.98787434815435,1.95868534054404,"FARANAH",35,0,0,280511
"4362","Guinea","FORECARIAH","9/1/14",0,0,2.43359098152831,2.50305518858287,"FORECARIAH",35,6,5,244649
"4364","Guinea","FRIA","9/1/14",0,0,1.52605630349505,1.49962304642689,"FRIA",35,0,0,96527
"4366","Guinea","GAOUAL","9/1/14",0,0,1.70474809223843,1.67709656090792,"GAOUAL",35,0,0,194245
"4368","Guinea","GUECKEDOU","9/1/14",15,15,3.61786216784977,3.80788952579673,"GUECKEDOU",35,339,230,291823
"4370","Guinea","KANKAN","9/1/14",0,0,1.85629799036563,1.82776990675109,"KANKAN",35,0,0,472112
"4372","Guinea","KEROUANE","9/1/14",4,4,2.86214726160473,2.85353891516389,"KEROUANE",35,12,12,211017
"4374","Guinea","KINDIA","9/1/14",1,0,2.20827035200678,2.28543688478472,"KINDIA",35,2,1,438315
"4376","Guinea","KISSIDOUGOU","9/1/14",0,0,1.98787434815435,1.95868534054404,"KISSIDOUGOU",35,0,0,283609
"4378","Guinea","KOUBIA","9/1/14",0,0,1.52605630349505,1.49962304642689,"KOUBIA",35,0,0,101171
"4380","Guinea","KOUNDARA","9/1/14",0,0,1.30833281965018,1.28370777234479,"KOUNDARA",35,0,0,130205
"4382","Guinea","KOUROUSSA","9/1/14",0,0,1.98786147802711,1.9586789357553,"KOUROUSSA",35,4,2,268224
"4384","Guinea","LABE","9/1/14",0,0,1.98787434815435,1.95868534054404,"LABE",35,0,0,318663
"4386","Guinea","LELOUMA","9/1/14",0,0,1.98787434815435,1.95868534054404,"LELOUMA",35,0,0,162634
"4388","Guinea","LOLA","9/1/14",0,0,1.52605630349505,1.49962304642689,"LOLA",35,0,0,175213
"4390","Guinea","MACENTA","9/1/14",72,69,5.10640682624346,5.13486965105213,"MACENTA",35,225,208,298282
"4392","Guinea","MALI","9/1/14",0,0,1.85629799036563,1.82776990675109,"MALI",35,0,0,290320
"4394","Guinea","MAMOU","9/1/14",0,0,2.10413415427021,2.07442899985629,"MAMOU",35,0,0,318738
"4396","Guinea","N'ZEREKORE","9/1/14",3,3,2.25125791658144,2.23534477979903,"NZEREKORE",35,15,14,396118
"4398","Guinea","PITA","9/1/14",0,0,2.12820944800781,2.10655118740442,"PITA",35,7,6,277059
"4400","Guinea","SIGUIRI","9/1/14",0,0,1.52604842616336,1.49961522770653,"SIGUIRI",35,7,7,695449
"4402","Guinea","TELIMELE","9/1/14",0,0,2.20819281754574,2.17808310639172,"TELIMELE",35,26,23,283639
"4404","Guinea","TOUGUE","9/1/14",0,0,1.85629799036563,1.82776990675109,"TOUGUE",35,0,0,122959
"4406","Guinea","YOMOU","9/1/14",1,1,2.59519184849888,2.58166804498902,"YOMOU",35,12,12,176664
"4408","Liberia","BOMI","9/1/14",19,11,3.48025065565903,3.81373216852195,"BOMI",35,106,72,103887
"4410","Liberia","BONG","9/1/14",13,11,3.58339145580724,3.70611913882432,"BONG",35,54,46,411847
"4412","Liberia","GBARPOLU","9/1/14",0,0,1.98787434815435,1.95868534054404,"GBARPOLU",35,0,0,102984
"4414","Liberia","GRAND BASSA","9/1/14",5,1,2.67400921747108,3.41274000245981,"GRANDBASSA",35,41,16,273790
"4416","Liberia","GRAND CAPE MOUNT","9/1/14",3,3,2.34174821192654,2.50302714858844,"GRANDCAPEMOUNT",35,10,8,156938
"4418","Liberia","GRAND GEDEH","9/1/14",0,0,1.52605630349505,1.49962304642689,"GRANDGEDEH",35,0,0,154693
"4420","Liberia","GRAND KRU","9/1/14",1,0,1.52604536122585,1.70110510095992,"GRANDKRU",35,1,0,71522
"4422","Liberia","LOFA","9/1/14",26,23,4.67347282114951,5.02931314138286,"LOFA",35,422,297,341924
"4424","Liberia","MARGIBI","9/1/14",74,27,4.27001053151234,5.31016122970766,"MARGIBI",35,285,125,259254
"4426","Liberia","MARYLAND","9/1/14",0,0,1.30832847298425,1.28370346581437,"MARYLAND",35,1,1,167883
"4428","Liberia","MONTSERRADO","9/1/14",267,225,6.3175045462476,6.53678597050306,"MONTSERRADO",35,1027,831,1381022
"4430","Liberia","NIMBA","9/1/14",18,11,3.58888869146533,4.0065006825353,"NIMBA",35,100,61,570600
"4432","Liberia","RIVER GEE","9/1/14",3,0,2.01483997602554,2.33696461506231,"RIVERGEE",35,6,2,82484
"4434","Liberia","RIVERCESS","9/1/14",0,0,1.70466470764754,1.84838802959151,"RIVERCESS",35,9,7,88313
"4436","Liberia","SINOE","9/1/14",0,0,1.85629799036563,1.82776990675109,"SINOE",35,0,0,126452
"4438","Sierra Leone","BO","9/1/14",9,9,4.07227737854125,4.12067176497588,"BO",35,97,91,587350
"4440","Sierra Leone","BOMBALI","9/1/14",32,32,4.27859477555503,4.27713841724426,"BOMBALI",35,80,80,517326
"4442","Sierra Leone","BONTHE","9/1/14",0,0,1.02961578414597,1.00795433156238,"BONTHE",35,1,1,176948
"4444","Sierra Leone","KAILAHUN","9/1/14",25,23,4.27111634961718,4.29752570979018,"KAILAHUN",35,632,577,453736
"4446","Sierra Leone","KAMBIA","9/1/14",0,0,1.02961941718116,1.00795792039998,"KAMBIA",35,0,0,342607
"4448","Sierra Leone","KENEMA","9/1/14",29,29,4.63989497260781,4.63874072047871,"KENEMA",35,409,406,630774
"4450","Sierra Leone","KOINADUGU","9/1/14",0,0,1.3083306520136,1.28370562472334,"KOINADUGU",35,1,1,336648
"4452","Sierra Leone","KONO","9/1/14",9,9,2.75362545162425,2.74787869059495,"KONO",35,16,15,424868
"4454","Sierra Leone","MOYAMBA","9/1/14",13,13,2.98050661881826,3.02566699264263,"MOYAMBA",35,39,38,330507
"4456","Sierra Leone","PORT LOKO","9/1/14",43,32,4.55042992530864,4.78400524016669,"PORTLOKO",35,165,134,574781
"4458","Sierra Leone","PUJEHUN","9/1/14",3,3,2.3272465128326,2.31990256343366,"PUJEHUN",35,10,10,289315
"4460","Sierra Leone","TONKOLILI","9/1/14",9,7,2.86784743221353,3.27635910078434,"TONKOLILI",35,24,14,439810
"4462","Sierra Leone","WESTERN AREA RURAL","9/1/14",20,20,4.10752666321893,4.13893850515875,"WESTERNAREARURAL",35,77,74,1199763
"4464","Sierra Leone","WESTERN AREA URBAN","9/1/14",31,31,4.30261407892508,4.30220804306172,"WESTERNAREAURBAN",35,98,98,979034
"4466","Guinea","BEYLA","9/8/14",0,0,1.91102289005487,1.870262530716,"BEYLA",36,0,0,325482
"4468","Guinea","BOFFA","9/8/14",0,0,1.75775204390104,1.71821844127983,"BOFFA",36,27,19,211063
"4470","Guinea","BOKE","9/8/14",0,0,1.35583515363518,1.32042161696918,"BOKE",36,0,0,449405
"4472","Guinea","CONAKRY","9/8/14",14,14,3.52156439980274,3.51623746652421,"CONAKRY",36,136,125,1667864
"4474","Guinea","COYAH","9/8/14",2,2,2.54942074214716,2.53168632424983,"COYAH",36,7,7,264164
"4476","Guinea","DABOLA","9/8/14",0,0,1.75783529959549,1.718283346294,"DABOLA",36,5,2,182951
