"","Country","DistrictName","Week","Probable","Confirmed","ProbableFOI","ConfirmedFOI","DistrictID","WeekID","ProbableComulative","ConfirmedComulative","PopulationSize"
"1398","Guinea","KINDIA","3/17/14",0,0,0,0,"KINDIA",11,0,0,438315
"1400","Guinea","KISSIDOUGOU","3/17/14",0,0,0,0,"KISSIDOUGOU",11,0,0,283609
"1402","Guinea","KOUBIA","3/17/14",0,0,0,0,"KOUBIA",11,0,0,101171
"1404","Guinea","KOUNDARA","3/17/14",0,0,0,0,"KOUNDARA",11,0,0,130205
"1406","Guinea","KOUROUSSA","3/17/14",0,0,0,0.693147180559945,"KOUROUSSA",11,1,0,268224
"1408","Guinea","LABE","3/17/14",0,0,0,0,"LABE",11,0,0,318663
"1410","Guinea","LELOUMA","3/17/14",0,0,0,0,"LELOUMA",11,0,0,162634
"1412","Guinea","LOLA","3/17/14",0,0,0,0,"LOLA",11,0,0,175213
"1414","Guinea","MACENTA","3/17/14",1,1,1.79172594334439,2.07942394073106,"MACENTA",11,12,6,298282
"1416","Guinea","MALI","3/17/14",0,0,0,0,"MALI",11,0,0,290320
"1418","Guinea","MAMOU","3/17/14",0,0,0,0,"MAMOU",11,0,0,318738
"1420","Guinea","N'ZEREKORE","3/17/14",0,0,0,0,"NZEREKORE",11,0,0,396118
"1422","Guinea","PITA","3/17/14",0,0,0,0,"PITA",11,0,0,277059
"1424","Guinea","SIGUIRI","3/17/14",0,0,0,0,"SIGUIRI",11,0,0,695449
"1426","Guinea","TELIMELE","3/17/14",0,0,0,0,"TELIMELE",11,0,0,283639
"1428","Guinea","TOUGUE","3/17/14",0,0,0,0,"TOUGUE",11,0,0,122959
"1430","Guinea","YOMOU","3/17/14",0,0,0,0,"YOMOU",11,0,0,176664
"1432","Liberia","BOMI","3/17/14",0,0,0,0,"BOMI",11,0,0,103887
"1434","Liberia","BONG","3/17/14",0,0,0,0,"BONG",11,0,0,411847
"1436","Liberia","GBARPOLU","3/17/14",0,0,0,0,"GBARPOLU",11,0,0,102984
"1438","Liberia","GRAND BASSA","3/17/14",0,0,0,0,"GRANDBASSA",11,0,0,273790
"1440","Liberia","GRAND CAPE MOUNT","3/17/14",0,0,0,0,"GRANDCAPEMOUNT",11,0,0,156938
"1442","Liberia","GRAND GEDEH","3/17/14",0,0,0,0,"GRANDGEDEH",11,0,0,154693
"1444","Liberia","GRAND KRU","3/17/14",0,0,0,0,"GRANDKRU",11,0,0,71522
"1446","Liberia","LOFA","3/17/14",1,1,0.693145718245614,0.693145718245614,"LOFA",11,1,1,341924
"1448","Liberia","MARGIBI","3/17/14",0,0,0,0,"MARGIBI",11,0,0,259254
"1450","Liberia","MARYLAND","3/17/14",0,0,0,0,"MARYLAND",11,0,0,167883
"1452","Liberia","MONTSERRADO","3/17/14",0,0,0,0,"MONTSERRADO",11,0,0,1381022
"1454","Liberia","NIMBA","3/17/14",0,0,0,0,"NIMBA",11,0,0,570600
"1456","Liberia","RIVER GEE","3/17/14",0,0,0,0,"RIVERGEE",11,0,0,82484
"1458","Liberia","RIVERCESS","3/17/14",0,0,0,0,"RIVERCESS",11,0,0,88313
"1460","Liberia","SINOE","3/17/14",0,0,0,0,"SINOE",11,0,0,126452
"1462","Sierra Leone","BO","3/17/14",0,0,0,0,"BO",11,0,0,587350
"1464","Sierra Leone","BOMBALI","3/17/14",0,0,0,0,"BOMBALI",11,0,0,517326
"1466","Sierra Leone","BONTHE","3/17/14",0,0,0,0,"BONTHE",11,0,0,176948
"1468","Sierra Leone","KAILAHUN","3/17/14",0,0,0,0,"KAILAHUN",11,0,0,453736
"1470","Sierra Leone","KAMBIA","3/17/14",0,0,0,0,"KAMBIA",11,0,0,342607
"1472","Sierra Leone","KENEMA","3/17/14",0,0,0,0,"KENEMA",11,0,0,630774
"1474","Sierra Leone","KOINADUGU","3/17/14",0,0,0,0,"KOINADUGU",11,0,0,336648
"1476","Sierra Leone","KONO","3/17/14",0,0,0,0,"KONO",11,0,0,424868
"1478","Sierra Leone","MOYAMBA","3/17/14",0,0,0,0,"MOYAMBA",11,0,0,330507
"1480","Sierra Leone","PORT LOKO","3/17/14",0,0,0,0,"PORTLOKO",11,0,0,574781
"1482","Sierra Leone","PUJEHUN","3/17/14",0,0,0,0,"PUJEHUN",11,0,0,289315
"1484","Sierra Leone","TONKOLILI","3/17/14",0,0,0,0,"TONKOLILI",11,0,0,439810
"1486","Sierra Leone","WESTERN AREA RURAL","3/17/14",0,0,0,0,"WESTERNAREARURAL",11,0,0,1199763
"1488","Sierra Leone","WESTERN AREA URBAN","3/17/14",0,0,0,0,"WESTERNAREAURBAN",11,0,0,979034
"1490","Guinea","BEYLA","3/24/14",0,0,0,0,"BEYLA",12,0,0,325482
"1492","Guinea","BOFFA","3/24/14",0,0,0,0,"BOFFA",12,0,0,211063
"1494","Guinea","BOKE","3/24/14",0,0,0,0,"BOKE",12,0,0,449405
"1496","Guinea","CONAKRY","3/24/14",11,11,2.56494216260442,2.56494271605681,"CONAKRY",12,13,12,1667864
"1498","Guinea","COYAH","3/24/14",0,0,0,0,"COYAH",12,0,0,264164
"1500","Guinea","DABOLA","3/24/14",3,2,1.09859771271006,1.60942916688476,"DABOLA",12,4,2,182951
"1502","Guinea","DALABA","3/24/14",0,0,0,0,"DALABA",12,0,0,136320
"1504","Guinea","DINGUIRAYE","3/24/14",1,0,0,0.693147180559945,"DINGUIRAYE",12,1,0,195662
"1506","Guinea","DUBREKA","3/24/14",0,0,0,0,"DUBREKA",12,0,0,328418
"1508","Guinea","FARANAH","3/24/14",0,0,0,0,"FARANAH",12,0,0,280511
"1510","Guinea","FORECARIAH","3/24/14",0,0,0,0,"FORECARIAH",12,0,0,244649
"1512","Guinea","FRIA","3/24/14",0,0,0,0,"FRIA",12,0,0,96527
"1514","Guinea","GAOUAL","3/24/14",0,0,0,0,"GAOUAL",12,0,0,194245
"1516","Guinea","GUECKEDOU","3/24/14",9,7,3.21863894091103,3.76111978343035,"GUECKEDOU",12,72,24,291823
"1518","Guinea","KANKAN","3/24/14",0,0,0,0,"KANKAN",12,0,0,472112
"1520","Guinea","KEROUANE","3/24/14",0,0,0,0,"KEROUANE",12,0,0,211017
"1522","Guinea","KINDIA","3/24/14",0,0,0,0,"KINDIA",12,0,0,438315
"1524","Guinea","KISSIDOUGOU","3/24/14",0,0,0,0,"KISSIDOUGOU",12,0,0,283609
"1526","Guinea","KOUBIA","3/24/14",0,0,0,0,"KOUBIA",12,0,0,101171
"1528","Guinea","KOUNDARA","3/24/14",0,0,0,0,"KOUNDARA",12,0,0,130205
"1530","Guinea","KOUROUSSA","3/24/14",0,0,0,0.693147180559945,"KOUROUSSA",12,1,0,268224
"1532","Guinea","LABE","3/24/14",0,0,0,0,"LABE",12,0,0,318663
"1534","Guinea","LELOUMA","3/24/14",0,0,0,0,"LELOUMA",12,0,0,162634
"1536","Guinea","LOLA","3/24/14",0,0,0,0,"LOLA",12,0,0,175213
"1538","Guinea","MACENTA","3/24/14",4,3,1.9458641704143,2.30255793711477,"MACENTA",12,16,9,298282
"1540","Guinea","MALI","3/24/14",0,0,0,0,"MALI",12,0,0,290320
"1542","Guinea","MAMOU","3/24/14",0,0,0,0,"MAMOU",12,0,0,318738
"1544","Guinea","N'ZEREKORE","3/24/14",0,0,0,0,"NZEREKORE",12,0,0,396118
"1546","Guinea","PITA","3/24/14",0,0,0,0,"PITA",12,0,0,277059
"1548","Guinea","SIGUIRI","3/24/14",0,0,0,0,"SIGUIRI",12,0,0,695449
"1550","Guinea","TELIMELE","3/24/14",0,0,0,0,"TELIMELE",12,0,0,283639
"1552","Guinea","TOUGUE","3/24/14",0,0,0,0,"TOUGUE",12,0,0,122959
"1554","Guinea","YOMOU","3/24/14",0,0,0,0,"YOMOU",12,0,0,176664
"1556","Liberia","BOMI","3/24/14",0,0,0,0,"BOMI",12,0,0,103887
"1558","Liberia","BONG","3/24/14",0,0,0,0,"BONG",12,0,0,411847
"1560","Liberia","GBARPOLU","3/24/14",0,0,0,0,"GBARPOLU",12,0,0,102984
"1562","Liberia","GRAND BASSA","3/24/14",0,0,0,0,"GRANDBASSA",12,0,0,273790
"1564","Liberia","GRAND CAPE MOUNT","3/24/14",0,0,0,0,"GRANDCAPEMOUNT",12,0,0,156938
"1566","Liberia","GRAND GEDEH","3/24/14",0,0,0,0,"GRANDGEDEH",12,0,0,154693
"1568","Liberia","GRAND KRU","3/24/14",0,0,0,0,"GRANDKRU",12,0,0,71522
"1570","Liberia","LOFA","3/24/14",0,0,0.693145718245614,0.693145718245614,"LOFA",12,1,1,341924
"1572","Liberia","MARGIBI","3/24/14",1,1,0.693145251947534,0.693145251947534,"MARGIBI",12,1,1,259254
"1574","Liberia","MARYLAND","3/24/14",0,0,0,0,"MARYLAND",12,0,0,167883
"1576","Liberia","MONTSERRADO","3/24/14",0,0,0,0,"MONTSERRADO",12,0,0,1381022
"1578","Liberia","NIMBA","3/24/14",0,0,0,0,"NIMBA",12,0,0,570600
"1580","Liberia","RIVER GEE","3/24/14",0,0,0,0,"RIVERGEE",12,0,0,82484
"1582","Liberia","RIVERCESS","3/24/14",0,0,0,0,"RIVERCESS",12,0,0,88313
"1584","Liberia","SINOE","3/24/14",0,0,0,0,"SINOE",12,0,0,126452
"1586","Sierra Leone","BO","3/24/14",0,0,0,0,"BO",12,0,0,587350
"1588","Sierra Leone","BOMBALI","3/24/14",0,0,0,0,"BOMBALI",12,0,0,517326
"1590","Sierra Leone","BONTHE","3/24/14",0,0,0,0,"BONTHE",12,0,0,176948
"1592","Sierra Leone","KAILAHUN","3/24/14",0,0,0,0,"KAILAHUN",12,0,0,453736
"1594","Sierra Leone","KAMBIA","3/24/14",0,0,0,0,"KAMBIA",12,0,0,342607
"1596","Sierra Leone","KENEMA","3/24/14",0,0,0,0,"KENEMA",12,0,0,630774
"1598","Sierra Leone","KOINADUGU","3/24/14",0,0,0,0,"KOINADUGU",12,0,0,336648
"1600","Sierra Leone","KONO","3/24/14",0,0,0,0,"KONO",12,0,0,424868
"1602","Sierra Leone","MOYAMBA","3/24/14",0,0,0,0,"MOYAMBA",12,0,0,330507
"1604","Sierra Leone","PORT LOKO","3/24/14",0,0,0,0,"PORTLOKO",12,0,0,574781
"1606","Sierra Leone","PUJEHUN","3/24/14",0,0,0,0,"PUJEHUN",12,0,0,289315
"1608","Sierra Leone","TONKOLILI","3/24/14",0,0,0,0,"TONKOLILI",12,0,0,439810
"1610","Sierra Leone","WESTERN AREA RURAL","3/24/14",0,0,0,0,"WESTERNAREARURAL",12,0,0,1199763
"1612","Sierra Leone","WESTERN AREA URBAN","3/24/14",0,0,0,0,"WESTERNAREAURBAN",12,0,0,979034
"1614","Guinea","BEYLA","3/31/14",0,0,0,0,"BEYLA",13,0,0,325482
"1616","Guinea","BOFFA","3/31/14",0,0,0,0,"BOFFA",13,0,0,211063
"1618","Guinea","BOKE","3/31/14",0,0,0,0,"BOKE",13,0,0,449405
"1620","Guinea","CONAKRY","3/31/14",10,8,2.99571917287964,3.09103100697039,"CONAKRY",13,23,20,1667864
"1622","Guinea","COYAH","3/31/14",0,0,0,0,"COYAH",13,0,0,264164
"1624","Guinea","DABOLA","3/31/14",1,0,1.09859406868735,1.79175035927917,"DABOLA",13,5,2,182951
"1626","Guinea","DALABA","3/31/14",0,0,0,0,"DALABA",13,0,0,136320
"1628","Guinea","DINGUIRAYE","3/31/14",0,0,0,0.693147180559945,"DINGUIRAYE",13,1,0,195662
"1630","Guinea","DUBREKA","3/31/14",0,0,0,0,"DUBREKA",13,0,0,328418
"1632","Guinea","FARANAH","3/31/14",0,0,0,0,"FARANAH",13,0,0,280511
"1634","Guinea","FORECARIAH","3/31/14",0,0,0,0,"FORECARIAH",13,0,0,244649
"1636","Guinea","FRIA","3/31/14",0,0,0,0,"FRIA",13,0,0,96527
"1638","Guinea","GAOUAL","3/31/14",0,0,0,0,"GAOUAL",13,0,0,194245
"1640","Guinea","GUECKEDOU","3/31/14",12,10,3.33192690613617,3.58340565942107,"GUECKEDOU",13,84,34,291823
"1642","Guinea","KANKAN","3/31/14",0,0,0,0,"KANKAN",13,0,0,472112
"1644","Guinea","KEROUANE","3/31/14",0,0,0,0,"KEROUANE",13,0,0,211017
"1646","Guinea","KINDIA","3/31/14",0,0,0,0,"KINDIA",13,0,0,438315
"1648","Guinea","KISSIDOUGOU","3/31/14",0,0,0,0,"KISSIDOUGOU",13,0,0,283609
"1650","Guinea","KOUBIA","3/31/14",0,0,0,0,"KOUBIA",13,0,0,101171
"1652","Guinea","KOUNDARA","3/31/14",0,0,0,0,"KOUNDARA",13,0,0,130205
"1654","Guinea","KOUROUSSA","3/31/14",0,0,0,0,"KOUROUSSA",13,1,0,268224
"1656","Guinea","LABE","3/31/14",0,0,0,0,"LABE",13,0,0,318663
"1658","Guinea","LELOUMA","3/31/14",0,0,0,0,"LELOUMA",13,0,0,162634
"1660","Guinea","LOLA","3/31/14",0,0,0,0,"LOLA",13,0,0,175213
"1662","Guinea","MACENTA","3/31/14",2,2,1.94585842293553,2.0794092730371,"MACENTA",13,18,11,298282
"1664","Guinea","MALI","3/31/14",0,0,0,0,"MALI",13,0,0,290320
"1666","Guinea","MAMOU","3/31/14",0,0,0,0,"MAMOU",13,0,0,318738
"1668","Guinea","N'ZEREKORE","3/31/14",0,0,0,0,"NZEREKORE",13,0,0,396118
"1670","Guinea","PITA","3/31/14",0,0,0,0,"PITA",13,0,0,277059
"1672","Guinea","SIGUIRI","3/31/14",1,1,0.693146461599705,0.693146461599705,"SIGUIRI",13,1,1,695449
"1674","Guinea","TELIMELE","3/31/14",0,0,0,0,"TELIMELE",13,0,0,283639
"1676","Guinea","TOUGUE","3/31/14",0,0,0,0,"TOUGUE",13,0,0,122959
"1678","Guinea","YOMOU","3/31/14",0,0,0,0,"YOMOU",13,0,0,176664
"1680","Liberia","BOMI","3/31/14",0,0,0,0,"BOMI",13,0,0,103887
"1682","Liberia","BONG","3/31/14",0,0,0,0,"BONG",13,0,0,411847
"1684","Liberia","GBARPOLU","3/31/14",0,0,0,0,"GBARPOLU",13,0,0,102984
"1686","Liberia","GRAND BASSA","3/31/14",0,0,0,0,"GRANDBASSA",13,0,0,273790
"1688","Liberia","GRAND CAPE MOUNT","3/31/14",0,0,0,0,"GRANDCAPEMOUNT",13,0,0,156938
"1690","Liberia","GRAND GEDEH","3/31/14",0,0,0,0,"GRANDGEDEH",13,0,0,154693
"1692","Liberia","GRAND KRU","3/31/14",0,0,0,0,"GRANDKRU",13,0,0,71522
"1694","Liberia","LOFA","3/31/14",3,2,1.38628558720182,1.60943089330581,"LOFA",13,4,3,341924
"1696","Liberia","MARGIBI","3/31/14",0,0,0.693145251947534,0.693145251947534,"MARGIBI",13,1,1,259254
"1698","Liberia","MARYLAND","3/31/14",0,0,0,0,"MARYLAND",13,0,0,167883
"1700","Liberia","MONTSERRADO","3/31/14",0,0,0,0,"MONTSERRADO",13,0,0,1381022
"1702","Liberia","NIMBA","3/31/14",0,0,0,0,"NIMBA",13,0,0,570600
"1704","Liberia","RIVER GEE","3/31/14",0,0,0,0,"RIVERGEE",13,0,0,82484
"1706","Liberia","RIVERCESS","3/31/14",0,0,0,0,"RIVERCESS",13,0,0,88313
"1708","Liberia","SINOE","3/31/14",0,0,0,0,"SINOE",13,0,0,126452
"1710","Sierra Leone","BO","3/31/14",0,0,0,0,"BO",13,0,0,587350
"1712","Sierra Leone","BOMBALI","3/31/14",0,0,0,0,"BOMBALI",13,0,0,517326
"1714","Sierra Leone","BONTHE","3/31/14",0,0,0,0,"BONTHE",13,0,0,176948
"1716","Sierra Leone","KAILAHUN","3/31/14",0,0,0,0,"KAILAHUN",13,0,0,453736
"1718","Sierra Leone","KAMBIA","3/31/14",0,0,0,0,"KAMBIA",13,0,0,342607
"1720","Sierra Leone","KENEMA","3/31/14",0,0,0,0,"KENEMA",13,0,0,630774
"1722","Sierra Leone","KOINADUGU","3/31/14",0,0,0,0,"KOINADUGU",13,0,0,336648
"1724","Sierra Leone","KONO","3/31/14",0,0,0,0,"KONO",13,0,0,424868
"1726","Sierra Leone","MOYAMBA","3/31/14",0,0,0,0,"MOYAMBA",13,0,0,330507
"1728","Sierra Leone","PORT LOKO","3/31/14",0,0,0,0,"PORTLOKO",13,0,0,574781
"1730","Sierra Leone","PUJEHUN","3/31/14",0,0,0,0,"PUJEHUN",13,0,0,289315
"1732","Sierra Leone","TONKOLILI","3/31/14",0,0,0,0,"TONKOLILI",13,0,0,439810
"1734","Sierra Leone","WESTERN AREA RURAL","3/31/14",0,0,0,0,"WESTERNAREARURAL",13,0,0,1199763
"1736","Sierra Leone","WESTERN AREA URBAN","3/31/14",0,0,0,0,"WESTERNAREAURBAN",13,0,0,979034
"1738","Guinea","BEYLA","4/7/14",0,0,0,0,"BEYLA",14,0,0,325482
"1740","Guinea","BOFFA","4/7/14",0,0,0,0,"BOFFA",14,0,0,211063
"1742","Guinea","BOKE","4/7/14",0,0,0,0,"BOKE",14,0,0,449405
"1744","Guinea","CONAKRY","4/7/14",8,8,3.33218658717607,3.40118115318892,"CONAKRY",14,31,28,1667864
"1746","Guinea","COYAH","4/7/14",0,0,0,0,"COYAH",14,0,0,264164
"1748","Guinea","DABOLA","4/7/14",0,0,1.09859406868735,1.60942916688476,"DABOLA",14,5,2,182951
"1750","Guinea","DALABA","4/7/14",0,0,0,0,"DALABA",14,0,0,136320
"1752","Guinea","DINGUIRAYE","4/7/14",0,0,0,0.693147180559945,"DINGUIRAYE",14,1,0,195662
"1754","Guinea","DUBREKA","4/7/14",0,0,0,0,"DUBREKA",14,0,0,328418
"1756","Guinea","FARANAH","4/7/14",0,0,0,0,"FARANAH",14,0,0,280511
"1758","Guinea","FORECARIAH","4/7/14",0,0,0,0,"FORECARIAH",14,0,0,244649
"1760","Guinea","FRIA","4/7/14",0,0,0,0,"FRIA",14,0,0,96527
"1762","Guinea","GAOUAL","4/7/14",0,0,0,0,"GAOUAL",14,0,0,194245
"1764","Guinea","GUECKEDOU","4/7/14",19,19,3.61057443927851,3.7133948637472,"GUECKEDOU",14,103,53,291823
"1766","Guinea","KANKAN","4/7/14",0,0,0,0,"KANKAN",14,0,0,472112
"1768","Guinea","KEROUANE","4/7/14",0,0,0,0,"KEROUANE",14,0,0,211017
"1770","Guinea","KINDIA","4/7/14",0,0,0,0,"KINDIA",14,0,0,438315
"1772","Guinea","KISSIDOUGOU","4/7/14",0,0,0,0,"KISSIDOUGOU",14,0,0,283609
"1774","Guinea","KOUBIA","4/7/14",0,0,0,0,"KOUBIA",14,0,0,101171
"1776","Guinea","KOUNDARA","4/7/14",0,0,0,0,"KOUNDARA",14,0,0,130205
"1778","Guinea","KOUROUSSA","4/7/14",0,0,0,0,"KOUROUSSA",14,1,0,268224
"1780","Guinea","LABE","4/7/14",0,0,0,0,"LABE",14,0,0,318663
"1782","Guinea","LELOUMA","4/7/14",0,0,0,0,"LELOUMA",14,0,0,162634
"1784","Guinea","LOLA","4/7/14",0,0,0,0,"LOLA",14,0,0,175213
"1786","Guinea","MACENTA","4/7/14",0,0,1.79170917998106,1.94587853896671,"MACENTA",14,18,11,298282
"1788","Guinea","MALI","4/7/14",0,0,0,0,"MALI",14,0,0,290320
"1790","Guinea","MAMOU","4/7/14",0,0,0,0,"MAMOU",14,0,0,318738
"1792","Guinea","N'ZEREKORE","4/7/14",0,0,0,0,"NZEREKORE",14,0,0,396118
"1794","Guinea","PITA","4/7/14",0,0,0,0,"PITA",14,0,0,277059
"1796","Guinea","SIGUIRI","4/7/14",0,0,0.693146461599705,0.693146461599705,"SIGUIRI",14,1,1,695449
"1798","Guinea","TELIMELE","4/7/14",0,0,0,0,"TELIMELE",14,0,0,283639
"1800","Guinea","TOUGUE","4/7/14",0,0,0,0,"TOUGUE",14,0,0,122959
"1802","Guinea","YOMOU","4/7/14",0,0,0,0,"YOMOU",14,0,0,176664
"1804","Liberia","BOMI","4/7/14",0,0,0,0,"BOMI",14,0,0,103887
"1806","Liberia","BONG","4/7/14",0,0,0,0,"BONG",14,0,0,411847
"1808","Liberia","GBARPOLU","4/7/14",0,0,0,0,"GBARPOLU",14,0,0,102984
"1810","Liberia","GRAND BASSA","4/7/14",0,0,0,0,"GRANDBASSA",14,0,0,273790
"1812","Liberia","GRAND CAPE MOUNT","4/7/14",0,0,0,0,"GRANDCAPEMOUNT",14,0,0,156938
"1814","Liberia","GRAND GEDEH","4/7/14",0,0,0,0,"GRANDGEDEH",14,0,0,154693
"1816","Liberia","GRAND KRU","4/7/14",0,0,0,0,"GRANDKRU",14,0,0,71522
"1818","Liberia","LOFA","4/7/14",1,0,1.09860253986551,1.60943089330581,"LOFA",14,5,3,341924
"1820","Liberia","MARGIBI","4/7/14",0,0,0.693145251947534,0.693145251947534,"MARGIBI",14,1,1,259254
"1822","Liberia","MARYLAND","4/7/14",0,0,0,0,"MARYLAND",14,0,0,167883
"1824","Liberia","MONTSERRADO","4/7/14",0,0,0,0,"MONTSERRADO",14,0,0,1381022
"1826","Liberia","NIMBA","4/7/14",0,0,0,0,"NIMBA",14,0,0,570600
"1828","Liberia","RIVER GEE","4/7/14",0,0,0,0,"RIVERGEE",14,0,0,82484
"1830","Liberia","RIVERCESS","4/7/14",0,0,0,0,"RIVERCESS",14,0,0,88313
"1832","Liberia","SINOE","4/7/14",0,0,0,0,"SINOE",14,0,0,126452
"1834","Sierra Leone","BO","4/7/14",0,0,0,0,"BO",14,0,0,587350
"1836","Sierra Leone","BOMBALI","4/7/14",0,0,0,0,"BOMBALI",14,0,0,517326
"1838","Sierra Leone","BONTHE","4/7/14",0,0,0,0,"BONTHE",14,0,0,176948
"1840","Sierra Leone","KAILAHUN","4/7/14",0,0,0,0,"KAILAHUN",14,0,0,453736
"1842","Sierra Leone","KAMBIA","4/7/14",0,0,0,0,"KAMBIA",14,0,0,342607
"1844","Sierra Leone","KENEMA","4/7/14",0,0,0,0,"KENEMA",14,0,0,630774
"1846","Sierra Leone","KOINADUGU","4/7/14",0,0,0,0,"KOINADUGU",14,0,0,336648
"1848","Sierra Leone","KONO","4/7/14",0,0,0,0,"KONO",14,0,0,424868
"1850","Sierra Leone","MOYAMBA","4/7/14",0,0,0,0,"MOYAMBA",14,0,0,330507
"1852","Sierra Leone","PORT LOKO","4/7/14",0,0,0,0,"PORTLOKO",14,0,0,574781
"1854","Sierra Leone","PUJEHUN","4/7/14",0,0,0,0,"PUJEHUN",14,0,0,289315
"1856","Sierra Leone","TONKOLILI","4/7/14",0,0,0,0,"TONKOLILI",14,0,0,439810
"1858","Sierra Leone","WESTERN AREA RURAL","4/7/14",0,0,0,0,"WESTERNAREARURAL",14,0,0,1199763
"1860","Sierra Leone","WESTERN AREA URBAN","4/7/14",0,0,0,0,"WESTERNAREAURBAN",14,0,0,979034
"1862","Guinea","BEYLA","4/14/14",0,0,0,0,"BEYLA",15,0,0,325482
"1864","Guinea","BOFFA","4/14/14",0,0,0,0,"BOFFA",15,0,0,211063
"1866","Guinea","BOKE","4/14/14",0,0,0,0,"BOKE",15,0,0,449405
"1868","Guinea","CONAKRY","4/14/14",9,9,3.25807347739907,3.33218311817139,"CONAKRY",15,40,37,1667864
"1870","Guinea","COYAH","4/14/14",0,0,0,0,"COYAH",15,0,0,264164
"1872","Guinea","DABOLA","4/14/14",0,0,0,0.693141714600574,"DABOLA",15,5,2,182951
"1874","Guinea","DALABA","4/14/14",0,0,0,0,"DALABA",15,0,0,136320
"1876","Guinea","DINGUIRAYE","4/14/14",0,0,0,0,"DINGUIRAYE",15,1,0,195662
"1878","Guinea","DUBREKA","4/14/14",0,0,0,0,"DUBREKA",15,0,0,328418
"1880","Guinea","FARANAH","4/14/14",0,0,0,0,"FARANAH",15,0,0,280511
"1882","Guinea","FORECARIAH","4/14/14",0,0,0,0,"FORECARIAH",15,0,0,244649
"1884","Guinea","FRIA","4/14/14",0,0,0,0,"FRIA",15,0,0,96527
"1886","Guinea","GAOUAL","4/14/14",0,0,0,0,"GAOUAL",15,0,0,194245
"1888","Guinea","GUECKEDOU","4/14/14",7,7,3.61055109214659,3.66336129387808,"GUECKEDOU",15,110,60,291823
"1890","Guinea","KANKAN","4/14/14",0,0,0,0,"KANKAN",15,0,0,472112
"1892","Guinea","KEROUANE","4/14/14",0,0,0,0,"KEROUANE",15,0,0,211017
"1894","Guinea","KINDIA","4/14/14",0,0,0,0,"KINDIA",15,0,0,438315
"1896","Guinea","KISSIDOUGOU","4/14/14",0,0,0,0,"KISSIDOUGOU",15,0,0,283609
"1898","Guinea","KOUBIA","4/14/14",0,0,0,0,"KOUBIA",15,0,0,101171
"1900","Guinea","KOUNDARA","4/14/14",0,0,0,0,"KOUNDARA",15,0,0,130205
"1902","Guinea","KOUROUSSA","4/14/14",0,0,0,0,"KOUROUSSA",15,1,0,268224
"1904","Guinea","LABE","4/14/14",0,0,0,0,"LABE",15,0,0,318663
"1906","Guinea","LELOUMA","4/14/14",0,0,0,0,"LELOUMA",15,0,0,162634
"1908","Guinea","LOLA","4/14/14",0,0,0,0,"LOLA",15,0,0,175213
"1910","Guinea","MACENTA","4/14/14",0,0,1.09857205747284,1.09858770312999,"MACENTA",15,18,11,298282
"1912","Guinea","MALI","4/14/14",0,0,0,0,"MALI",15,0,0,290320
"1914","Guinea","MAMOU","4/14/14",0,0,0,0,"MAMOU",15,0,0,318738
"1916","Guinea","N'ZEREKORE","4/14/14",0,0,0,0,"NZEREKORE",15,0,0,396118
"1918","Guinea","PITA","4/14/14",0,0,0,0,"PITA",15,0,0,277059
"1920","Guinea","SIGUIRI","4/14/14",0,0,0.693146461599705,0.693146461599705,"SIGUIRI",15,1,1,695449
"1922","Guinea","TELIMELE","4/14/14",0,0,0,0,"TELIMELE",15,0,0,283639
"1924","Guinea","TOUGUE","4/14/14",0,0,0,0,"TOUGUE",15,0,0,122959
"1926","Guinea","YOMOU","4/14/14",0,0,0,0,"YOMOU",15,0,0,176664
"1928","Liberia","BOMI","4/14/14",0,0,0,0,"BOMI",15,0,0,103887
"1930","Liberia","BONG","4/14/14",0,0,0,0,"BONG",15,0,0,411847
"1932","Liberia","GBARPOLU","4/14/14",0,0,0,0,"GBARPOLU",15,0,0,102984
"1934","Liberia","GRAND BASSA","4/14/14",0,0,0,0,"GRANDBASSA",15,0,0,273790
"1936","Liberia","GRAND CAPE MOUNT","4/14/14",0,0,0,0,"GRANDCAPEMOUNT",15,0,0,156938
"1938","Liberia","GRAND GEDEH","4/14/14",0,0,0,0,"GRANDGEDEH",15,0,0,154693
"1940","Liberia","GRAND KRU","4/14/14",0,0,0,0,"GRANDKRU",15,0,0,71522
"1942","Liberia","LOFA","4/14/14",0,0,1.09860253986551,1.60943089330581,"LOFA",15,5,3,341924
"1944","Liberia","MARGIBI","4/14/14",1,0,0,0.693145251947534,"MARGIBI",15,2,1,259254
"1946","Liberia","MARYLAND","4/14/14",0,0,0,0,"MARYLAND",15,0,0,167883
"1948","Liberia","MONTSERRADO","4/14/14",0,0,0,0,"MONTSERRADO",15,0,0,1381022
"1950","Liberia","NIMBA","4/14/14",0,0,0,0,"NIMBA",15,0,0,570600
"1952","Liberia","RIVER GEE","4/14/14",0,0,0,0,"RIVERGEE",15,0,0,82484
"1954","Liberia","RIVERCESS","4/14/14",0,0,0,0,"RIVERCESS",15,0,0,88313
"1956","Liberia","SINOE","4/14/14",0,0,0,0,"SINOE",15,0,0,126452
"1958","Sierra Leone","BO","4/14/14",0,0,0,0,"BO",15,0,0,587350
"1960","Sierra Leone","BOMBALI","4/14/14",0,0,0,0,"BOMBALI",15,0,0,517326
"1962","Sierra Leone","BONTHE","4/14/14",0,0,0,0,"BONTHE",15,0,0,176948
