,Country,District,Week,Confirmed Count,"foi_mat[, 1]"
4156,Liberia,RIVERCESS,4/21/15,0,0
4159,Liberia,SINOE,4/21/15,0,0
4160,Liberia,SINOE,4/21/15,0,0
4163,Sierra Leone,BO,4/21/15,0,0
4164,Sierra Leone,BO,4/21/15,0,0
4167,Sierra Leone,BOMBALI,4/21/15,0,0
4168,Sierra Leone,BOMBALI,4/21/15,0,0
4171,Sierra Leone,BONTHE,4/21/15,0,0
4172,Sierra Leone,BONTHE,4/21/15,0,0
4175,Sierra Leone,KAILAHUN,4/21/15,0,0
4176,Sierra Leone,KAILAHUN,4/21/15,0,0
4179,Sierra Leone,KAMBIA,4/21/15,0,0
4180,Sierra Leone,KAMBIA,4/21/15,0,0
4183,Sierra Leone,KENEMA,4/21/15,0,0
4184,Sierra Leone,KENEMA,4/21/15,0,0
4187,Sierra Leone,KOINADUGU,4/21/15,0,0
4188,Sierra Leone,KOINADUGU,4/21/15,0,0
4191,Sierra Leone,KONO,4/21/15,0,0
4192,Sierra Leone,KONO,4/21/15,0,0
4195,Sierra Leone,MOYAMBA,4/21/15,0,0
4196,Sierra Leone,MOYAMBA,4/21/15,0,0
4199,Sierra Leone,PORT LOKO,4/21/15,0,0
4200,Sierra Leone,PORT LOKO,4/21/15,0,0
4203,Sierra Leone,PUJEHUN,4/21/15,0,0
4204,Sierra Leone,PUJEHUN,4/21/15,0,0
4207,Sierra Leone,TONKOLILI,4/21/15,0,0
4208,Sierra Leone,TONKOLILI,4/21/15,0,0
4211,Sierra Leone,WESTERN AREA RURAL,4/21/15,0,0
4212,Sierra Leone,WESTERN AREA RURAL,4/21/15,0,0
4215,Sierra Leone,WESTERN AREA URBAN,4/21/15,0,0
4216,Sierra Leone,WESTERN AREA URBAN,4/21/15,0,0
4219,Guinea,BEYLA,4/28/15,0,0
4220,Guinea,BEYLA,4/28/15,0,0
4223,Guinea,BOFFA,4/28/15,0,0
4224,Guinea,BOFFA,4/28/15,0,0
4227,Guinea,BOKE,4/28/15,0,1.1
4228,Guinea,BOKE,4/28/15,0,0.1
4231,Guinea,CONAKRY,4/28/15,0,0
4232,Guinea,CONAKRY,4/28/15,1,0
4235,Guinea,COYAH,4/28/15,0,0
4236,Guinea,COYAH,4/28/15,0,0
4239,Guinea,DABOLA,4/28/15,0,0
4240,Guinea,DABOLA,4/28/15,0,0
4243,Guinea,DALABA,4/28/15,0,0
4244,Guinea,DALABA,4/28/15,0,0
4247,Guinea,DINGUIRAYE,4/28/15,0,0
4248,Guinea,DINGUIRAYE,4/28/15,0,0
4251,Guinea,DUBREKA,4/28/15,0,1.8
4252,Guinea,DUBREKA,4/28/15,0,0.7
4255,Guinea,FARANAH,4/28/15,0,0
4256,Guinea,FARANAH,4/28/15,0,0
4259,Guinea,FORECARIAH,4/28/15,0,0
4260,Guinea,FORECARIAH,4/28/15,0,0
4263,Guinea,FRIA,4/28/15,0,0
4264,Guinea,FRIA,4/28/15,0,0
4267,Guinea,GAOUAL,4/28/15,0,0
4268,Guinea,GAOUAL,4/28/15,0,0
4271,Guinea,GUECKEDOU,4/28/15,3,0
4272,Guinea,GUECKEDOU,4/28/15,7,0
4275,Guinea,KANKAN,4/28/15,0,0
4276,Guinea,KANKAN,4/28/15,0,0
4279,Guinea,KEROUANE,4/28/15,0,0
4280,Guinea,KEROUANE,4/28/15,0,0
4283,Guinea,KINDIA,4/28/15,0,0
4284,Guinea,KINDIA,4/28/15,0,0
4287,Guinea,KISSIDOUGOU,4/28/15,0,0
4288,Guinea,KISSIDOUGOU,4/28/15,0,0.1
4291,Guinea,KOUBIA,4/28/15,0,0
4292,Guinea,KOUBIA,4/28/15,0,0
4295,Guinea,KOUNDARA,4/28/15,0,0
4296,Guinea,KOUNDARA,4/28/15,0,0
4299,Guinea,KOUROUSSA,4/28/15,0,0
4300,Guinea,KOUROUSSA,4/28/15,0,0
4303,Guinea,LABE,4/28/15,0,0
4304,Guinea,LABE,4/28/15,0,0
4307,Guinea,LELOUMA,4/28/15,0,0
4308,Guinea,LELOUMA,4/28/15,0,0
4311,Guinea,LOLA,4/28/15,0,0
4312,Guinea,LOLA,4/28/15,0,0
4315,Guinea,MACENTA,4/28/15,0,0.099963122
4316,Guinea,MACENTA,4/28/15,0,0
4319,Guinea,MALI,4/28/15,0,0
4320,Guinea,MALI,4/28/15,0,0.1
4323,Guinea,MAMOU,4/28/15,0,0
4324,Guinea,MAMOU,4/28/15,0,0
4327,Guinea,NZEREKORE,4/28/15,0,0
4328,Guinea,NZEREKORE,4/28/15,0,0
4331,Guinea,PITA,4/28/15,0,0
4332,Guinea,PITA,4/28/15,0,0
4335,Guinea,SIGUIRI,4/28/15,0,0
4336,Guinea,SIGUIRI,4/28/15,0,0
4339,Guinea,TELIMELE,4/28/15,0,0
4340,Guinea,TELIMELE,4/28/15,1,0
4343,Guinea,TOUGUE,4/28/15,0,0
4344,Guinea,TOUGUE,4/28/15,0,0
4347,Guinea,YOMOU,4/28/15,0,0
4348,Guinea,YOMOU,4/28/15,0,0
4351,Liberia,BOMI,4/28/15,0,0
4352,Liberia,BOMI,4/28/15,0,0
4355,Liberia,BONG,4/28/15,0,0
4356,Liberia,BONG,4/28/15,0,0
4359,Liberia,GBARPOLU,4/28/15,0,0
4360,Liberia,GBARPOLU,4/28/15,0,0
4363,Liberia,GRAND BASSA,4/28/15,0,0
4364,Liberia,GRAND BASSA,4/28/15,0,0
4367,Liberia,GRAND CAPE MOUNT,4/28/15,0,0
4368,Liberia,GRAND CAPE MOUNT,4/28/15,0,0
4371,Liberia,GRAND GEDEH,4/28/15,0,0
4372,Liberia,GRAND GEDEH,4/28/15,0,0
4375,Liberia,GRAND KRU,4/28/15,0,0
4376,Liberia,GRAND KRU,4/28/15,0,0
4379,Liberia,LOFA,4/28/15,1,0
4380,Liberia,LOFA,4/28/15,0,0
4383,Liberia,MARGIBI,4/28/15,0,0
4384,Liberia,MARGIBI,4/28/15,0,0
4387,Liberia,MARYLAND,4/28/15,0,0
4388,Liberia,MARYLAND,4/28/15,0,0
4391,Liberia,MONTSERRADO,4/28/15,0,0
4392,Liberia,MONTSERRADO,4/28/15,0,0
4395,Liberia,NIMBA,4/28/15,0,0
4396,Liberia,NIMBA,4/28/15,0,0
4399,Liberia,RIVER GEE,4/28/15,0,0
4400,Liberia,RIVER GEE,4/28/15,0,0
4403,Liberia,RIVERCESS,4/28/15,0,0
4404,Liberia,RIVERCESS,4/28/15,0,0
4407,Liberia,SINOE,4/28/15,0,0
4408,Liberia,SINOE,4/28/15,0,0
4411,Sierra Leone,BO,4/28/15,0,0
4412,Sierra Leone,BO,4/28/15,0,0
4415,Sierra Leone,BOMBALI,4/28/15,0,0
4416,Sierra Leone,BOMBALI,4/28/15,0,0
4419,Sierra Leone,BONTHE,4/28/15,0,0
4420,Sierra Leone,BONTHE,4/28/15,0,0
4423,Sierra Leone,KAILAHUN,4/28/15,0,0
4424,Sierra Leone,KAILAHUN,4/28/15,0,0
4427,Sierra Leone,KAMBIA,4/28/15,0,0
4428,Sierra Leone,KAMBIA,4/28/15,0,0
4431,Sierra Leone,KENEMA,4/28/15,0,0
4432,Sierra Leone,KENEMA,4/28/15,0,0
4435,Sierra Leone,KOINADUGU,4/28/15,0,0
4436,Sierra Leone,KOINADUGU,4/28/15,0,0
4439,Sierra Leone,KONO,4/28/15,0,0
4440,Sierra Leone,KONO,4/28/15,0,0
4443,Sierra Leone,MOYAMBA,4/28/15,0,0
4444,Sierra Leone,MOYAMBA,4/28/15,0,0
4447,Sierra Leone,PORT LOKO,4/28/15,0,0
4448,Sierra Leone,PORT LOKO,4/28/15,0,0
4451,Sierra Leone,PUJEHUN,4/28/15,0,0
4452,Sierra Leone,PUJEHUN,4/28/15,0,0
4455,Sierra Leone,TONKOLILI,4/28/15,0,0
4456,Sierra Leone,TONKOLILI,4/28/15,0,0
4459,Sierra Leone,WESTERN AREA RURAL,4/28/15,0,0
4460,Sierra Leone,WESTERN AREA RURAL,4/28/15,0,0
4463,Sierra Leone,WESTERN AREA URBAN,4/28/15,0,0
4464,Sierra Leone,WESTERN AREA URBAN,4/28/15,0,0
4467,Guinea,BEYLA,5/5/15,0,0
4468,Guinea,BEYLA,5/5/15,0,0
4471,Guinea,BOFFA,5/5/15,0,0
4472,Guinea,BOFFA,5/5/15,0,0
4475,Guinea,BOKE,5/5/15,0,0.2
4476,Guinea,BOKE,5/5/15,0,0.1
4479,Guinea,CONAKRY,5/5/15,0,0
4480,Guinea,CONAKRY,5/5/15,0,0
4483,Guinea,COYAH,5/5/15,0,0
4484,Guinea,COYAH,5/5/15,0,0
4487,Guinea,DABOLA,5/5/15,0,0
4488,Guinea,DABOLA,5/5/15,0,0
4491,Guinea,DALABA,5/5/15,0,0
4492,Guinea,DALABA,5/5/15,0,0
4495,Guinea,DINGUIRAYE,5/5/15,0,0
4496,Guinea,DINGUIRAYE,5/5/15,0,0
4499,Guinea,DUBREKA,5/5/15,0,1.9
4500,Guinea,DUBREKA,5/5/15,0,1
4503,Guinea,FARANAH,5/5/15,0,0
4504,Guinea,FARANAH,5/5/15,0,0
4507,Guinea,FORECARIAH,5/5/15,0,0
4508,Guinea,FORECARIAH,5/5/15,0,0
4511,Guinea,FRIA,5/5/15,0,0
4512,Guinea,FRIA,5/5/15,0,0
4515,Guinea,GAOUAL,5/5/15,0,0
4516,Guinea,GAOUAL,5/5/15,0,0
4519,Guinea,GUECKEDOU,5/5/15,8,0
4520,Guinea,GUECKEDOU,5/5/15,3,0
4523,Guinea,KANKAN,5/5/15,0,0
4524,Guinea,KANKAN,5/5/15,0,0
4527,Guinea,KEROUANE,5/5/15,0,0
4528,Guinea,KEROUANE,5/5/15,0,0
4531,Guinea,KINDIA,5/5/15,0,0
4532,Guinea,KINDIA,5/5/15,0,0
4535,Guinea,KISSIDOUGOU,5/5/15,0,0
4536,Guinea,KISSIDOUGOU,5/5/15,0,0.1
4539,Guinea,KOUBIA,5/5/15,0,0
4540,Guinea,KOUBIA,5/5/15,0,0
4543,Guinea,KOUNDARA,5/5/15,0,0
4544,Guinea,KOUNDARA,5/5/15,0,0
4547,Guinea,KOUROUSSA,5/5/15,0,0
4548,Guinea,KOUROUSSA,5/5/15,0,0
4551,Guinea,LABE,5/5/15,0,0
4552,Guinea,LABE,5/5/15,0,0
4555,Guinea,LELOUMA,5/5/15,0,0
4556,Guinea,LELOUMA,5/5/15,0,0
4559,Guinea,LOLA,5/5/15,0,0
4560,Guinea,LOLA,5/5/15,0,0
4563,Guinea,MACENTA,5/5/15,0,0.199926244
4564,Guinea,MACENTA,5/5/15,0,0
4567,Guinea,MALI,5/5/15,0,0
4568,Guinea,MALI,5/5/15,0,0
4571,Guinea,MAMOU,5/5/15,0,0
4572,Guinea,MAMOU,5/5/15,0,0
4575,Guinea,NZEREKORE,5/5/15,0,0
4576,Guinea,NZEREKORE,5/5/15,0,0
4579,Guinea,PITA,5/5/15,0,0
4580,Guinea,PITA,5/5/15,0,0
4583,Guinea,SIGUIRI,5/5/15,0,0
4584,Guinea,SIGUIRI,5/5/15,0,0
4587,Guinea,TELIMELE,5/5/15,0,0
4588,Guinea,TELIMELE,5/5/15,0,0
4591,Guinea,TOUGUE,5/5/15,0,0
4592,Guinea,TOUGUE,5/5/15,0,0
4595,Guinea,YOMOU,5/5/15,0,0
4596,Guinea,YOMOU,5/5/15,0,0
4599,Liberia,BOMI,5/5/15,0,0
4600,Liberia,BOMI,5/5/15,0,0
4603,Liberia,BONG,5/5/15,0,0
4604,Liberia,BONG,5/5/15,0,0
4607,Liberia,GBARPOLU,5/5/15,0,0
4608,Liberia,GBARPOLU,5/5/15,0,0
4611,Liberia,GRAND BASSA,5/5/15,0,0
4612,Liberia,GRAND BASSA,5/5/15,0,0
4615,Liberia,GRAND CAPE MOUNT,5/5/15,0,0
4616,Liberia,GRAND CAPE MOUNT,5/5/15,0,0
4619,Liberia,GRAND GEDEH,5/5/15,0,0
4620,Liberia,GRAND GEDEH,5/5/15,0,0
4623,Liberia,GRAND KRU,5/5/15,0,0
4624,Liberia,GRAND KRU,5/5/15,0,0
4627,Liberia,LOFA,5/5/15,1,0
4628,Liberia,LOFA,5/5/15,0,0
4631,Liberia,MARGIBI,5/5/15,0,0.299988428
4632,Liberia,MARGIBI,5/5/15,0,0
4635,Liberia,MARYLAND,5/5/15,0,0
4636,Liberia,MARYLAND,5/5/15,0,0
4639,Liberia,MONTSERRADO,5/5/15,3,0
4640,Liberia,MONTSERRADO,5/5/15,0,0
4643,Liberia,NIMBA,5/5/15,0,0
4644,Liberia,NIMBA,5/5/15,0,0
4647,Liberia,RIVER GEE,5/5/15,0,0
4648,Liberia,RIVER GEE,5/5/15,0,0
4651,Liberia,RIVERCESS,5/5/15,0,0
4652,Liberia,RIVERCESS,5/5/15,0,0
4655,Liberia,SINOE,5/5/15,0,0
4656,Liberia,SINOE,5/5/15,0,0
4659,Sierra Leone,BO,5/5/15,0,0
4660,Sierra Leone,BO,5/5/15,0,0
4663,Sierra Leone,BOMBALI,5/5/15,0,0
4664,Sierra Leone,BOMBALI,5/5/15,0,0
4667,Sierra Leone,BONTHE,5/5/15,0,0
4668,Sierra Leone,BONTHE,5/5/15,0,0
4671,Sierra Leone,KAILAHUN,5/5/15,0,0
4672,Sierra Leone,KAILAHUN,5/5/15,0,0
4675,Sierra Leone,KAMBIA,5/5/15,0,0
4676,Sierra Leone,KAMBIA,5/5/15,0,0
4679,Sierra Leone,KENEMA,5/5/15,0,0
4680,Sierra Leone,KENEMA,5/5/15,0,0
4683,Sierra Leone,KOINADUGU,5/5/15,0,0
4684,Sierra Leone,KOINADUGU,5/5/15,0,0
4687,Sierra Leone,KONO,5/5/15,0,0
4688,Sierra Leone,KONO,5/5/15,0,0
4691,Sierra Leone,MOYAMBA,5/5/15,0,0
4692,Sierra Leone,MOYAMBA,5/5/15,0,0
4695,Sierra Leone,PORT LOKO,5/5/15,0,0
4696,Sierra Leone,PORT LOKO,5/5/15,0,0
4699,Sierra Leone,PUJEHUN,5/5/15,0,0
4700,Sierra Leone,PUJEHUN,5/5/15,0,0
4703,Sierra Leone,TONKOLILI,5/5/15,0,0
4704,Sierra Leone,TONKOLILI,5/5/15,0,0
4707,Sierra Leone,WESTERN AREA RURAL,5/5/15,0,0
4708,Sierra Leone,WESTERN AREA RURAL,5/5/15,0,0
4711,Sierra Leone,WESTERN AREA URBAN,5/5/15,0,0
4712,Sierra Leone,WESTERN AREA URBAN,5/5/15,0,0
4715,Guinea,BEYLA,5/12/15,0,0
4716,Guinea,BEYLA,5/12/15,0,0
4719,Guinea,BOFFA,5/12/15,0,0
4720,Guinea,BOFFA,5/12/15,0,0
4723,Guinea,BOKE,5/12/15,0,0
4724,Guinea,BOKE,5/12/15,0,0.2
4727,Guinea,CONAKRY,5/12/15,0,0
4728,Guinea,CONAKRY,5/12/15,1,0
4731,Guinea,COYAH,5/12/15,0,0
4732,Guinea,COYAH,5/12/15,0,0
4735,Guinea,DABOLA,5/12/15,0,0
4736,Guinea,DABOLA,5/12/15,0,0
4739,Guinea,DALABA,5/12/15,0,0
4740,Guinea,DALABA,5/12/15,0,0
4743,Guinea,DINGUIRAYE,5/12/15,0,0
4744,Guinea,DINGUIRAYE,5/12/15,0,0
4747,Guinea,DUBREKA,5/12/15,0,1.7
4748,Guinea,DUBREKA,5/12/15,0,1
4751,Guinea,FARANAH,5/12/15,0,0
4752,Guinea,FARANAH,5/12/15,0,0
4755,Guinea,FORECARIAH,5/12/15,0,0
4756,Guinea,FORECARIAH,5/12/15,0,0
4759,Guinea,FRIA,5/12/15,0,0
4760,Guinea,FRIA,5/12/15,0,0
4763,Guinea,GAOUAL,5/12/15,0,0
4764,Guinea,GAOUAL,5/12/15,0,0
4767,Guinea,GUECKEDOU,5/12/15,6,0
4768,Guinea,GUECKEDOU,5/12/15,0,0
4771,Guinea,KANKAN,5/12/15,0,0
4772,Guinea,KANKAN,5/12/15,0,0
4775,Guinea,KEROUANE,5/12/15,0,0
4776,Guinea,KEROUANE,5/12/15,0,0
4779,Guinea,KINDIA,5/12/15,0,0
4780,Guinea,KINDIA,5/12/15,0,0
4783,Guinea,KISSIDOUGOU,5/12/15,0,0
4784,Guinea,KISSIDOUGOU,5/12/15,0,0.2
4787,Guinea,KOUBIA,5/12/15,0,0
4788,Guinea,KOUBIA,5/12/15,0,0
4791,Guinea,KOUNDARA,5/12/15,0,0
4792,Guinea,KOUNDARA,5/12/15,0,0
4795,Guinea,KOUROUSSA,5/12/15,0,0
4796,Guinea,KOUROUSSA,5/12/15,0,0
4799,Guinea,LABE,5/12/15,0,0
4800,Guinea,LABE,5/12/15,0,0
4803,Guinea,LELOUMA,5/12/15,0,0
4804,Guinea,LELOUMA,5/12/15,0,0
4807,Guinea,LOLA,5/12/15,0,0
4808,Guinea,LOLA,5/12/15,0,0
4811,Guinea,MACENTA,5/12/15,0,0.199926244
4812,Guinea,MACENTA,5/12/15,0,0
4815,Guinea,MALI,5/12/15,0,0
4816,Guinea,MALI,5/12/15,0,0
4819,Guinea,MAMOU,5/12/15,0,0
4820,Guinea,MAMOU,5/12/15,0,0
4823,Guinea,NZEREKORE,5/12/15,0,0
4824,Guinea,NZEREKORE,5/12/15,0,0
4827,Guinea,PITA,5/12/15,0,0
4828,Guinea,PITA,5/12/15,0,0
4831,Guinea,SIGUIRI,5/12/15,0,0
4832,Guinea,SIGUIRI,5/12/15,0,0
4835,Guinea,TELIMELE,5/12/15,0,0
4836,Guinea,TELIMELE,5/12/15,1,0
4839,Guinea,TOUGUE,5/12/15,0,0
4840,Guinea,TOUGUE,5/12/15,0,0
4843,Guinea,YOMOU,5/12/15,0,0
4844,Guinea,YOMOU,5/12/15,0,0
4847,Liberia,BOMI,5/12/15,0,0
4848,Liberia,BOMI,5/12/15,0,0
4851,Liberia,BONG,5/12/15,0,0
4852,Liberia,BONG,5/12/15,0,0
4855,Liberia,GBARPOLU,5/12/15,0,0
4856,Liberia,GBARPOLU,5/12/15,0,0
4859,Liberia,GRAND BASSA,5/12/15,0,0
4860,Liberia,GRAND BASSA,5/12/15,0,0
4863,Liberia,GRAND CAPE MOUNT,5/12/15,0,0
4864,Liberia,GRAND CAPE MOUNT,5/12/15,0,0
4867,Liberia,GRAND GEDEH,5/12/15,0,0
4868,Liberia,GRAND GEDEH,5/12/15,0,0
4871,Liberia,GRAND KRU,5/12/15,0,0
4872,Liberia,GRAND KRU,5/12/15,0,0
4875,Liberia,LOFA,5/12/15,0,0
4876,Liberia,LOFA,5/12/15,0,0
4879,Liberia,MARGIBI,5/12/15,0,0.299988428
4880,Liberia,MARGIBI,5/12/15,0,0
4883,Liberia,MARYLAND,5/12/15,0,0
4884,Liberia,MARYLAND,5/12/15,0,0
4887,Liberia,MONTSERRADO,5/12/15,0,0
4888,Liberia,MONTSERRADO,5/12/15,0,0
4891,Liberia,NIMBA,5/12/15,0,0
4892,Liberia,NIMBA,5/12/15,0,0
4895,Liberia,RIVER GEE,5/12/15,0,0
4896,Liberia,RIVER GEE,5/12/15,0,0
4899,Liberia,RIVERCESS,5/12/15,0,0
4900,Liberia,RIVERCESS,5/12/15,0,0
4903,Liberia,SINOE,5/12/15,0,0
4904,Liberia,SINOE,5/12/15,0,0
4907,Sierra Leone,BO,5/12/15,0,0
4908,Sierra Leone,BO,5/12/15,0,0
4911,Sierra Leone,BOMBALI,5/12/15,0,0
4912,Sierra Leone,BOMBALI,5/12/15,0,0
4915,Sierra Leone,BONTHE,5/12/15,0,0
4916,Sierra Leone,BONTHE,5/12/15,0,0
4919,Sierra Leone,KAILAHUN,5/12/15,0,0
4920,Sierra Leone,KAILAHUN,5/12/15,0,0
4923,Sierra Leone,KAMBIA,5/12/15,0,0
4924,Sierra Leone,KAMBIA,5/12/15,0,0
4927,Sierra Leone,KENEMA,5/12/15,0,0
4928,Sierra Leone,KENEMA,5/12/15,0,0
4931,Sierra Leone,KOINADUGU,5/12/15,0,0
4932,Sierra Leone,KOINADUGU,5/12/15,0,0
4935,Sierra Leone,KONO,5/12/15,0,0
4936,Sierra Leone,KONO,5/12/15,0,0
4939,Sierra Leone,MOYAMBA,5/12/15,0,0
4940,Sierra Leone,MOYAMBA,5/12/15,0,0
4943,Sierra Leone,PORT LOKO,5/12/15,0,0
4944,Sierra Leone,PORT LOKO,5/12/15,0,0
4947,Sierra Leone,PUJEHUN,5/12/15,0,0
4948,Sierra Leone,PUJEHUN,5/12/15,0,0
4951,Sierra Leone,TONKOLILI,5/12/15,0,0
4952,Sierra Leone,TONKOLILI,5/12/15,0,0
4955,Sierra Leone,WESTERN AREA RURAL,5/12/15,0,0
4956,Sierra Leone,WESTERN AREA RURAL,5/12/15,0,0
4959,Sierra Leone,WESTERN AREA URBAN,5/12/15,0,0
4960,Sierra Leone,WESTERN AREA URBAN,5/12/15,0,0
4963,Guinea,BEYLA,5/19/15,0,0
4964,Guinea,BEYLA,5/19/15,0,0
4967,Guinea,BOFFA,5/19/15,1,0
4968,Guinea,BOFFA,5/19/15,1,0
4971,Guinea,BOKE,5/19/15,0,0.1
4972,Guinea,BOKE,5/19/15,0,0.2
4975,Guinea,CONAKRY,5/19/15,1,0
4976,Guinea,CONAKRY,5/19/15,1,0
4979,Guinea,COYAH,5/19/15,0,0
4980,Guinea,COYAH,5/19/15,0,0
4983,Guinea,DABOLA,5/19/15,0,0
4984,Guinea,DABOLA,5/19/15,0,0
4987,Guinea,DALABA,5/19/15,0,0
4988,Guinea,DALABA,5/19/15,0,0
4991,Guinea,DINGUIRAYE,5/19/15,0,0
4992,Guinea,DINGUIRAYE,5/19/15,0,0
4995,Guinea,DUBREKA,5/19/15,0,2.3
4996,Guinea,DUBREKA,5/19/15,0,0.3
4999,Guinea,FARANAH,5/19/15,0,0
5000,Guinea,FARANAH,5/19/15,0,0
5003,Guinea,FORECARIAH,5/19/15,0,0
5004,Guinea,FORECARIAH,5/19/15,0,0
5007,Guinea,FRIA,5/19/15,0,0
5008,Guinea,FRIA,5/19/15,0,0
5011,Guinea,GAOUAL,5/19/15,0,0
5012,Guinea,GAOUAL,5/19/15,0,0
5015,Guinea,GUECKEDOU,5/19/15,9,0
5016,Guinea,GUECKEDOU,5/19/15,0,0
5019,Guinea,KANKAN,5/19/15,0,0
5020,Guinea,KANKAN,5/19/15,0,0
5023,Guinea,KEROUANE,5/19/15,0,0
5024,Guinea,KEROUANE,5/19/15,0,0
5027,Guinea,KINDIA,5/19/15,0,0
5028,Guinea,KINDIA,5/19/15,0,0
5031,Guinea,KISSIDOUGOU,5/19/15,0,0.4
5032,Guinea,KISSIDOUGOU,5/19/15,0,0.2
5035,Guinea,KOUBIA,5/19/15,0,0
5036,Guinea,KOUBIA,5/19/15,0,0
5039,Guinea,KOUNDARA,5/19/15,0,0
5040,Guinea,KOUNDARA,5/19/15,0,0
5043,Guinea,KOUROUSSA,5/19/15,0,0
5044,Guinea,KOUROUSSA,5/19/15,1,0
5047,Guinea,LABE,5/19/15,0,0
5048,Guinea,LABE,5/19/15,0,0
5051,Guinea,LELOUMA,5/19/15,0,0
5052,Guinea,LELOUMA,5/19/15,0,0
5055,Guinea,LOLA,5/19/15,0,0
5056,Guinea,LOLA,5/19/15,0,0
5059,Guinea,MACENTA,5/19/15,8,0.099936302
5060,Guinea,MACENTA,5/19/15,0,0
5063,Guinea,MALI,5/19/15,0,0
5064,Guinea,MALI,5/19/15,0,0
5067,Guinea,MAMOU,5/19/15,0,0
5068,Guinea,MAMOU,5/19/15,0,0
5071,Guinea,NZEREKORE,5/19/15,0,0
5072,Guinea,NZEREKORE,5/19/15,0,0
5075,Guinea,PITA,5/19/15,0,0
5076,Guinea,PITA,5/19/15,0,0
5079,Guinea,SIGUIRI,5/19/15,0,0
5080,Guinea,SIGUIRI,5/19/15,0,0
5083,Guinea,TELIMELE,5/19/15,4,0
5084,Guinea,TELIMELE,5/19/15,1,0
5087,Guinea,TOUGUE,5/19/15,0,0
5088,Guinea,TOUGUE,5/19/15,0,0
5091,Guinea,YOMOU,5/19/15,0,0
5092,Guinea,YOMOU,5/19/15,0,0
5095,Liberia,BOMI,5/19/15,0,0
5096,Liberia,BOMI,5/19/15,0,0
5099,Liberia,BONG,5/19/15,0,0
5100,Liberia,BONG,5/19/15,0,0
5103,Liberia,GBARPOLU,5/19/15,0,0
5104,Liberia,GBARPOLU,5/19/15,0,0
5107,Liberia,GRAND BASSA,5/19/15,0,0
5108,Liberia,GRAND BASSA,5/19/15,0,0
5111,Liberia,GRAND CAPE MOUNT,5/19/15,0,0
5112,Liberia,GRAND CAPE MOUNT,5/19/15,0,0.1
5115,Liberia,GRAND GEDEH,5/19/15,0,0
5116,Liberia,GRAND GEDEH,5/19/15,0,0
5119,Liberia,GRAND KRU,5/19/15,0,0
5120,Liberia,GRAND KRU,5/19/15,0,0
5123,Liberia,LOFA,5/19/15,0,0
5124,Liberia,LOFA,5/19/15,0,0
5127,Liberia,MARGIBI,5/19/15,0,0.399984571
5128,Liberia,MARGIBI,5/19/15,0,0
5131,Liberia,MARYLAND,5/19/15,0,0
5132,Liberia,MARYLAND,5/19/15,0,0
5135,Liberia,MONTSERRADO,5/19/15,1,0
5136,Liberia,MONTSERRADO,5/19/15,0,0
5139,Liberia,NIMBA,5/19/15,0,0
5140,Liberia,NIMBA,5/19/15,0,0
5143,Liberia,RIVER GEE,5/19/15,0,0
5144,Liberia,RIVER GEE,5/19/15,0,0
5147,Liberia,RIVERCESS,5/19/15,0,0
5148,Liberia,RIVERCESS,5/19/15,0,0
5151,Liberia,SINOE,5/19/15,0,0
5152,Liberia,SINOE,5/19/15,0,0
5155,Sierra Leone,BO,5/19/15,0,0.1
5156,Sierra Leone,BO,5/19/15,0,0.1
5159,Sierra Leone,BOMBALI,5/19/15,0,0
5160,Sierra Leone,BOMBALI,5/19/15,0,0
5163,Sierra Leone,BONTHE,5/19/15,0,0
5164,Sierra Leone,BONTHE,5/19/15,0,0
5167,Sierra Leone,KAILAHUN,5/19/15,3,0.799947106
5168,Sierra Leone,KAILAHUN,5/19/15,0,0
5171,Sierra Leone,KAMBIA,5/19/15,0,0
5172,Sierra Leone,KAMBIA,5/19/15,0,0
5175,Sierra Leone,KENEMA,5/19/15,0,0
5176,Sierra Leone,KENEMA,5/19/15,0,0
5179,Sierra Leone,KOINADUGU,5/19/15,0,0
5180,Sierra Leone,KOINADUGU,5/19/15,0,0
5183,Sierra Leone,KONO,5/19/15,0,0
5184,Sierra Leone,KONO,5/19/15,0,0
5187,Sierra Leone,MOYAMBA,5/19/15,0,0
5188,Sierra Leone,MOYAMBA,5/19/15,0,0
5191,Sierra Leone,PORT LOKO,5/19/15,0,0
5192,Sierra Leone,PORT LOKO,5/19/15,0,0
5195,Sierra Leone,PUJEHUN,5/19/15,0,0.3
5196,Sierra Leone,PUJEHUN,5/19/15,0,0
5199,Sierra Leone,TONKOLILI,5/19/15,0,0
5200,Sierra Leone,TONKOLILI,5/19/15,0,0
5203,Sierra Leone,WESTERN AREA RURAL,5/19/15,0,0
5204,Sierra Leone,WESTERN AREA RURAL,5/19/15,0,0
5207,Sierra Leone,WESTERN AREA URBAN,5/19/15,0,0
5208,Sierra Leone,WESTERN AREA URBAN,5/19/15,0,0
5211,Guinea,BEYLA,5/26/15,0,0
5212,Guinea,BEYLA,5/26/15,0,0
5215,Guinea,BOFFA,5/26/15,3,0
5216,Guinea,BOFFA,5/26/15,2,0
5219,Guinea,BOKE,5/26/15,0,0.4
5220,Guinea,BOKE,5/26/15,0,0.3
5223,Guinea,CONAKRY,5/26/15,3,0
5224,Guinea,CONAKRY,5/26/15,1,0
5227,Guinea,COYAH,5/26/15,0,0
5228,Guinea,COYAH,5/26/15,0,0
