"","Country","District_Name","Week","Probable","Confirmed","ConfirmedFOI","ProbableFOI","DistrictID","WeekID","probable_cumulative","confirmed_cumulative"
"3942","Sierra Leone","BO","8/4/14",12,11,1.51728274692868,1.61338630374359,"BO",32,0,0
"3944","Sierra Leone","BOMBALI","8/4/14",2,2,0.34003117352056,0.395407827687664,"BOMBALI",32,0,0
"3946","Sierra Leone","BONTHE","8/4/14",0,0,1.40117871419174,1.49064999788958,"BONTHE",32,0,0
"3948","Sierra Leone","KAILAHUN","8/4/14",50,43,2.09585408661137,2.09575733279086,"KAILAHUN",32,0,0
"3950","Sierra Leone","KAMBIA","8/4/14",0,0,0,0,"KAMBIA",32,0,0
"3952","Sierra Leone","KENEMA","8/4/14",45,45,2.25732885601723,2.3023168969627,"KENEMA",32,0,0
"3954","Sierra Leone","KOINADUGU","8/4/14",1,1,0.364642205946414,0.418709318647077,"KOINADUGU",32,0,0
"3956","Sierra Leone","KONO","8/4/14",0,0,1.29197856045866,1.31371678440289,"KONO",32,0,0
"3958","Sierra Leone","MOYAMBA","8/4/14",6,6,1.69005386850519,1.87483082783996,"MOYAMBA",32,0,0
"3960","Sierra Leone","PORT LOKO","8/4/14",16,13,0.405450029787889,0.482406173642878,"PORT LOKO",32,0,0
"3962","Sierra Leone","PUJEHUN","8/4/14",1,1,5.01129810055101,5.12455468154815,"PUJEHUN",32,0,0
"3964","Sierra Leone","TONKOLILI","8/4/14",2,1,3.05494196662373,3.2284256704124,"TONKOLILI",32,0,0
"3966","Sierra Leone","WESTERN AREA RURAL","8/4/14",3,3,0.770105535976853,1.15687719704236,"WESTERN AREA RURAL",32,0,0
"3968","Sierra Leone","WESTERN AREA URBAN","8/4/14",6,6,1.61341602852724,1.6173921631806,"WESTERN AREA URBAN",32,0,0
"3970","Guinea","BEYLA","8/11/14",0,0,1.07840958135059,1.44926916028128,"BEYLA",33,0,0
"3972","Guinea","BOFFA","8/11/14",0,0,0.652282050279156,0.797436892896852,"BOFFA",33,0,0
"3974","Guinea","BOKE","8/11/14",0,0,2.33601986908028,2.33601986908028,"BOKE",33,0,0
"3976","Guinea","CONAKRY","8/11/14",5,5,0.875439707787084,0.993216286762411,"CONAKRY",33,0,0
"3978","Guinea","COYAH","8/11/14",0,0,0.378436435720245,0.565313809050061,"COYAH",33,0,0
"3980","Guinea","DABOLA","8/11/14",0,0,0.0198024129453946,0.019802091419131,"DABOLA",33,0,0
"3982","Guinea","DALABA","8/11/14",0,0,0.307484699747961,0.418710334858185,"DALABA",33,0,0
"3984","Guinea","DINGUIRAYE","8/11/14",0,0,0.0953101798043249,0.0953097151810867,"DINGUIRAYE",33,0,0
"3986","Guinea","DUBREKA","8/11/14",1,1,3.06338801940855,3.59456581338932,"DUBREKA",33,0,0
"3988","Guinea","FARANAH","8/11/14",0,0,0.0198026272961797,0.0198026272961797,"FARANAH",33,0,0
"3990","Guinea","FORECARIAH","8/11/14",0,0,0.0582689081239758,0.0582689081239758,"FORECARIAH",33,0,0
"3992","Guinea","FRIA","8/11/14",0,0,0.553885113226438,0.712949807856125,"FRIA",33,0,0
"3994","Guinea","GAOUAL","8/11/14",0,0,0.963174317773006,1.16938135955632,"GAOUAL",33,0,0
"3996","Guinea","GUECKEDOU","8/11/14",7,5,1.06011608218876,1.43167651390923,"GUECKEDOU",33,0,0
"3998","Guinea","KANKAN","8/11/14",0,0,0.0953101798043249,0.113328685307003,"KANKAN",33,0,0
"4000","Guinea","KEROUANE","8/11/14",0,0,1.92570744173779,2.21484617868604,"KEROUANE",33,0,0
"4002","Guinea","KINDIA","8/11/14",0,0,1.34547067926528,1.4206940574498,"KINDIA",33,0,0
"4004","Guinea","KISSIDOUGOU","8/11/14",0,0,1.07840958135059,1.44926916028128,"KISSIDOUGOU",33,0,0
"4006","Guinea","KOUBIA","8/11/14",0,0,3.18387021566939,3.78100274298974,"KOUBIA",33,0,0
"4008","Guinea","KOUNDARA","8/11/14",0,0,2.484906649788,2.67827804276854,"KOUNDARA",33,0,0
"4010","Guinea","KOUROUSSA","8/11/14",0,0,0.0198024810911826,0.0198023348861641,"KOUROUSSA",33,0,0
"4012","Guinea","LABE","8/11/14",0,0,1.8961194845523,2.74727091425549,"LABE",33,0,0
"4014","Guinea","LELOUMA","8/11/14",0,0,1.87180217690159,1.97685495290474,"LELOUMA",33,0,0
"4016","Guinea","LOLA","8/11/14",0,0,0.0237165266173161,0.0266419309464211,"LOLA",33,0,0
"4018","Guinea","MACENTA","8/11/14",19,18,4.54716000445078,5.07120685982912,"MACENTA",33,0,0
"4020","Guinea","MALI","8/11/14",0,0,3.94739014926544,4.38676538902105,"MALI",33,0,0
"4022","Guinea","MAMOU","8/11/14",0,0,0.741937344729378,0.741937344729378,"MAMOU",33,0,0
"4024","Guinea","N'ZEREKORE","8/11/14",6,5,1.16563031424044,1.5071620605202,"NZEREKORE",33,0,0
"4026","Guinea","PITA","8/11/14",3,3,1.71198266935241,1.74045129411946,"PITA",33,0,0
"4028","Guinea","SIGUIRI","8/11/14",0,0,0.693142147827412,0.693142147827412,"SIGUIRI",33,0,0
"4030","Guinea","TELIMELE","8/11/14",0,0,2.93271569968077,2.94855380072079,"TELIMELE",33,0,0
"4032","Guinea","TOUGUE","8/11/14",0,0,1.51292701205326,1.62531126159039,"TOUGUE",33,0,0
"4034","Guinea","YOMOU","8/11/14",3,3,2.88387973825019,2.95420613877971,"YOMOU",33,0,0
"4036","Liberia","BOMI","8/11/14",15,6,0,0.0197901702446957,"BOMI",33,0,0
"4038","Liberia","BONG","8/11/14",10,9,2.09120402347815,2.21861008435217,"BONG",33,0,0
"4040","Liberia","GBARPOLU","8/11/14",0,0,0.0324671901375014,0.0344014267173323,"GBARPOLU",33,0,0
"4042","Liberia","GRAND BASSA","8/11/14",7,3,2.0893694694793,2.21479411817934,"GRAND BASSA",33,0,0
"4044","Liberia","GRAND CAPE MOUNT","8/11/14",0,0,0.14323076676563,0.156144997766711,"GRAND CAPE MOUNT",33,0,0
"4046","Liberia","GRAND GEDEH","8/11/14",0,0,0.405465108108164,0.457424847038875,"GRAND GEDEH",33,0,0
"4048","Liberia","GRAND KRU","8/11/14",0,0,0.457424847038875,0.693147180559945,"GRAND KRU",33,0,0
"4050","Liberia","LOFA","8/11/14",77,37,0.123035122415196,0.1796850894121,"LOFA",33,0,0
"4052","Liberia","MARGIBI","8/11/14",26,12,5.26246760447569,5.49280949125481,"MARGIBI",33,0,0
"4054","Liberia","MARYLAND","8/11/14",1,1,3.36729007883825,3.89181446312617,"MARYLAND",33,0,0
"4056","Liberia","MONTSERRADO","8/11/14",120,92,1.57675327496897,1.92257689003109,"MONTSERRADO",33,0,0
"4058","Liberia","NIMBA","8/11/14",33,21,3.32480039372095,3.42856053203527,"NIMBA",33,0,0
"4060","Liberia","RIVER GEE","8/11/14",0,0,0.457424847038875,0.693141118759894,"RIVER GEE",33,0,0
"4062","Liberia","RIVERCESS","8/11/14",0,0,4.93798590283353,4.94568677519252,"RIVERCESS",33,0,0
"4064","Liberia","SINOE","8/11/14",0,0,1.65632149833295,1.84371920815877,"SINOE",33,0,0
"4066","Sierra Leone","BO","8/11/14",7,6,1.585096486319,1.67141938315819,"BO",33,0,0
"4068","Sierra Leone","BOMBALI","8/11/14",1,1,0.543476680255525,0.610841334517022,"BOMBALI",33,0,0
"4070","Sierra Leone","BONTHE","8/11/14",0,0,1.37623980099527,1.44926483550863,"BONTHE",33,0,0
"4072","Sierra Leone","KAILAHUN","8/11/14",28,25,3.18940013825492,3.2304042014038,"KAILAHUN",33,0,0
"4074","Sierra Leone","KAMBIA","8/11/14",0,0,0,0,"KAMBIA",33,0,0
"4076","Sierra Leone","KENEMA","8/11/14",52,51,2.71820567767713,2.80773522505652,"KENEMA",33,0,0
"4078","Sierra Leone","KOINADUGU","8/11/14",0,0,0.599384461508397,0.663201864101093,"KOINADUGU",33,0,0
"4080","Sierra Leone","KONO","8/11/14",0,0,1.99876753435447,2.02021401593019,"KONO",33,0,0
"4082","Sierra Leone","MOYAMBA","8/11/14",5,5,1.74740424100643,1.92856176098552,"MOYAMBA",33,0,0
"4084","Sierra Leone","PORT LOKO","8/11/14",19,17,0.598802794419754,0.683054649440896,"PORT LOKO",33,0,0
"4086","Sierra Leone","PUJEHUN","8/11/14",0,0,4.97810180443109,5.07027658941245,"PUJEHUN",33,0,0
"4088","Sierra Leone","TONKOLILI","8/11/14",0,0,3.62113358914276,3.77091572175303,"TONKOLILI",33,0,0
"4090","Sierra Leone","WESTERN AREA RURAL","8/11/14",10,10,0.858653933874355,1.21786573212947,"WESTERN AREA RURAL",33,0,0
"4092","Sierra Leone","WESTERN AREA URBAN","8/11/14",9,9,2.70935785733428,2.71068852716873,"WESTERN AREA URBAN",33,0,0
"4094","Guinea","BEYLA","8/18/14",0,0,1.24703229378638,1.62531126159039,"BEYLA",34,0,0
"4096","Guinea","BOFFA","8/18/14",0,0,0.760757873029997,0.77925563119705,"BOFFA",34,0,0
"4098","Guinea","BOKE","8/18/14",0,0,3.10368941505908,3.10368941505908,"BOKE",34,0,0
"4100","Guinea","CONAKRY","8/18/14",13,13,2.1352984173031,2.14000955550128,"CONAKRY",34,0,0
"4102","Guinea","COYAH","8/18/14",0,0,0.470003629245736,0.494696241836107,"COYAH",34,0,0
"4104","Guinea","DABOLA","8/18/14",0,0,0.0198024129453946,0.019802091419131,"DABOLA",34,0,0
"4106","Guinea","DALABA","8/18/14",0,0,0.470003629245735,0.598836501088704,"DALABA",34,0,0
"4108","Guinea","DINGUIRAYE","8/18/14",0,0,0.131028262406404,0.131027634757417,"DINGUIRAYE",34,0,0
"4110","Guinea","DUBREKA","8/18/14",6,6,3.15356995375042,3.23551578973647,"DUBREKA",34,0,0
"4112","Guinea","FARANAH","8/18/14",0,0,0.0198026272961797,0.0198026272961797,"FARANAH",34,0,0
"4114","Guinea","FORECARIAH","8/18/14",0,0,0.76080582903376,0.76080582903376,"FORECARIAH",34,0,0
"4116","Guinea","FRIA","8/18/14",0,0,0.542324290825362,0.56531380905006,"FRIA",34,0,0
"4118","Guinea","GAOUAL","8/18/14",0,0,1.14422279992016,1.54756250871601,"GAOUAL",34,0,0
"4120","Guinea","GUECKEDOU","8/18/14",5,5,1.24509402589219,1.6240750425551,"GUECKEDOU",34,0,0
"4122","Guinea","KANKAN","8/18/14",0,0,0.0953101798043249,0.0953101798043249,"KANKAN",34,0,0
"4124","Guinea","KEROUANE","8/18/14",1,1,2.00147590164632,2.19722036492319,"KEROUANE",34,0,0
"4126","Guinea","KINDIA","8/18/14",0,0,0.722704808843471,0.741936149675964,"KINDIA",34,0,0
"4128","Guinea","KISSIDOUGOU","8/18/14",0,0,1.24703229378638,1.62531126159039,"KISSIDOUGOU",34,0,0
"4130","Guinea","KOUBIA","8/18/14",0,0,2.9263821954192,3.62060061336064,"KOUBIA",34,0,0
"4132","Guinea","KOUNDARA","8/18/14",0,0,3.10995341764401,3.32862668882732,"KOUNDARA",34,0,0
"4134","Guinea","KOUROUSSA","8/18/14",0,0,0.0198024810911826,0.0198023348861641,"KOUROUSSA",34,0,0
"4136","Guinea","LABE","8/18/14",0,0,2.32042501112238,3.13549421592915,"LABE",34,0,0
"4138","Guinea","LELOUMA","8/18/14",0,0,1.63705307946707,1.92278773163446,"LELOUMA",34,0,0
"4140","Guinea","LOLA","8/18/14",0,0,0.0276151670329734,0.031498667059371,"LOLA",34,0,0
"4142","Guinea","MACENTA","8/18/14",48,46,4.80107207285687,5.30631192839235,"MACENTA",34,0,0
"4144","Guinea","MALI","8/18/14",0,0,4.28908863901461,4.99409932545616,"MALI",34,0,0
"4146","Guinea","MAMOU","8/18/14",0,0,0.741937344729378,0.741937344729378,"MAMOU",34,0,0
"4148","Guinea","N'ZEREKORE","8/18/14",0,0,1.40017824521834,1.73410748943468,"NZEREKORE",34,0,0
"4150","Guinea","PITA","8/18/14",1,1,2.80091624480481,2.81419003900979,"PITA",34,0,0
"4152","Guinea","SIGUIRI","8/18/14",0,0,0.693142147827412,0.693142147827412,"SIGUIRI",34,0,0
"4154","Guinea","TELIMELE","8/18/14",0,0,2.78493515584717,2.78739130966555,"TELIMELE",34,0,0
"4156","Guinea","TOUGUE","8/18/14",0,0,1.86872051036418,1.95160817016995,"TOUGUE",34,0,0
"4158","Guinea","YOMOU","8/18/14",3,3,3.50934994213571,3.55621793746729,"YOMOU",34,0,0
"4160","Liberia","BOMI","8/18/14",9,8,0.0197926239186242,0.0391929459116273,"BOMI",34,0,0
"4162","Liberia","BONG","8/18/14",12,10,2.38961363175172,2.55014776393886,"BONG",34,0,0
"4164","Liberia","GBARPOLU","8/18/14",0,0,0.0704584636485614,0.0741793981742515,"GBARPOLU",34,0,0
"4166","Liberia","GRAND BASSA","8/18/14",6,3,2.38505315281169,2.54467260103328,"GRAND BASSA",34,0,0
"4168","Liberia","GRAND CAPE MOUNT","8/18/14",1,1,0.0898379665067935,0.0998423075713718,"GRAND CAPE MOUNT",34,0,0
"4170","Liberia","GRAND GEDEH","8/18/14",0,0,0.444685821261446,0.494696241836107,"GRAND GEDEH",34,0,0
"4172","Liberia","GRAND KRU","8/18/14",0,0,0.431782416425538,0.732367893713227,"GRAND KRU",34,0,0
"4174","Liberia","LOFA","8/18/14",75,48,0.196260521131045,0.262126666580995,"LOFA",34,0,0
"4176","Liberia","MARGIBI","8/18/14",76,29,5.78047064374578,6.02291703895033,"MARGIBI",34,0,0
"4178","Liberia","MARYLAND","8/18/14",0,0,3.33219876636265,4.00732733698665,"MARYLAND",34,0,0
"4180","Liberia","MONTSERRADO","8/18/14",204,159,2.13506818963971,2.41911925444357,"MONTSERRADO",34,0,0
"4182","Liberia","NIMBA","8/18/14",12,4,3.46160231707429,3.58034795785909,"NIMBA",34,0,0
"4184","Liberia","RIVER GEE","8/18/14",1,1,0.431778165296883,0.732355303779718,"RIVER GEE",34,0,0
"4186","Liberia","RIVERCESS","8/18/14",1,0,4.96667435178114,4.9741466858498,"RIVERCESS",34,0,0
"4188","Liberia","SINOE","8/18/14",0,0,1.48160454092422,1.50407739677627,"SINOE",34,0,0
"4190","Sierra Leone","BO","8/18/14",13,11,1.42063509417111,1.52598701420914,"BO",34,0,0
"4192","Sierra Leone","BOMBALI","8/18/14",12,12,0.806896503734176,0.900540229659756,"BOMBALI",34,0,0
"4194","Sierra Leone","BONTHE","8/18/14",0,0,1.02244730918791,1.09860852107581,"BONTHE",34,0,0
"4196","Sierra Leone","KAILAHUN","8/18/14",20,20,4.22246743628552,4.26563083277633,"KAILAHUN",34,0,0
"4198","Sierra Leone","KAMBIA","8/18/14",0,0,0.000999500333083423,0.000999500333083423,"KAMBIA",34,0,0
"4200","Sierra Leone","KENEMA","8/18/14",46,46,2.44183593833724,2.56288867078137,"KENEMA",34,0,0
"4202","Sierra Leone","KOINADUGU","8/18/14",0,0,0.875883583952782,0.963554087209302,"KOINADUGU",34,0,0
"4204","Sierra Leone","KONO","8/18/14",0,0,2.45958238427195,2.48489801961936,"KONO",34,0,0
"4206","Sierra Leone","MOYAMBA","8/18/14",3,3,1.19991192371136,1.53033543456349,"MOYAMBA",34,0,0
"4208","Sierra Leone","PORT LOKO","8/18/14",38,32,0.850076204695981,0.978231659341465,"PORT LOKO",34,0,0
"4210","Sierra Leone","PUJEHUN","8/18/14",4,4,4.48995985230011,4.59650904127375,"PUJEHUN",34,0,0
"4212","Sierra Leone","TONKOLILI","8/18/14",6,3,4.14787637795196,4.30863121971745,"TONKOLILI",34,0,0
"4214","Sierra Leone","WESTERN AREA RURAL","8/18/14",24,24,1.75090992259048,2.2803088043745,"WESTERN AREA RURAL",34,0,0
"4216","Sierra Leone","WESTERN AREA URBAN","8/18/14",15,15,3.63964843081503,3.64174706516633,"WESTERN AREA URBAN",34,0,0
"4218","Guinea","BEYLA","8/25/14",0,0,1.21194097397511,1.61342993370364,"BEYLA",35,0,0
"4220","Guinea","BOFFA","8/25/14",0,0,0.770059876176691,0.86702631057593,"BOFFA",35,0,0
"4222","Guinea","BOKE","8/25/14",0,0,3.43913522100255,3.43977686362963,"BOKE",35,0,0
"4224","Guinea","CONAKRY","8/25/14",12,12,3.11611654151233,3.12493639301893,"CONAKRY",35,0,0
"4226","Guinea","COYAH","8/25/14",0,0,0.683096844706444,0.779324876800997,"COYAH",35,0,0
"4228","Guinea","DABOLA","8/25/14",0,0,1.7950781433187,1.94873978116373,"DABOLA",35,0,0
"4230","Guinea","DALABA","8/25/14",0,0,0.732367893713227,0.89199803930511,"DALABA",35,0,0
"4232","Guinea","DINGUIRAYE","8/25/14",0,0,0.182321556793955,0.198849937115253,"DINGUIRAYE",35,0,0
"4234","Guinea","DUBREKA","8/25/14",14,14,3.07170597813172,3.45309519928331,"DUBREKA",35,0,0
"4236","Guinea","FARANAH","8/25/14",0,0,0.113328685307003,0.131028262406404,"FARANAH",35,0,0
"4238","Guinea","FORECARIAH","8/25/14",6,5,2.24281682055832,2.24281316691228,"FORECARIAH",35,0,0
"4240","Guinea","FRIA","8/25/14",0,0,0.444685821261446,0.576613364303994,"FRIA",35,0,0
"4242","Guinea","GAOUAL","8/25/14",0,0,0.993251773010283,1.56861591791385,"GAOUAL",35,0,0
"4244","Guinea","GUECKEDOU","8/25/14",18,10,1.21587673761333,1.61611889724493,"GUECKEDOU",35,0,0
"4246","Guinea","KANKAN","8/25/14",0,0,0.0953101798043249,0.0953101798043249,"KANKAN",35,0,0
"4248","Guinea","KEROUANE","8/25/14",7,7,2.11139126512687,2.2945188308159,"KEROUANE",35,0,0
"4250","Guinea","KINDIA","8/25/14",0,0,0.90825719865698,0.993250336531765,"KINDIA",35,0,0
"4252","Guinea","KISSIDOUGOU","8/25/14",0,0,1.21194097397511,1.61342993370364,"KISSIDOUGOU",35,0,0
"4254","Guinea","KOUBIA","8/25/14",0,0,3.19212108755938,3.70426055615224,"KOUBIA",35,0,0
"4256","Guinea","KOUNDARA","8/25/14",0,0,3.25963381734037,3.46573590279973,"KOUNDARA",35,0,0
"4258","Guinea","KOUROUSSA","8/25/14",0,0,0.0953095019446127,0.113327087494089,"KOUROUSSA",35,0,0
"4260","Guinea","LABE","8/25/14",0,0,2.6616571615325,3.48431228837266,"LABE",35,0,0
"4262","Guinea","LELOUMA","8/25/14",0,0,1.42551507427317,2.13534917361813,"LELOUMA",35,0,0
"4264","Guinea","LOLA","8/25/14",0,0,0.0506931143155182,0.0544881852840698,"LOLA",35,0,0
"4266","Guinea","MACENTA","8/25/14",42,42,4.74533925569372,5.28826147529626,"MACENTA",35,0,0
"4268","Guinea","MALI","8/25/14",0,0,3.99194262860402,5.02965329993202,"MALI",35,0,0
"4270","Guinea","MAMOU","8/25/14",0,0,0.779324876800998,0.78845736036427,"MAMOU",35,0,0
"4272","Guinea","N'ZEREKORE","8/25/14",1,1,1.47336766155285,1.79705335859842,"NZEREKORE",35,0,0
"4274","Guinea","PITA","8/25/14",1,1,3.64803636729338,3.65788003564022,"PITA",35,0,0
"4276","Guinea","SIGUIRI","8/25/14",0,0,0,0,"SIGUIRI",35,0,0
"4278","Guinea","TELIMELE","8/25/14",0,0,2.37576199919009,2.48482261926078,"TELIMELE",35,0,0
"4280","Guinea","TOUGUE","8/25/14",0,0,1.73695123273306,1.83736998048011,"TOUGUE",35,0,0
"4282","Guinea","YOMOU","8/25/14",3,3,3.9761003475247,4.00683559198911,"YOMOU",35,0,0
"4284","Liberia","BOMI","8/25/14",12,8,0.0391981291885986,0.0391885030814113,"BOMI",35,0,0
"4286","Liberia","BONG","8/25/14",6,5,2.55637342380437,2.73622056232529,"BONG",35,0,0
"4288","Liberia","GBARPOLU","8/25/14",0,0,0.106160195828391,0.109750863959119,"GBARPOLU",35,0,0
"4290","Liberia","GRAND BASSA","8/25/14",14,5,2.54939466333137,2.73034087230168,"GRAND BASSA",35,0,0
"4292","Liberia","GRAND CAPE MOUNT","8/25/14",2,0,0.0732482114225971,0.0769577371601945,"GRAND CAPE MOUNT",35,0,0
"4294","Liberia","GRAND GEDEH","8/25/14",0,0,0.741937344729377,0.779324876800998,"GRAND GEDEH",35,0,0
"4296","Liberia","GRAND KRU","8/25/14",0,0,0.598836501088704,0.832909122935104,"GRAND KRU",35,0,0
"4298","Liberia","LOFA","8/25/14",44,28,0.238059306278878,0.303497980984292,"LOFA",35,0,0
"4300","Liberia","MARGIBI","8/25/14",48,11,6.0351999471748,6.29083051414942,"MARGIBI",35,0,0
"4302","Liberia","MARYLAND","8/25/14",0,0,3.66355584231507,4.14312886439319,"MARYLAND",35,0,0
"4304","Liberia","MONTSERRADO","8/25/14",215,166,2.42793610813707,2.62270775414042,"MONTSERRADO",35,0,0
"4306","Liberia","NIMBA","8/25/14",17,13,4.0168373625048,4.08667499067997,"NIMBA",35,0,0
"4308","Liberia","RIVER GEE","8/25/14",1,1,0.598825576499412,0.832888565377236,"RIVER GEE",35,0,0
"4310","Liberia","RIVERCESS","8/25/14",0,0,4.81291841046658,4.82163103124139,"RIVERCESS",35,0,0
"4312","Liberia","SINOE","8/25/14",0,0,2.00955541421567,2.02287119019144,"SINOE",35,0,0
"4314","Sierra Leone","BO","8/25/14",36,35,1.39613963330009,1.49503252694771,"BO",35,0,0
"4316","Sierra Leone","BOMBALI","8/25/14",24,24,0.927372392747728,1.04655678585663,"BOMBALI",35,0,0
"4318","Sierra Leone","BONTHE","8/25/14",0,0,0.875465440711413,0.908255187574771,"BONTHE",35,0,0
"4320","Sierra Leone","KAILAHUN","8/25/14",25,25,4.67441832224575,4.70205869808386,"KAILAHUN",35,0,0
"4322","Sierra Leone","KAMBIA","8/25/14",0,0,0.00796816964917688,0.00796816964917688,"KAMBIA",35,0,0
"4324","Sierra Leone","KENEMA","8/25/14",24,24,2.50252503456042,2.61391336583182,"KENEMA",35,0,0
"4326","Sierra Leone","KOINADUGU","8/25/14",0,0,0.993620204110691,1.10558591521184,"KOINADUGU",35,0,0
"4328","Sierra Leone","KONO","8/25/14",3,3,2.6217527366968,2.65040577598146,"KONO",35,0,0
"4330","Sierra Leone","MOYAMBA","8/25/14",1,0,0.970731926722558,1.41092749200109,"MOYAMBA",35,0,0
"4332","Sierra Leone","PORT LOKO","8/25/14",35,27,0.970668671466019,1.13768876703564,"PORT LOKO",35,0,0
"4334","Sierra Leone","PUJEHUN","8/25/14",0,0,4.26434473604044,4.30593132869939,"PUJEHUN",35,0,0
"4336","Sierra Leone","TONKOLILI","8/25/14",7,3,4.34767824540489,4.53621499970737,"TONKOLILI",35,0,0
"4338","Sierra Leone","WESTERN AREA RURAL","8/25/14",16,14,2.0743896445757,2.70933829904433,"WESTERN AREA RURAL",35,0,0
"4340","Sierra Leone","WESTERN AREA URBAN","8/25/14",26,26,3.89419924000409,3.93684361893329,"WESTERN AREA URBAN",35,0,0
"4342","Guinea","BEYLA","9/1/14",0,0,1.10525683138678,1.37624402526639,"BEYLA",36,0,0
"4344","Guinea","BOFFA","9/1/14",0,0,0.908204836813455,0.985736600212049,"BOFFA",36,0,0
"4346","Guinea","BOKE","9/1/14",0,0,3.37826987701845,3.37895177271484,"BOKE",36,0,0
"4348","Guinea","CONAKRY","9/1/14",3,3,3.12844974441754,3.13542424635442,"CONAKRY",36,0,0
"4350","Guinea","COYAH","9/1/14",5,5,0.815354260652769,0.88375643380819,"COYAH",36,0,0
"4352","Guinea","DABOLA","9/1/14",0,0,1.79175035927917,1.94588672330479,"DABOLA",36,0,0
"4354","Guinea","DALABA","9/1/14",0,0,1.01523067972906,1.13783300182139,"DALABA",36,0,0
"4356","Guinea","DINGUIRAYE","9/1/14",0,0,0.215111379616945,0.231110666342075,"DINGUIRAYE",36,0,0
"4358","Guinea","DUBREKA","9/1/14",1,1,3.45751283570828,3.68329896744812,"DUBREKA",36,0,0
"4360","Guinea","FARANAH","9/1/14",0,0,0.0953101798043249,0.113328685307003,"FARANAH",36,0,0
"4362","Guinea","FORECARIAH","9/1/14",0,0,2.59709972511513,2.59709594201624,"FORECARIAH",36,0,0
"4364","Guinea","FRIA","9/1/14",0,0,0.65232518603969,1.1314021114911,"FRIA",36,0,0
"4366","Guinea","GAOUAL","9/1/14",0,0,1.18172719537862,1.79840401194672,"GAOUAL",36,0,0
"4368","Guinea","GUECKEDOU","9/1/14",15,15,1.14495826461795,1.4025207129388,"GUECKEDOU",36,0,0
"4370","Guinea","KANKAN","9/1/14",0,0,0.0392207131532813,0.0392207131532813,"KANKAN",36,0,0
"4372","Guinea","KEROUANE","9/1/14",4,4,1.60538444171549,1.77490512089207,"KEROUANE",36,0,0
"4374","Guinea","KINDIA","9/1/14",1,0,1.25987880202255,1.30967992737366,"KINDIA",36,0,0
"4376","Guinea","KISSIDOUGOU","9/1/14",0,0,1.10525683138678,1.37118072330984,"KISSIDOUGOU",36,0,0
"4378","Guinea","KOUBIA","9/1/14",0,0,3.38979933670979,3.81990771652034,"KOUBIA",36,0,0
"4380","Guinea","KOUNDARA","9/1/14",0,0,3.34427423426253,3.58240720960342,"KOUNDARA",36,0,0
"4382","Guinea","KOUROUSSA","9/1/14",0,0,0.0953095019446127,0.113327087494089,"KOUROUSSA",36,0,0
"4384","Guinea","LABE","9/1/14",0,0,2.59972232421658,3.47754094824949,"LABE",36,0,0
"4386","Guinea","LELOUMA","9/1/14",0,0,2.10413415427021,2.57718192589717,"LELOUMA",36,0,0
"4388","Guinea","LOLA","9/1/14",0,0,0.0535407669280298,0.721734637411858,"LOLA",36,0,0
"4390","Guinea","MACENTA","9/1/14",72,69,4.61917104113402,4.99294308755956,"MACENTA",36,0,0
"4392","Guinea","MALI","9/1/14",0,0,4.2387334648474,5.30350389323534,"MALI",36,0,0
"4394","Guinea","MAMOU","9/1/14",0,0,0.215111379616945,0.231111720963387,"MAMOU",36,0,0
"4396","Guinea","N'ZEREKORE","9/1/14",3,3,1.51069439809943,1.70034395461911,"NZEREKORE",36,0,0
"4398","Guinea","PITA","9/1/14",0,0,4.24245582469823,4.24789874560392,"PITA",36,0,0
"4400","Guinea","SIGUIRI","9/1/14",0,0,0,0,"SIGUIRI",36,0,0
"4402","Guinea","TELIMELE","9/1/14",0,0,2.97545261147901,3.03582679634142,"TELIMELE",36,0,0
"4404","Guinea","TOUGUE","9/1/14",0,0,2.16561923792089,2.23001440015921,"TOUGUE",36,0,0
"4406","Guinea","YOMOU","9/1/14",1,1,4.3178876488,4.33011352240146,"YOMOU",36,0,0
"4408","Liberia","BOMI","9/1/14",19,11,0.0391940566160973,0.0952174173740928,"BOMI",36,0,0
"4410","Liberia","BONG","9/1/14",13,11,2.72066462812788,2.89202410430708,"BONG",36,0,0
"4412","Liberia","GBARPOLU","9/1/14",0,0,0.149281702715754,0.153579087928301,"GBARPOLU",36,0,0
"4414","Liberia","GRAND BASSA","9/1/14",5,1,2.71331479740351,2.88242220029483,"GRAND BASSA",36,0,0
"4416","Liberia","GRAND CAPE MOUNT","9/1/14",3,3,0.0695226389121497,0.0713856057252061,"GRAND CAPE MOUNT",36,0,0
"4418","Liberia","GRAND GEDEH","9/1/14",0,0,0.85015092936961,0.8754687373539,"GRAND GEDEH",36,0,0
"4420","Liberia","GRAND KRU","9/1/14",1,0,0.587786664902119,0.77931730868976,"GRAND KRU",36,0,0
"4422","Liberia","LOFA","9/1/14",26,23,0.283459490825811,0.321019339734006,"LOFA",36,0,0
"4424","Liberia","MARGIBI","9/1/14",74,27,6.31132600829674,6.53138153102405,"MARGIBI",36,0,0
"4426","Liberia","MARYLAND","9/1/14",0,0,3.36729007883825,3.87119517845599,"MARYLAND",36,0,0
"4428","Liberia","MONTSERRADO","9/1/14",267,225,2.63849842576412,2.98092715827156,"MONTSERRADO",36,0,0
"4430","Liberia","NIMBA","9/1/14",18,11,4.06535978609567,4.11549323423001,"NIMBA",36,0,0
