"","Country","District_Name","Week","Probable","Confirmed","ConfirmedFOI","ProbableFOI","DistrictID","WeekID","probable_cumulative","confirmed_cumulative"
"2750","Guinea","FORECARIAH","6/2/14",0,0,0,0,"FORECARIAH",23,0,0
"2752","Guinea","FRIA","6/2/14",0,0,0.89199803930511,0.955511445027436,"FRIA",23,0,0
"2754","Guinea","GAOUAL","6/2/14",0,0,0,0,"GAOUAL",23,0,0
"2756","Guinea","GUECKEDOU","6/2/14",7,6,0.402004796794942,0.417847309151361,"GUECKEDOU",23,0,0
"2758","Guinea","KANKAN","6/2/14",0,0,0.364643113587909,0.378436435720245,"KANKAN",23,0,0
"2760","Guinea","KEROUANE","6/2/14",0,0,0.392042087776024,0.405465108108164,"KEROUANE",23,0,0
"2762","Guinea","KINDIA","6/2/14",1,1,0.364642416473592,0.470002773696278,"KINDIA",23,0,0
"2764","Guinea","KISSIDOUGOU","6/2/14",0,0,3.13723183582769,3.17971910966701,"KISSIDOUGOU",23,0,0
"2766","Guinea","KOUBIA","6/2/14",0,0,0,0,"KOUBIA",23,0,0
"2768","Guinea","KOUNDARA","6/2/14",0,0,0,0,"KOUNDARA",23,0,0
"2770","Guinea","KOUROUSSA","6/2/14",0,0,0.364641974406741,0.378432911773302,"KOUROUSSA",23,0,0
"2772","Guinea","LABE","6/2/14",0,0,0,0,"LABE",23,0,0
"2774","Guinea","LELOUMA","6/2/14",0,0,0,0,"LELOUMA",23,0,0
"2776","Guinea","LOLA","6/2/14",0,0,0,0,"LOLA",23,0,0
"2778","Guinea","MACENTA","6/2/14",1,1,1.2354096425435,1.24118039226772,"MACENTA",23,0,0
"2780","Guinea","MALI","6/2/14",0,0,0,0,"MALI",23,0,0
"2782","Guinea","MAMOU","6/2/14",0,0,0,0,"MAMOU",23,0,0
"2784","Guinea","N'ZEREKORE","6/2/14",0,0,0.0392207131532813,0.0392207131532813,"NZEREKORE",23,0,0
"2786","Guinea","PITA","6/2/14",0,0,0,0,"PITA",23,0,0
"2788","Guinea","SIGUIRI","6/2/14",0,0,0,0,"SIGUIRI",23,0,0
"2790","Guinea","TELIMELE","6/2/14",2,2,0.518762398220258,0.631230518872875,"TELIMELE",23,0,0
"2792","Guinea","TOUGUE","6/2/14",0,0,0,0,"TOUGUE",23,0,0
"2794","Guinea","YOMOU","6/2/14",0,0,0.0392207131532813,0.0392207131532813,"YOMOU",23,0,0
"2796","Liberia","BOMI","6/2/14",0,0,0.0198026272961797,0.0392207131532813,"BOMI",23,0,0
"2798","Liberia","BONG","6/2/14",0,0,0.0582689081239758,0.0582689081239758,"BONG",23,0,0
"2800","Liberia","GBARPOLU","6/2/14",0,0,0.0344014267173323,0.0573250666192694,"GBARPOLU",23,0,0
"2802","Liberia","GRAND BASSA","6/2/14",0,0,0.0582689081239758,0.0582689081239758,"GRAND BASSA",23,0,0
"2804","Liberia","GRAND CAPE MOUNT","6/2/14",0,0,0.716375306679152,1.11612471375274,"GRAND CAPE MOUNT",23,0,0
"2806","Liberia","GRAND GEDEH","6/2/14",0,0,0,0,"GRAND GEDEH",23,0,0
"2808","Liberia","GRAND KRU","6/2/14",0,0,0,0,"GRAND KRU",23,0,0
"2810","Liberia","LOFA","6/2/14",2,2,0.0363311987955613,0.0592103463225367,"LOFA",23,0,0
"2812","Liberia","MARGIBI","6/2/14",0,0,1.09860971718407,1.09860714569341,"MARGIBI",23,0,0
"2814","Liberia","MARYLAND","6/2/14",0,0,0,0,"MARYLAND",23,0,0
"2816","Liberia","MONTSERRADO","6/2/14",1,1,0.0392205739029973,0.0392205739029973,"MONTSERRADO",23,0,0
"2818","Liberia","NIMBA","6/2/14",0,0,0.0198026272961797,0.0198026272961797,"NIMBA",23,0,0
"2820","Liberia","RIVER GEE","6/2/14",0,0,0,0,"RIVER GEE",23,0,0
"2822","Liberia","RIVERCESS","6/2/14",0,0,0.693147180559945,0.693147180559945,"RIVERCESS",23,0,0
"2824","Liberia","SINOE","6/2/14",0,0,0.0198026272961797,0.0198026272961797,"SINOE",23,0,0
"2826","Sierra Leone","BO","6/2/14",0,0,2.56494935746154,2.95073490762326,"BO",23,0,0
"2828","Sierra Leone","BOMBALI","6/2/14",0,0,0.0582689081239758,0.0582689081239758,"BOMBALI",23,0,0
"2830","Sierra Leone","BONTHE","6/2/14",0,0,0.770108221696074,0.8754687373539,"BONTHE",23,0,0
"2832","Sierra Leone","KAILAHUN","6/2/14",32,28,2.77249160709,2.99562129978551,"KAILAHUN",23,0,0
"2834","Sierra Leone","KAMBIA","6/2/14",0,0,0,0,"KAMBIA",23,0,0
"2836","Sierra Leone","KENEMA","6/2/14",1,1,0.924654691710589,1.04450700215087,"KENEMA",23,0,0
"2838","Sierra Leone","KOINADUGU","6/2/14",0,0,0.0582689081239758,0.0582689081239758,"KOINADUGU",23,0,0
"2840","Sierra Leone","KONO","6/2/14",0,0,0.307484699747961,0.364643113587909,"KONO",23,0,0
"2842","Sierra Leone","MOYAMBA","6/2/14",0,0,0.246860077931526,0.336472236621213,"MOYAMBA",23,0,0
"2844","Sierra Leone","PORT LOKO","6/2/14",3,3,0.0582686126873733,0.0582686126873733,"PORT LOKO",23,0,0
"2846","Sierra Leone","PUJEHUN","6/2/14",0,0,3.87579461082086,3.99529740862087,"PUJEHUN",23,0,0
"2848","Sierra Leone","TONKOLILI","6/2/14",0,0,1.43983512804792,1.46787434811231,"TONKOLILI",23,0,0
"2850","Sierra Leone","WESTERN AREA RURAL","6/2/14",0,0,0,0,"WESTERN AREA RURAL",23,0,0
"2852","Sierra Leone","WESTERN AREA URBAN","6/2/14",0,0,0,0,"WESTERN AREA URBAN",23,0,0
"2854","Guinea","BEYLA","6/9/14",0,0,0.231111720963387,0.246860077931526,"BEYLA",24,0,0
"2856","Guinea","BOFFA","6/9/14",4,3,0.693114014556991,0.815309340324261,"BOFFA",24,0,0
"2858","Guinea","BOKE","6/9/14",0,0,2.48657192910706,2.77383794164021,"BOKE",24,0,0
"2860","Guinea","CONAKRY","6/9/14",4,1,0.553872108691173,0.652307660976023,"CONAKRY",24,0,0
"2862","Guinea","COYAH","6/9/14",0,0,0.553885113226438,0.65232518603969,"COYAH",24,0,0
"2864","Guinea","DABOLA","6/9/14",0,0,0,0,"DABOLA",24,0,0
"2866","Guinea","DALABA","6/9/14",0,0,0.0198026272961797,0.0198026272961797,"DALABA",24,0,0
"2868","Guinea","DINGUIRAYE","6/9/14",0,0,0,0,"DINGUIRAYE",24,0,0
"2870","Guinea","DUBREKA","6/9/14",0,0,3.63863823767719,3.85099830359037,"DUBREKA",24,0,0
"2872","Guinea","FARANAH","6/9/14",0,0,0.322083499169113,0.322083499169113,"FARANAH",24,0,0
"2874","Guinea","FORECARIAH","6/9/14",0,0,0,0,"FORECARIAH",24,0,0
"2876","Guinea","FRIA","6/9/14",0,0,1.01523067972906,1.07840958135059,"FRIA",24,0,0
"2878","Guinea","GAOUAL","6/9/14",0,0,0.0392207131532813,0.0392207131532813,"GAOUAL",24,0,0
"2880","Guinea","GUECKEDOU","6/9/14",25,24,0.498779090925538,0.513147006592802,"GUECKEDOU",24,0,0
"2882","Guinea","KANKAN","6/9/14",0,0,0.322083499169113,0.322083499169113,"KANKAN",24,0,0
"2884","Guinea","KEROUANE","6/9/14",0,0,0.494696241836107,0.506817602368452,"KEROUANE",24,0,0
"2886","Guinea","KINDIA","6/9/14",0,0,0.576612364560735,0.672943355789927,"KINDIA",24,0,0
"2888","Guinea","KISSIDOUGOU","6/9/14",0,0,3.00864849882054,3.00963517872298,"KISSIDOUGOU",24,0,0
"2890","Guinea","KOUBIA","6/9/14",0,0,0.0198026272961797,0.0198026272961797,"KOUBIA",24,0,0
"2892","Guinea","KOUNDARA","6/9/14",0,0,0.0198026272961797,0.0198026272961797,"KOUNDARA",24,0,0
"2894","Guinea","KOUROUSSA","6/9/14",0,0,0.322082472555312,0.322080419324548,"KOUROUSSA",24,0,0
"2896","Guinea","LABE","6/9/14",0,0,0.0392207131532813,0.0392207131532813,"LABE",24,0,0
"2898","Guinea","LELOUMA","6/9/14",0,0,0.0582689081239758,0.0582689081239758,"LELOUMA",24,0,0
"2900","Guinea","LOLA","6/9/14",0,0,0,0,"LOLA",24,0,0
"2902","Guinea","MACENTA","6/9/14",0,0,2.66575724476939,2.73295197892072,"MACENTA",24,0,0
"2904","Guinea","MALI","6/9/14",0,0,0.693147180559945,0.693147180559945,"MALI",24,0,0
"2906","Guinea","MAMOU","6/9/14",0,0,0,0,"MAMOU",24,0,0
"2908","Guinea","N'ZEREKORE","6/9/14",0,0,0.231111720963387,0.246860077931526,"NZEREKORE",24,0,0
"2910","Guinea","PITA","6/9/14",0,0,0.703097511413113,0.703097511413113,"PITA",24,0,0
"2912","Guinea","SIGUIRI","6/9/14",0,0,0,0,"SIGUIRI",24,0,0
"2914","Guinea","TELIMELE","6/9/14",1,1,1.09855822788027,1.1816636458928,"TELIMELE",24,0,0
"2916","Guinea","TOUGUE","6/9/14",0,0,0,0,"TOUGUE",24,0,0
"2918","Guinea","YOMOU","6/9/14",0,0,0.231111720963387,0.246860077931526,"YOMOU",24,0,0
"2920","Liberia","BOMI","6/9/14",0,0,0.0198026272961797,0.0198026272961797,"BOMI",24,0,0
"2922","Liberia","BONG","6/9/14",0,0,0.148420005118273,0.148420005118273,"BONG",24,0,0
"2924","Liberia","GBARPOLU","6/9/14",0,0,0.0266419309464211,0.0305292050348228,"GBARPOLU",24,0,0
"2926","Liberia","GRAND BASSA","6/9/14",0,0,0.148420005118273,0.148420005118273,"GRAND BASSA",24,0,0
"2928","Liberia","GRAND CAPE MOUNT","6/9/14",0,0,0.743840294875463,0.749999992152728,"GRAND CAPE MOUNT",24,0,0
"2930","Liberia","GRAND GEDEH","6/9/14",0,0,0,0,"GRAND GEDEH",24,0,0
"2932","Liberia","GRAND KRU","6/9/14",0,0,0,0,"GRAND KRU",24,0,0
"2934","Liberia","LOFA","6/9/14",12,11,0.039218688409791,0.0440142406553187,"LOFA",24,0,0
"2936","Liberia","MARGIBI","6/9/14",1,1,1.94590353665442,1.94590023043757,"MARGIBI",24,0,0
"2938","Liberia","MARYLAND","6/9/14",0,0,0,0,"MARYLAND",24,0,0
"2940","Liberia","MONTSERRADO","6/9/14",5,5,0.113327909483745,0.113327909483745,"MONTSERRADO",24,0,0
"2942","Liberia","NIMBA","6/9/14",0,0,0.0392207131532813,0.0392207131532813,"NIMBA",24,0,0
"2944","Liberia","RIVER GEE","6/9/14",0,0,0,0,"RIVER GEE",24,0,0
"2946","Liberia","RIVERCESS","6/9/14",0,0,1.09861228866811,1.09861228866811,"RIVERCESS",24,0,0
"2948","Liberia","SINOE","6/9/14",0,0,0.0392207131532813,0.0392207131532813,"SINOE",24,0,0
"2950","Sierra Leone","BO","6/9/14",0,0,2.78253905309295,3.10995341764401,"BO",24,0,0
"2952","Sierra Leone","BOMBALI","6/9/14",1,1,0.0769608979496668,0.0769608979496668,"BOMBALI",24,0,0
"2954","Sierra Leone","BONTHE","6/9/14",0,0,1.20597080698861,1.31372366828506,"BONTHE",24,0,0
"2956","Sierra Leone","KAILAHUN","6/9/14",67,60,2.07923517793366,2.48466418867427,"KAILAHUN",24,0,0
"2958","Sierra Leone","KAMBIA","6/9/14",0,0,0,0,"KAMBIA",24,0,0
"2960","Sierra Leone","KENEMA","6/9/14",1,1,1.27003912398343,1.39152824574168,"KENEMA",24,0,0
"2962","Sierra Leone","KOINADUGU","6/9/14",0,0,0.0769610411361284,0.0769610411361284,"KOINADUGU",24,0,0
"2964","Sierra Leone","KONO","6/9/14",0,0,0.198850858745165,0.262364264467491,"KONO",24,0,0
"2966","Sierra Leone","MOYAMBA","6/9/14",1,1,0.292668846259138,0.378435482431379,"MOYAMBA",24,0,0
"2968","Sierra Leone","PORT LOKO","6/9/14",1,1,0.0769605256417528,0.0769605256417528,"PORT LOKO",24,0,0
"2970","Sierra Leone","PUJEHUN","6/9/14",0,0,4.65644298016551,4.77390823659977,"PUJEHUN",24,0,0
"2972","Sierra Leone","TONKOLILI","6/9/14",0,0,1.66013102674962,1.68268837417369,"TONKOLILI",24,0,0
"2974","Sierra Leone","WESTERN AREA RURAL","6/9/14",0,0,0,0,"WESTERN AREA RURAL",24,0,0
"2976","Sierra Leone","WESTERN AREA URBAN","6/9/14",0,0,0,0,"WESTERN AREA URBAN",24,0,0
"2978","Guinea","BEYLA","6/16/14",0,0,0.518793793415168,0.542324290825362,"BEYLA",25,0,0
"2980","Guinea","BOFFA","6/16/14",3,3,0.74189515377333,0.788395334736467,"BOFFA",25,0,0
"2982","Guinea","BOKE","6/16/14",0,0,2.19944433407453,2.48657192910706,"BOKE",25,0,0
"2984","Guinea","CONAKRY","6/16/14",0,0,0.641839401736197,0.662670251628569,"CONAKRY",25,0,0
"2986","Guinea","COYAH","6/16/14",0,0,0.641853886172395,0.662687973075237,"COYAH",25,0,0
"2988","Guinea","DABOLA","6/16/14",0,0,0,0,"DABOLA",25,0,0
"2990","Guinea","DALABA","6/16/14",0,0,0.0198026272961797,0.0198026272961797,"DALABA",25,0,0
"2992","Guinea","DINGUIRAYE","6/16/14",0,0,0,0,"DINGUIRAYE",25,0,0
"2994","Guinea","DUBREKA","6/16/14",0,0,3.82951058385368,3.87203399721178,"DUBREKA",25,0,0
"2996","Guinea","FARANAH","6/16/14",0,0,0.0582689081239758,0.0582689081239758,"FARANAH",25,0,0
"2998","Guinea","FORECARIAH","6/16/14",0,0,0,0,"FORECARIAH",25,0,0
"3000","Guinea","FRIA","6/16/14",0,0,1.07158361628019,1.08518926833597,"FRIA",25,0,0
"3002","Guinea","GAOUAL","6/16/14",0,0,0.0392207131532813,0.0392207131532813,"GAOUAL",25,0,0
"3004","Guinea","GUECKEDOU","6/16/14",15,15,0.55424670030565,0.576851875095705,"GUECKEDOU",25,0,0
"3006","Guinea","KANKAN","6/16/14",0,0,0.0582689081239758,0.0582689081239758,"KANKAN",25,0,0
"3008","Guinea","KEROUANE","6/16/14",0,0,0.553885113226438,0.576613364303994,"KEROUANE",25,0,0
"3010","Guinea","KINDIA","6/16/14",0,0,0.662686867622879,0.683095715496231,"KINDIA",25,0,0
"3012","Guinea","KISSIDOUGOU","6/16/14",0,0,1.54329810992956,1.55180879959746,"KISSIDOUGOU",25,0,0
"3014","Guinea","KOUBIA","6/16/14",0,0,0.703097511413113,0.703097511413113,"KOUBIA",25,0,0
"3016","Guinea","KOUNDARA","6/16/14",0,0,0.0198026272961797,0.0198026272961797,"KOUNDARA",25,0,0
"3018","Guinea","KOUROUSSA","6/16/14",0,0,0.0582686970922279,0.0582682750285983,"KOUROUSSA",25,0,0
"3020","Guinea","LABE","6/16/14",0,0,0.0582689081239758,0.0582689081239758,"LABE",25,0,0
"3022","Guinea","LELOUMA","6/16/14",0,0,0.0582689081239758,0.0582689081239758,"LELOUMA",25,0,0
"3024","Guinea","LOLA","6/16/14",0,0,0.000999500333083423,0.000999500333083423,"LOLA",25,0,0
"3026","Guinea","MACENTA","6/16/14",0,0,3.55754648285497,3.61295703502191,"MACENTA",25,0,0
"3028","Guinea","MALI","6/16/14",0,0,0.703097511413113,0.703097511413113,"MALI",25,0,0
"3030","Guinea","MAMOU","6/16/14",0,0,0,0,"MAMOU",25,0,0
"3032","Guinea","N'ZEREKORE","6/16/14",0,0,0.531804030151182,0.555033878430311,"NZEREKORE",25,0,0
"3034","Guinea","PITA","6/16/14",0,0,0.703097511413113,0.703097511413113,"PITA",25,0,0
"3036","Guinea","SIGUIRI","6/16/14",0,0,0,0,"SIGUIRI",25,0,0
"3038","Guinea","TELIMELE","6/16/14",0,0,1.13134717873112,1.16308778757225,"TELIMELE",25,0,0
"3040","Guinea","TOUGUE","6/16/14",0,0,0.0198026272961797,0.0198026272961797,"TOUGUE",25,0,0
"3042","Guinea","YOMOU","6/16/14",0,0,0.986189859253822,1.00099945980111,"YOMOU",25,0,0
"3044","Liberia","BOMI","6/16/14",1,1,0,0,"BOMI",25,0,0
"3046","Liberia","BONG","6/16/14",0,0,0.507419830631158,0.519388854426479,"BONG",25,0,0
"3048","Liberia","GBARPOLU","6/16/14",0,0,0.000999500333083423,0.000999500333083423,"GBARPOLU",25,0,0
"3050","Liberia","GRAND BASSA","6/16/14",0,0,0.506817602368452,0.518793793415168,"GRAND BASSA",25,0,0
"3052","Liberia","GRAND CAPE MOUNT","6/16/14",0,0,0.116893751471499,0.128393214768399,"GRAND CAPE MOUNT",25,0,0
"3054","Liberia","GRAND GEDEH","6/16/14",0,0,0.0198026272961797,0.0198026272961797,"GRAND GEDEH",25,0,0
"3056","Liberia","GRAND KRU","6/16/14",0,0,0,0,"GRAND KRU",25,0,0
"3058","Liberia","LOFA","6/16/14",22,21,0.0353631803394353,0.0372911808412472,"LOFA",25,0,0
"3060","Liberia","MARGIBI","6/16/14",0,0,2.48489957819097,2.48489604237371,"MARGIBI",25,0,0
"3062","Liberia","MARYLAND","6/16/14",0,0,0,0,"MARYLAND",25,0,0
"3064","Liberia","MONTSERRADO","6/16/14",5,5,0.198848900108241,0.198848900108241,"MONTSERRADO",25,0,0
"3066","Liberia","NIMBA","6/16/14",0,0,0.884180677955922,0.892407791410823,"NIMBA",25,0,0
"3068","Liberia","RIVER GEE","6/16/14",0,0,0,0,"RIVER GEE",25,0,0
"3070","Liberia","RIVERCESS","6/16/14",0,0,3.09195113129453,3.13636340329374,"RIVERCESS",25,0,0
"3072","Liberia","SINOE","6/16/14",0,0,0.364643113587909,0.378436435720245,"SINOE",25,0,0
"3074","Sierra Leone","BO","6/16/14",1,1,2.80698854920521,3.03591244239848,"BO",25,0,0
"3076","Sierra Leone","BOMBALI","6/16/14",0,0,0.0769608979496668,0.0769608979496668,"BOMBALI",25,0,0
"3078","Sierra Leone","BONTHE","6/16/14",0,0,1.31908561142644,1.40609698841607,"BONTHE",25,0,0
"3080","Sierra Leone","KAILAHUN","6/16/14",38,36,0.692989587523248,0.692973055345844,"KAILAHUN",25,0,0
"3082","Sierra Leone","KAMBIA","6/16/14",0,0,0,0,"KAMBIA",25,0,0
"3084","Sierra Leone","KENEMA","6/16/14",20,19,1.34544774376925,1.43028471236729,"KENEMA",25,0,0
"3086","Sierra Leone","KOINADUGU","6/16/14",0,0,0.0769610411361284,0.0769610411361284,"KOINADUGU",25,0,0
"3088","Sierra Leone","KONO","6/16/14",0,0,0.0953101798043249,0.0953101798043249,"KONO",25,0,0
"3090","Sierra Leone","MOYAMBA","6/16/14",0,0,0.292668846259138,0.350655976700867,"MOYAMBA",25,0,0
"3092","Sierra Leone","PORT LOKO","6/16/14",0,0,0.0769605256417528,0.0769605256417528,"PORT LOKO",25,0,0
"3094","Sierra Leone","PUJEHUN","6/16/14",0,0,4.83039157709727,4.92971442317244,"PUJEHUN",25,0,0
"3096","Sierra Leone","TONKOLILI","6/16/14",0,0,1.66013102674962,1.6752256529721,"TONKOLILI",25,0,0
"3098","Sierra Leone","WESTERN AREA RURAL","6/16/14",0,0,0,0,"WESTERN AREA RURAL",25,0,0
"3100","Sierra Leone","WESTERN AREA URBAN","6/16/14",1,1,0,0,"WESTERN AREA URBAN",25,0,0
"3102","Guinea","BEYLA","6/23/14",0,0,0.641853886172395,0.662687973075237,"BEYLA",26,0,0
"3104","Guinea","BOFFA","6/23/14",2,2,0.797457723926892,0.850080384489349,"BOFFA",26,0,0
"3106","Guinea","BOKE","6/23/14",0,0,1.79508725932073,2.30458309565672,"BOKE",26,0,0
"3108","Guinea","CONAKRY","6/23/14",5,4,0.741920071275049,0.760784748628471,"CONAKRY",26,0,0
"3110","Guinea","COYAH","6/23/14",0,0,0.741937344729377,0.76080582903376,"COYAH",26,0,0
"3112","Guinea","DABOLA","6/23/14",0,0,0,0,"DABOLA",26,0,0
"3114","Guinea","DALABA","6/23/14",0,0,0.0198026272961797,0.0198026272961797,"DALABA",26,0,0
"3116","Guinea","DINGUIRAYE","6/23/14",0,0,0,0,"DINGUIRAYE",26,0,0
"3118","Guinea","DUBREKA","6/23/14",0,0,4.02570876983196,4.06078777869326,"DUBREKA",26,0,0
"3120","Guinea","FARANAH","6/23/14",0,0,0.0198026272961797,0.0198026272961797,"FARANAH",26,0,0
"3122","Guinea","FORECARIAH","6/23/14",0,0,0,0,"FORECARIAH",26,0,0
"3124","Guinea","FRIA","6/23/14",0,0,0.751416088683921,0.770108221696074,"FRIA",26,0,0
"3126","Guinea","GAOUAL","6/23/14",0,0,0.0582689081239758,0.0582689081239758,"GAOUAL",26,0,0
"3128","Guinea","GUECKEDOU","6/23/14",17,16,0.652059150374348,0.672555008455702,"GUECKEDOU",26,0,0
"3130","Guinea","KANKAN","6/23/14",0,0,0.0198026272961797,0.0198026272961797,"KANKAN",26,0,0
"3132","Guinea","KEROUANE","6/23/14",0,0,0.65232518603969,0.672944473242426,"KEROUANE",26,0,0
"3134","Guinea","KINDIA","6/23/14",0,0,0.760804613673565,0.779323641879223,"KINDIA",26,0,0
"3136","Guinea","KISSIDOUGOU","6/23/14",0,0,1.06471073699243,1.07840958135059,"KISSIDOUGOU",26,0,0
"3138","Guinea","KOUBIA","6/23/14",0,0,1.11185751541813,1.11185751541813,"KOUBIA",26,0,0
"3140","Guinea","KOUNDARA","6/23/14",0,0,0.0392207131532813,0.0392207131532813,"KOUNDARA",26,0,0
"3142","Guinea","KOUROUSSA","6/23/14",0,0,0.0198025541936839,0.0198024079886761,"KOUROUSSA",26,0,0
"3144","Guinea","LABE","6/23/14",0,0,0.0953101798043249,0.0953101798043249,"LABE",26,0,0
"3146","Guinea","LELOUMA","6/23/14",0,0,0.0769610411361284,0.0769610411361284,"LELOUMA",26,0,0
"3148","Guinea","LOLA","6/23/14",0,0,0.000999500333083423,0.000999500333083423,"LOLA",26,0,0
"3150","Guinea","MACENTA","6/23/14",0,0,3.82985961736129,3.87232876025821,"MACENTA",26,0,0
"3152","Guinea","MALI","6/23/14",0,0,1.11185751541813,1.11185751541813,"MALI",26,0,0
"3154","Guinea","MAMOU","6/23/14",0,0,0,0,"MAMOU",26,0,0
"3156","Guinea","N'ZEREKORE","6/23/14",0,0,0.663718369869133,0.684106435907796,"NZEREKORE",26,0,0
"3158","Guinea","PITA","6/23/14",0,0,0.703097511413113,0.703097511413113,"PITA",26,0,0
"3160","Guinea","SIGUIRI","6/23/14",0,0,0,0,"SIGUIRI",26,0,0
"3162","Guinea","TELIMELE","6/23/14",0,0,1.16932545191975,1.20590658396639,"TELIMELE",26,0,0
"3164","Guinea","TOUGUE","6/23/14",0,0,0.0392207131532813,0.0392207131532813,"TOUGUE",26,0,0
"3166","Guinea","YOMOU","6/23/14",0,0,1.36123293052452,1.37143449821287,"YOMOU",26,0,0
"3168","Liberia","BOMI","6/23/14",1,1,0,0,"BOMI",26,0,0
"3170","Liberia","BONG","6/23/14",0,0,0.780241887410879,0.789366038300488,"BONG",26,0,0
"3172","Liberia","GBARPOLU","6/23/14",0,0,0,0,"GBARPOLU",26,0,0
"3174","Liberia","GRAND BASSA","6/23/14",0,0,0.779324876800997,0.78845736036427,"GRAND BASSA",26,0,0
"3176","Liberia","GRAND CAPE MOUNT","6/23/14",0,0,0.118671529717499,0.131028262406404,"GRAND CAPE MOUNT",26,0,0
"3178","Liberia","GRAND GEDEH","6/23/14",0,0,0.0198026272961797,0.0198026272961797,"GRAND GEDEH",26,0,0
"3180","Liberia","GRAND KRU","6/23/14",0,0,0,0,"GRAND KRU",26,0,0
"3182","Liberia","LOFA","6/23/14",13,13,0.045922104943198,0.047829679074901,"LOFA",26,0,0
"3184","Liberia","MARGIBI","6/23/14",1,1,3.13548314732038,3.1354794577569,"MARGIBI",26,0,0
"3186","Liberia","MARYLAND","6/23/14",0,0,0,0,"MARYLAND",26,0,0
"3188","Liberia","MONTSERRADO","6/23/14",12,12,0.364637139733299,0.364637139733299,"MONTSERRADO",26,0,0
"3190","Liberia","NIMBA","6/23/14",0,0,1.00136690422927,1.00868758114012,"NIMBA",26,0,0
"3192","Liberia","RIVER GEE","6/23/14",0,0,0,0,"RIVER GEE",26,0,0
"3194","Liberia","RIVERCESS","6/23/14",0,0,3.61145830714535,3.63811233706028,"RIVERCESS",26,0,0
"3196","Liberia","SINOE","6/23/14",0,0,0.553885113226438,0.56531380905006,"SINOE",26,0,0
"3198","Sierra Leone","BO","6/23/14",0,0,2.44581770605212,2.55100488173411,"BO",26,0,0
"3200","Sierra Leone","BOMBALI","6/23/14",0,0,0.0198025893938831,0.0198025893938831,"BOMBALI",26,0,0
"3202","Sierra Leone","BONTHE","6/23/14",0,0,1.30291275218084,1.38128181929635,"BONTHE",26,0,0
"3204","Sierra Leone","KAILAHUN","6/23/14",35,30,0,0,"KAILAHUN",26,0,0
"3206","Sierra Leone","KAMBIA","6/23/14",0,0,0,0,"KAMBIA",26,0,0
"3208","Sierra Leone","KENEMA","6/23/14",16,16,1.30829001417963,1.38624917751392,"KENEMA",26,0,0
"3210","Sierra Leone","KOINADUGU","6/23/14",0,0,0.0198026272961797,0.0198026272961797,"KOINADUGU",26,0,0
"3212","Sierra Leone","KONO","6/23/14",0,0,0.0198026272961797,0.0198026272961797,"KONO",26,0,0
"3214","Sierra Leone","MOYAMBA","6/23/14",0,0,0.165513976936946,0.182321052518073,"MOYAMBA",26,0,0
"3216","Sierra Leone","PORT LOKO","6/23/14",0,0,0.0198024908418122,0.0198024908418122,"PORT LOKO",26,0,0
"3218","Sierra Leone","PUJEHUN","6/23/14",0,0,4.8454461360426,4.95003567196733,"PUJEHUN",26,0,0
"3220","Sierra Leone","TONKOLILI","6/23/14",0,0,0.770108221696074,0.779324876800998,"TONKOLILI",26,0,0
"3222","Sierra Leone","WESTERN AREA RURAL","6/23/14",1,1,0.0198026109530826,0.0198026109530826,"WESTERN AREA RURAL",26,0,0
"3224","Sierra Leone","WESTERN AREA URBAN","6/23/14",1,1,0.693146159144437,0.693146159144437,"WESTERN AREA URBAN",26,0,0
"3226","Guinea","BEYLA","6/30/14",0,0,0.662687973075237,0.693147180559945,"BEYLA",27,0,0
"3228","Guinea","BOFFA","6/30/14",0,0,0.553846827906639,0.598780998178171,"BOFFA",27,0,0
"3230","Guinea","BOKE","6/30/14",0,0,1.79175946922805,1.94591014905531,"BOKE",27,0,0
"3232","Guinea","CONAKRY","6/30/14",1,1,0.494683138968182,0.530611709867285,"CONAKRY",27,0,0
"3234","Guinea","COYAH","6/30/14",0,0,0.494696241836107,0.53062825106217,"COYAH",27,0,0
"3236","Guinea","DABOLA","6/30/14",0,0,0,0,"DABOLA",27,0,0
"3238","Guinea","DALABA","6/30/14",0,0,0.0198026272961797,0.0198026272961797,"DALABA",27,0,0
"3240","Guinea","DINGUIRAYE","6/30/14",0,0,0,0,"DINGUIRAYE",27,0,0
"3242","Guinea","DUBREKA","6/30/14",0,0,3.49650756146648,3.58351893845611,"DUBREKA",27,0,0
"3244","Guinea","FARANAH","6/30/14",0,0,0,0,"FARANAH",27,0,0
"3246","Guinea","FORECARIAH","6/30/14",0,0,0,0,"FORECARIAH",27,0,0
"3248","Guinea","FRIA","6/30/14",0,0,0.494696241836107,0.53062825106217,"FRIA",27,0,0
"3250","Guinea","GAOUAL","6/30/14",0,0,0.0582689081239758,0.0582689081239758,"GAOUAL",27,0,0
"3252","Guinea","GUECKEDOU","6/30/14",3,1,0.662417295058368,0.692744458151055,"GUECKEDOU",27,0,0
"3254","Guinea","KANKAN","6/30/14",0,0,0,0,"KANKAN",27,0,0
"3256","Guinea","KEROUANE","6/30/14",0,0,0.662687973075237,0.693147180559945,"KEROUANE",27,0,0
"3258","Guinea","KINDIA","6/30/14",0,0,0.506816695279847,0.542323335793362,"KINDIA",27,0,0
"3260","Guinea","KISSIDOUGOU","6/30/14",0,0,0.662687973075237,0.693147180559945,"KISSIDOUGOU",27,0,0
