Country,District,Week,ConfirmedCount,FOI__1,WeekID,DistrictID
Guinea,NZEREKORE,12/15/15,9,0,50,NZEREKORE
Sierra Leone,KOINADUGU,12/22/15,9,0,51,KOINADUGU
Guinea,CONAKRY,1/5/16,9,3.79134222,53,CONAKRY
Sierra Leone,KAMBIA,2/2/16,9,0.19890837,57,KAMBIA
Sierra Leone,KAMBIA,2/16/16,9,0.397629938,59,KAMBIA
Sierra Leone,PORT LOKO,3/1/16,9,0,61,PORTLOKO
Guinea,CONAKRY,3/31/15,8,0,13,CONAKRY
Guinea,CONAKRY,4/7/15,8,0,14,CONAKRY
Guinea,GUECKEDOU,4/21/15,8,0,16,GUECKEDOU
Guinea,GUECKEDOU,5/5/15,8,0,18,GUECKEDOU
Guinea,MACENTA,5/19/15,8,0.099936302,20,MACENTA
Liberia,LOFA,7/7/15,8,0,27,LOFA
Guinea,GUECKEDOU,7/21/15,8,0,29,GUECKEDOU
Liberia,MARGIBI,7/28/15,8,6.795803343,30,MARGIBI
Liberia,BOMI,8/18/15,8,0,33,BOMI
Liberia,BOMI,8/25/15,8,0,34,BOMI
Sierra Leone,KONO,9/8/15,8,0.399783462,36,KONO
Liberia,NIMBA,9/15/15,8,2.696072555,37,NIMBA
Guinea,KANKAN,9/22/15,0,0,38,KANKAN
Liberia,GRAND CAPE MOUNT,9/29/15,8,0,39,GRANDCAPEMOUNT
Guinea,CONAKRY,10/6/15,8,0,40,CONAKRY
Sierra Leone,KOINADUGU,10/13/15,8,0,41,KOINADUGU
Sierra Leone,MOYAMBA,10/13/15,8,0.099564306,41,MOYAMBA
Guinea,NZEREKORE,10/20/15,8,0.698391893,42,NZEREKORE
Sierra Leone,KENEMA,10/20/15,8,4.563463935,42,KENEMA
Sierra Leone,MOYAMBA,10/20/15,8,0,42,MOYAMBA
Guinea,COYAH,11/3/15,8,1.197319847,44,COYAH
Liberia,RIVERCESS,11/3/15,8,2.095719769,44,RIVERCESS
Guinea,KOUROUSSA,11/17/15,8,0.899530243,46,KOUROUSSA
Liberia,MARGIBI,11/17/15,8,7.403376611,46,MARGIBI
Sierra Leone,TONKOLILI,12/1/15,8,21.79491144,48,TONKOLILI
Guinea,FORECARIAH,12/15/15,8,1.796762709,50,FORECARIAH
Guinea,LOLA,12/15/15,8,0,50,LOLA
Guinea,COYAH,1/5/16,8,0.596297754,53,COYAH
Sierra Leone,BOMBALI,1/19/16,8,1.078821865,55,BOMBALI
Guinea,COYAH,2/16/16,8,0,59,COYAH
Guinea,CONAKRY,3/29/16,8,0.398726515,65,CONAKRY
Guinea,GUECKEDOU,3/10/15,7,0,10,GUECKEDOU
Guinea,GUECKEDOU,3/24/15,7,0,12,GUECKEDOU
Guinea,GUECKEDOU,4/14/15,7,0,15,GUECKEDOU
Guinea,GUECKEDOU,5/26/15,7,0,21,GUECKEDOU
Guinea,BOFFA,6/2/15,7,0,22,BOFFA
Guinea,CONAKRY,6/2/15,7,0,22,CONAKRY
Sierra Leone,BO,7/28/15,7,0,30,BO
Guinea,KEROUANE,8/25/15,7,0.499810442,34,KEROUANE
Sierra Leone,TONKOLILI,9/1/15,7,9.097103295,35,TONKOLILI
Guinea,GUECKEDOU,9/15/15,7,0.09917073,37,GUECKEDOU
Sierra Leone,KAILAHUN,9/15/15,7,16.08625236,37,KAILAHUN
Guinea,KEROUANE,9/22/15,1,0,38,KEROUANE
Sierra Leone,KENEMA,9/29/15,7,2.680609537,39,KENEMA
Guinea,COYAH,10/13/15,7,0.099829651,41,COYAH
Liberia,MARGIBI,10/27/15,7,17.98167357,43,MARGIBI
Liberia,GRAND BASSA,11/3/15,7,0,44,GRANDBASSA
Guinea,BEYLA,11/10/15,7,2.596804739,45,BEYLA
Guinea,CONAKRY,11/17/15,7,0.599079062,46,CONAKRY
Guinea,KANKAN,11/24/15,7,0,47,KANKAN
Liberia,GRAND BASSA,11/24/15,7,0,47,GRANDBASSA
Guinea,NZEREKORE,12/8/15,7,0,49,NZEREKORE
Sierra Leone,KAMBIA,1/12/16,7,0,54,KAMBIA
Sierra Leone,KAMBIA,2/9/16,7,0.298301261,58,KAMBIA
Guinea,CONAKRY,2/16/16,7,1.795272996,59,CONAKRY
Guinea,COYAH,2/23/16,7,0,60,COYAH
Sierra Leone,WESTERN AREA RURAL,2/23/16,7,0.395752494,60,WESTERNAREARURAL
Guinea,COYAH,3/22/16,7,0,64,COYAH
Guinea,GUECKEDOU,5/12/15,6,0,19,GUECKEDOU
Guinea,MACENTA,5/26/15,6,0,21,MACENTA
Guinea,GUECKEDOU,6/2/15,6,0,22,GUECKEDOU
Liberia,MONTSERRADO,6/30/15,6,0,26,MONTSERRADO
Sierra Leone,MOYAMBA,7/28/15,6,0.399866871,30,MOYAMBA
Sierra Leone,PORT LOKO,7/28/15,6,0.099977383,30,PORTLOKO
Sierra Leone,MOYAMBA,8/4/15,6,0.399794255,31,MOYAMBA
Sierra Leone,WESTERN AREA URBAN,8/4/15,6,0.399930544,31,WESTERNAREAURBAN
Liberia,BOMI,8/11/15,6,0,32,BOMI
Sierra Leone,BO,8/11/15,6,0,32,BO
Guinea,DUBREKA,8/18/15,6,2.199531085,33,DUBREKA
Liberia,BOMI,9/8/15,6,0,36,BOMI
Sierra Leone,TONKOLILI,9/8/15,6,11.19490689,36,TONKOLILI
Liberia,GRAND CAPE MOUNT,9/15/15,6,0,37,GRANDCAPEMOUNT
Sierra Leone,KAMBIA,9/15/15,6,0,37,KAMBIA
Sierra Leone,KENEMA,9/15/15,6,0.893779071,37,KENEMA
Guinea,KINDIA,9/22/15,0,0,38,KINDIA
Guinea,KISSIDOUGOU,9/22/15,0,0,38,KISSIDOUGOU
Guinea,KOUBIA,9/22/15,0,2.1,38,KOUBIA
Guinea,LOLA,9/29/15,6,0,39,LOLA
Liberia,LOFA,10/6/15,6,0.099005627,40,LOFA
Sierra Leone,KONO,10/6/15,6,0,40,KONO
Sierra Leone,MOYAMBA,10/6/15,6,0.099588511,40,MOYAMBA
Guinea,CONAKRY,10/20/15,6,0,42,CONAKRY
Sierra Leone,KONO,10/20/15,6,0,42,KONO
Sierra Leone,MOYAMBA,10/27/15,6,0.099521947,43,MOYAMBA
Sierra Leone,KAMBIA,11/10/15,6,0,45,KAMBIA
Guinea,DUBREKA,11/17/15,6,0.499558489,46,DUBREKA
Guinea,KEROUANE,11/17/15,6,0,46,KEROUANE
Liberia,BONG,11/17/15,6,0,46,BONG
Sierra Leone,MOYAMBA,11/17/15,6,0.893954742,46,MOYAMBA
Guinea,TELIMELE,12/22/15,6,0.998625013,51,TELIMELE
Guinea,KINDIA,12/29/15,6,0.099851705,52,KINDIA
Sierra Leone,BO,1/5/16,6,0,53,BO
Guinea,CONAKRY,1/19/16,6,0.99766168,55,CONAKRY
Sierra Leone,KONO,1/19/16,6,0,55,KONO
Guinea,CONAKRY,1/26/16,6,0.498812853,56,CONAKRY
Sierra Leone,BOMBALI,1/26/16,6,0.392252467,56,BOMBALI
Sierra Leone,KAMBIA,1/26/16,6,0.099480454,56,KAMBIA
Guinea,DUBREKA,2/2/16,6,0,57,DUBREKA
Guinea,COYAH,3/15/16,6,0,63,COYAH
Guinea,FORECARIAH,3/29/16,6,0,65,FORECARIAH
Liberia,MONTSERRADO,6/9/15,5,0,23,MONTSERRADO
Liberia,MONTSERRADO,6/16/15,5,0,24,MONTSERRADO
Guinea,GUECKEDOU,7/7/15,5,0,27,GUECKEDOU
Sierra Leone,BO,7/21/15,5,0,29,BO
Sierra Leone,BOMBALI,7/21/15,5,0,29,BOMBALI
Sierra Leone,WESTERN AREA URBAN,7/21/15,5,0.099988764,29,WESTERNAREAURBAN
Liberia,NIMBA,7/28/15,5,1.599719593,30,NIMBA
Guinea,CONAKRY,8/11/15,5,0.099950236,32,CONAKRY
Guinea,GUECKEDOU,8/11/15,5,0,32,GUECKEDOU
Guinea,NZEREKORE,8/11/15,5,0,32,NZEREKORE
Sierra Leone,MOYAMBA,8/11/15,5,0.399733742,32,MOYAMBA
Guinea,GUECKEDOU,8/18/15,5,0,33,GUECKEDOU
Guinea,FORECARIAH,8/25/15,5,0.7998365,34,FORECARIAH
Liberia,BONG,8/25/15,5,0,34,BONG
Liberia,GRAND BASSA,8/25/15,5,0,34,GRANDBASSA
Guinea,COYAH,9/1/15,5,0,35,COYAH
Guinea,GUECKEDOU,9/8/15,5,0,36,GUECKEDOU
Liberia,SINOE,9/15/15,5,1.999209186,37,SINOE
Guinea,LOLA,10/6/15,5,0,40,LOLA
Liberia,SINOE,10/6/15,5,2.197912251,40,SINOE
Sierra Leone,KOINADUGU,10/6/15,5,0,40,KOINADUGU
Liberia,BOMI,10/13/15,5,0.098989286,41,BOMI
Guinea,COYAH,10/20/15,5,0.099810724,42,COYAH
Liberia,GRAND CAPE MOUNT,10/20/15,5,0,42,GRANDCAPEMOUNT
Guinea,KINDIA,10/27/15,5,0.299931556,43,KINDIA
Liberia,BONG,11/3/15,5,0,44,BONG
Liberia,GBARPOLU,11/3/15,5,0,44,GBARPOLU
Guinea,COYAH,11/10/15,5,2.094912251,45,COYAH
Liberia,MARGIBI,11/10/15,5,12.44156079,45,MARGIBI
Guinea,KANKAN,11/17/15,5,0,46,KANKAN
Guinea,LOLA,11/24/15,5,0,47,LOLA
Guinea,NZEREKORE,11/24/15,5,0,47,NZEREKORE
Liberia,GRAND CAPE MOUNT,11/24/15,5,1.094953421,47,GRANDCAPEMOUNT
Guinea,DUBREKA,12/1/15,5,0.499436693,48,DUBREKA
Guinea,FORECARIAH,12/1/15,5,0.89900674,48,FORECARIAH
Guinea,NZEREKORE,12/1/15,5,0,48,NZEREKORE
Guinea,TELIMELE,12/8/15,5,1.798096172,49,TELIMELE
Sierra Leone,MOYAMBA,12/15/15,5,0,50,MOYAMBA
Guinea,DUBREKA,1/5/16,5,0,53,DUBREKA
Guinea,DUBREKA,1/12/16,5,0,54,DUBREKA
Sierra Leone,BOMBALI,1/12/16,5,1.373262508,54,BOMBALI
Sierra Leone,KONO,1/12/16,5,0,54,KONO
Sierra Leone,MOYAMBA,1/12/16,5,0,54,MOYAMBA
Sierra Leone,TONKOLILI,1/19/16,5,7.71256679,55,TONKOLILI
Sierra Leone,KONO,1/26/16,5,0,56,KONO
Sierra Leone,WESTERN AREA RURAL,1/26/16,5,0.791738368,56,WESTERNAREARURAL
Guinea,COYAH,3/1/16,5,0,61,COYAH
Guinea,DUBREKA,3/1/16,5,0,61,DUBREKA
Sierra Leone,KAMBIA,3/1/16,5,0.099384134,61,KAMBIA
Sierra Leone,WESTERN AREA RURAL,3/1/16,5,0.098933956,61,WESTERNAREARURAL
Guinea,TELIMELE,5/19/15,4,0,20,TELIMELE
Guinea,CONAKRY,6/23/15,4,0,25,CONAKRY
Guinea,GUECKEDOU,7/14/15,4,0,28,GUECKEDOU
Liberia,BONG,7/14/15,4,0,28,BONG
Sierra Leone,BO,7/14/15,4,0,28,BO
Liberia,BONG,7/21/15,4,0,29,BONG
Sierra Leone,MOYAMBA,7/21/15,4,0.299954615,29,MOYAMBA
Guinea,NZEREKORE,7/28/15,4,0,30,NZEREKORE
Liberia,NIMBA,8/18/15,4,2.798184367,33,NIMBA
Sierra Leone,PUJEHUN,8/18/15,4,8.797870833,33,PUJEHUN
Guinea,KEROUANE,9/1/15,4,0.199886265,35,KEROUANE
Guinea,NZEREKORE,9/8/15,4,0,36,NZEREKORE
Guinea,KOUNDARA,9/22/15,0,3,38,KOUNDARA
Guinea,KOUROUSSA,9/22/15,0,0.099992544,38,KOUROUSSA
Sierra Leone,KAILAHUN,9/29/15,4,16.97065959,39,KAILAHUN
Sierra Leone,KAMBIA,9/29/15,4,0,39,KAMBIA
Guinea,BEYLA,10/6/15,4,0.499907829,40,BEYLA
Liberia,BOMI,10/6/15,4,0.099037416,40,BOMI
Sierra Leone,KAILAHUN,10/6/15,4,15.98256519,40,KAILAHUN
Sierra Leone,KAMBIA,10/6/15,4,0,40,KAMBIA
Guinea,BEYLA,10/13/15,4,0.799754211,41,BEYLA
Liberia,GRAND CAPE MOUNT,10/13/15,4,0,41,GRANDCAPEMOUNT
Liberia,NIMBA,10/13/15,4,6.189134245,41,NIMBA
Guinea,BEYLA,10/20/15,4,1.199483842,42,BEYLA
Liberia,BONG,10/27/15,4,0.099749907,43,BONG
Guinea,GUECKEDOU,11/3/15,4,0.297347707,44,GUECKEDOU
Liberia,GRAND CAPE MOUNT,11/3/15,4,0.099719635,44,GRANDCAPEMOUNT
Guinea,KANKAN,11/10/15,4,0,45,KANKAN
Guinea,KINDIA,11/10/15,4,0.49982889,45,KINDIA
Liberia,GBARPOLU,11/10/15,4,0,45,GBARPOLU
Guinea,SIGUIRI,11/17/15,4,5.398524694,46,SIGUIRI
Guinea,KINDIA,12/1/15,4,0.799452449,48,KINDIA
Guinea,KEROUANE,12/8/15,4,0,49,KEROUANE
Sierra Leone,KENEMA,12/8/15,4,1.685958521,49,KENEMA
Sierra Leone,MOYAMBA,12/8/15,4,0,49,MOYAMBA
Guinea,GUECKEDOU,12/15/15,4,1.188979621,50,GUECKEDOU
Sierra Leone,BO,12/22/15,4,0,51,BO
Guinea,COYAH,12/29/15,4,0.198826487,52,COYAH
Sierra Leone,BO,12/29/15,4,0,52,BO
Sierra Leone,TONKOLILI,12/29/15,4,18.30230099,52,TONKOLILI
Guinea,FARANAH,1/5/16,4,0.599037471,53,FARANAH
Sierra Leone,MOYAMBA,1/5/16,4,0,53,MOYAMBA
Guinea,BOFFA,1/12/16,4,0,54,BOFFA
Guinea,CONAKRY,1/12/16,4,2.39447437,54,CONAKRY
Guinea,LOLA,1/19/16,4,0,55,LOLA
Sierra Leone,KENEMA,1/26/16,4,0.297488799,56,KENEMA
Guinea,LOLA,2/2/16,4,0,57,LOLA
Guinea,KINDIA,3/29/16,4,0.199644092,65,KINDIA
Guinea,MACENTA,3/24/15,3,0.099969827,12,MACENTA
Guinea,GUECKEDOU,4/28/15,3,0,17,GUECKEDOU
Liberia,MONTSERRADO,5/5/15,3,0,18,MONTSERRADO
Sierra Leone,KAILAHUN,5/19/15,3,0.799947106,20,KAILAHUN
Guinea,BOFFA,5/26/15,3,0,21,BOFFA
Guinea,CONAKRY,5/26/15,3,0,21,CONAKRY
Sierra Leone,PORT LOKO,6/2/15,3,0,22,PORTLOKO
Guinea,BOFFA,6/9/15,3,0,23,BOFFA
Guinea,BOFFA,6/16/15,3,0,24,BOFFA
Liberia,BOMI,7/14/15,3,0,28,BOMI
Liberia,LOFA,7/14/15,3,0,28,LOFA
Guinea,SIGUIRI,7/21/15,3,0,29,SIGUIRI
Liberia,MARGIBI,7/21/15,3,5.598271965,29,MARGIBI
Guinea,GUECKEDOU,7/28/15,3,0,30,GUECKEDOU
Liberia,GRAND CAPE MOUNT,7/28/15,3,0.099980884,30,GRANDCAPEMOUNT
Liberia,RIVERCESS,7/28/15,3,11.89191512,30,RIVERCESS
Guinea,CONAKRY,8/4/15,3,0,31,CONAKRY
Guinea,MACENTA,8/4/15,3,8.490596147,31,MACENTA
Sierra Leone,WESTERN AREA RURAL,8/4/15,3,0.099994999,31,WESTERNAREARURAL
Guinea,PITA,8/11/15,3,0.399942251,32,PITA
Guinea,YOMOU,8/11/15,3,1.499575465,32,YOMOU
Liberia,GRAND BASSA,8/11/15,3,0,32,GRANDBASSA
Guinea,YOMOU,8/18/15,3,2.998641489,33,YOMOU
Liberia,GRAND BASSA,8/18/15,3,0,33,GRANDBASSA
Sierra Leone,MOYAMBA,8/18/15,3,0.099924359,33,MOYAMBA
Sierra Leone,TONKOLILI,8/18/15,3,6.19943612,33,TONKOLILI
Guinea,YOMOU,8/25/15,3,4.996886745,34,YOMOU
Sierra Leone,KONO,8/25/15,3,0.899872902,34,KONO
Sierra Leone,TONKOLILI,8/25/15,3,7.598790387,34,TONKOLILI
Guinea,CONAKRY,9/1/15,3,2.098602404,35,CONAKRY
Guinea,NZEREKORE,9/1/15,3,0,35,NZEREKORE
Liberia,GRAND CAPE MOUNT,9/1/15,3,0,35,GRANDCAPEMOUNT
Sierra Leone,PUJEHUN,9/1/15,3,6.797649621,35,PUJEHUN
Liberia,BONG,9/8/15,3,0.199762048,36,BONG
Liberia,GRAND CAPE MOUNT,9/8/15,3,0,36,GRANDCAPEMOUNT
Sierra Leone,MOYAMBA,9/8/15,3,0.099875948,36,MOYAMBA
Sierra Leone,BO,9/15/15,3,0,37,BO
Sierra Leone,KONO,9/15/15,3,0.099938805,37,KONO
Sierra Leone,PUJEHUN,9/15/15,3,4.098157717,37,PUJEHUN
Guinea,LABE,9/22/15,0,0.4,38,LABE
Guinea,LELOUMA,9/22/15,0,1.2,38,LELOUMA
Guinea,KEROUANE,9/29/15,3,0.099872048,39,KEROUANE
Liberia,BOMI,9/29/15,3,0,39,BOMI
Liberia,LOFA,9/29/15,3,0.198046349,39,LOFA
Liberia,NIMBA,9/29/15,3,4.792176656,39,NIMBA
Sierra Leone,PUJEHUN,9/29/15,3,1.698707291,39,PUJEHUN
Liberia,BONG,10/6/15,3,0.598630559,40,BONG
Liberia,NIMBA,10/6/15,3,5.989905363,40,NIMBA
Sierra Leone,KAMBIA,10/13/15,3,0,41,KAMBIA
Sierra Leone,KONO,10/13/15,3,0,41,KONO
Guinea,FORECARIAH,10/20/15,3,5.597024308,42,FORECARIAH
Guinea,LOLA,10/20/15,3,0.099902975,42,LOLA
Liberia,BONG,10/20/15,3,0.199519239,42,BONG
Sierra Leone,KAILAHUN,10/20/15,3,10.35421038,42,KAILAHUN
Liberia,GRAND BASSA,10/27/15,3,0,43,GRANDBASSA
Liberia,SINOE,10/27/15,3,1.19838674,43,SINOE
Sierra Leone,KAILAHUN,10/27/15,3,9.959096479,43,KAILAHUN
Sierra Leone,KONO,10/27/15,3,0,43,KONO
Guinea,FORECARIAH,11/3/15,3,5.895659087,44,FORECARIAH
Guinea,KANKAN,11/3/15,3,0,44,KANKAN
Guinea,SIGUIRI,11/3/15,3,8.898336327,44,SIGUIRI
Sierra Leone,KAILAHUN,11/3/15,3,9.564035474,44,KAILAHUN
Guinea,CONAKRY,11/10/15,3,0.099850707,45,CONAKRY
Guinea,KOUROUSSA,11/10/15,3,0.899798676,45,KOUROUSSA
Liberia,GRAND CAPE MOUNT,11/10/15,3,0.398802075,45,GRANDCAPEMOUNT
Guinea,BEYLA,11/17/15,3,2.696432982,46,BEYLA
Sierra Leone,KAILAHUN,11/17/15,3,7.394211612,46,KAILAHUN
Guinea,DUBREKA,11/24/15,3,0.199805126,47,DUBREKA
Guinea,FARANAH,11/24/15,3,1.597889566,47,FARANAH
Liberia,BOMI,11/24/15,3,0.197670546,47,BOMI
Guinea,GUECKEDOU,12/1/15,3,1.5855803,48,GUECKEDOU
Guinea,KANKAN,12/1/15,3,0,48,KANKAN
Guinea,KEROUANE,12/1/15,3,0,48,KEROUANE
Guinea,KOUROUSSA,12/1/15,3,0,48,KOUROUSSA
Guinea,SIGUIRI,12/1/15,3,1.199603134,48,SIGUIRI
Guinea,DUBREKA,12/8/15,3,0.49939102,49,DUBREKA
Guinea,TELIMELE,12/15/15,3,2.197440408,50,TELIMELE
Sierra Leone,BO,12/15/15,3,0,50,BO
Guinea,NZEREKORE,12/22/15,3,0,51,NZEREKORE
Sierra Leone,TONKOLILI,1/12/16,3,12.16352288,54,TONKOLILI
Sierra Leone,BOMBALI,2/2/16,3,0.294171953,57,BOMBALI
Sierra Leone,TONKOLILI,2/9/16,3,7.118473886,58,TONKOLILI
Sierra Leone,WESTERN AREA RURAL,2/16/16,3,0.49471979,59,WESTERNAREARURAL
Guinea,DUBREKA,2/23/16,3,0,60,DUBREKA
Sierra Leone,KAMBIA,2/23/16,3,0.298196184,60,KAMBIA
Guinea,BOFFA,3/8/16,3,0,62,BOFFA
Guinea,KINDIA,3/8/16,3,0,62,KINDIA
Guinea,DUBREKA,3/22/16,3,0,64,DUBREKA
Guinea,FRIA,3/22/16,3,0.299844603,64,FRIA
Guinea,MACENTA,3/3/15,2,0,9,MACENTA
Guinea,MACENTA,3/10/15,2,0,10,MACENTA
Guinea,DABOLA,3/24/15,2,0,12,DABOLA
Guinea,MACENTA,3/31/15,2,0.299889366,13,MACENTA
Liberia,LOFA,3/31/15,2,0,13,LOFA
Guinea,CONAKRY,4/21/15,2,0,16,CONAKRY
Guinea,TELIMELE,6/2/15,2,0,22,TELIMELE
Liberia,LOFA,6/2/15,2,0,22,LOFA
Guinea,BOFFA,6/23/15,2,0,25,BOFFA
Sierra Leone,KONO,6/30/15,2,0,26,KONO
Liberia,NIMBA,7/7/15,2,0.199989485,27,NIMBA
Liberia,RIVERCESS,7/7/15,2,7.098392083,27,RIVERCESS
Sierra Leone,PORT LOKO,7/7/15,2,0,27,PORTLOKO
Sierra Leone,WESTERN AREA URBAN,7/7/15,2,0.099994893,27,WESTERNAREAURBAN
Liberia,NIMBA,7/14/15,2,0.599947424,28,NIMBA
Guinea,MACENTA,7/21/15,2,3.996245164,29,MACENTA
Liberia,GRAND BASSA,7/21/15,2,0,29,GRANDBASSA
Guinea,MACENTA,7/28/15,2,5.294669474,30,MACENTA
Guinea,SIGUIRI,7/28/15,2,0,30,SIGUIRI
Sierra Leone,PUJEHUN,7/28/15,2,14.19901837,30,PUJEHUN
Guinea,YOMOU,8/4/15,2,1.09987547,31,YOMOU
Liberia,BOMI,8/4/15,2,0,31,BOMI
Liberia,NIMBA,8/4/15,2,2.299516299,31,NIMBA
Sierra Leone,BOMBALI,8/4/15,2,0,31,BOMBALI
Guinea,COYAH,9/8/15,2,0,36,COYAH
Guinea,DALABA,9/8/15,2,0,36,DALABA
Liberia,GRAND BASSA,9/8/15,2,0,36,GRANDBASSA
Guinea,COYAH,9/15/15,2,0,37,COYAH
Guinea,NZEREKORE,9/15/15,2,0.49974755,37,NZEREKORE
Liberia,RIVER GEE,9/15/15,2,0.69966054,37,RIVERGEE
Guinea,LOLA,9/22/15,0,0,38,LOLA
Guinea,MACENTA,9/22/15,64,3.35828109,38,MACENTA
Guinea,MALI,9/22/15,0,9.3,38,MALI
Guinea,COYAH,9/29/15,2,0,39,COYAH
Guinea,GUECKEDOU,9/29/15,2,0.694075176,39,GUECKEDOU
Liberia,SINOE,9/29/15,2,1.898948218,39,SINOE
Guinea,GUECKEDOU,10/6/15,2,1.090614174,40,GUECKEDOU
Guinea,KINDIA,10/6/15,2,0,40,KINDIA
Liberia,GBARPOLU,10/6/15,2,0,40,GBARPOLU
Liberia,GRAND CAPE MOUNT,10/6/15,2,0,40,GRANDCAPEMOUNT
Guinea,GUECKEDOU,10/13/15,2,1.288818565,41,GUECKEDOU
Guinea,LOLA,10/13/15,2,0.099920097,41,LOLA
Liberia,BONG,10/13/15,2,0.299300711,41,BONG
Liberia,LOFA,10/13/15,2,0.098999778,41,LOFA
Liberia,SINOE,10/13/15,2,1.897896435,41,SINOE
Guinea,GUECKEDOU,10/20/15,2,0.991330361,42,GUECKEDOU
Guinea,SIGUIRI,10/20/15,2,3.599482349,42,SIGUIRI
Liberia,GRAND BASSA,10/20/15,2,0,42,GRANDBASSA
Sierra Leone,KAMBIA,10/20/15,2,0,42,KAMBIA
Guinea,BEYLA,10/27/15,2,0.999508421,43,BEYLA
Guinea,FORECARIAH,10/27/15,2,5.096873071,43,FORECARIAH
Guinea,LOLA,11/10/15,2,0.099891561,45,LOLA
Guinea,SIGUIRI,11/10/15,2,8.29820979,45,SIGUIRI
Liberia,BOMI,11/10/15,2,0,45,BOMI
Liberia,GRAND BASSA,11/10/15,2,0,45,GRANDBASSA
Guinea,FORECARIAH,11/17/15,2,4.895994261,46,FORECARIAH
Sierra Leone,KENEMA,11/17/15,2,7.537828763,46,KENEMA
Sierra Leone,KOINADUGU,11/17/15,2,0,46,KOINADUGU
Guinea,FORECARIAH,11/24/15,2,2.09811158,47,FORECARIAH
Guinea,DABOLA,12/1/15,2,0.899655646,48,DABOLA
Guinea,FARANAH,12/1/15,2,1.49791452,48,FARANAH
Guinea,LOLA,12/1/15,2,0,48,LOLA
Guinea,TELIMELE,12/1/15,2,1.998237196,48,TELIMELE
Guinea,LOLA,12/8/15,2,0,49,LOLA
Guinea,MACENTA,12/8/15,2,0,49,MACENTA
Sierra Leone,KAILAHUN,12/8/15,2,5.71780683,49,KAILAHUN
Sierra Leone,KOINADUGU,12/8/15,2,0,49,KOINADUGU
Guinea,BEYLA,12/15/15,2,0.299576013,50,BEYLA
Guinea,DUBREKA,12/15/15,2,0.798976914,50,DUBREKA
Sierra Leone,KENEMA,12/15/15,2,2.082588058,50,KENEMA
Guinea,FARANAH,12/22/15,2,0.399415353,51,FARANAH
Guinea,KANKAN,12/22/15,2,0,51,KANKAN
Guinea,FRIA,12/29/15,2,3.399295534,52,FRIA
Guinea,KANKAN,12/29/15,2,0,52,KANKAN
Guinea,KANKAN,1/5/16,2,0,53,KANKAN
Guinea,COYAH,1/12/16,2,0.49687694,54,COYAH
Guinea,LOLA,1/12/16,2,0,54,LOLA
Sierra Leone,BO,1/12/16,2,0.397582361,54,BO
Guinea,NZEREKORE,1/19/16,2,0,55,NZEREKORE
Guinea,TOUGUE,1/26/16,2,0,56,TOUGUE
Sierra Leone,MOYAMBA,1/26/16,2,0,56,MOYAMBA
Sierra Leone,KONO,2/2/16,2,0,57,KONO
Sierra Leone,MOYAMBA,2/2/16,2,0,57,MOYAMBA
Sierra Leone,TONKOLILI,2/2/16,2,7.118965008,57,TONKOLILI
Guinea,COYAH,2/9/16,2,0.09935646,58,COYAH
Guinea,MALI,2/9/16,2,0,58,MALI
Sierra Leone,BOMBALI,2/9/16,2,0.392213807,58,BOMBALI
Guinea,MACENTA,2/23/16,2,0,60,MACENTA
Guinea,BOFFA,3/1/16,2,0,61,BOFFA
Guinea,KINDIA,3/1/16,2,0,61,KINDIA
Guinea,DUBREKA,3/8/16,2,0,62,DUBREKA
Guinea,BOFFA,3/22/16,2,0,64,BOFFA
Guinea,SIGUIRI,3/22/16,2,0,64,SIGUIRI
Guinea,CONAKRY,4/5/16,2,0.398721718,66,CONAKRY
Guinea,COYAH,4/5/16,2,0,66,COYAH
Guinea,MACENTA,2/24/15,1,0,8,MACENTA
Guinea,CONAKRY,3/10/15,1,0,10,CONAKRY
Guinea,MACENTA,3/17/15,1,0.099979885,11,MACENTA
Liberia,LOFA,3/17/15,1,0,11,LOFA
Liberia,MARGIBI,3/24/15,1,0,12,MARGIBI
Guinea,SIGUIRI,3/31/15,1,0,13,SIGUIRI
Liberia,LOFA,4/28/15,1,0,17,LOFA
Liberia,LOFA,5/5/15,1,0,18,LOFA
Guinea,BOFFA,5/19/15,1,0,20,BOFFA
Guinea,CONAKRY,5/19/15,1,0,20,CONAKRY
Liberia,MONTSERRADO,5/19/15,1,0,20,MONTSERRADO
Guinea,KOUROUSSA,5/26/15,1,0,21,KOUROUSSA
Guinea,KINDIA,6/2/15,1,0,22,KINDIA
Guinea,MACENTA,6/2/15,1,0.199825668,22,MACENTA
Liberia,MONTSERRADO,6/2/15,1,0,22,MONTSERRADO
Sierra Leone,KENEMA,6/2/15,1,0,22,KENEMA
Guinea,CONAKRY,6/9/15,1,0,23,CONAKRY
Guinea,TELIMELE,6/9/15,1,0.099918911,23,TELIMELE
Liberia,MARGIBI,6/9/15,1,0.599953713,23,MARGIBI
Sierra Leone,BOMBALI,6/9/15,1,0,23,BOMBALI
Sierra Leone,KENEMA,6/9/15,1,0,23,KENEMA
Sierra Leone,MOYAMBA,6/9/15,1,0,23,MOYAMBA
Sierra Leone,PORT LOKO,6/9/15,1,0,23,PORTLOKO
Liberia,BOMI,6/16/15,1,0,24,BOMI
Sierra Leone,BO,6/16/15,1,1.299977867,24,BO
Sierra Leone,WESTERN AREA URBAN,6/16/15,1,0,24,WESTERNAREAURBAN
