"","Country","DistrictName","Week","Probable","Confirmed","ConfirmedFOI","ProbableFOI","DistrictID","WeekID","ProbableCumulative","ConfirmedCumulative","PopulationSize"
"6574","Guinea","BEYLA","1/5/15",1,1,0.693074977340111,0.693074977340111,"BEYLA",53,0,0,325482
"6576","Guinea","BOFFA","1/5/15",1,0,1.71372412443239,1.79164101416621,"BOFFA",53,0,0,211063
"6578","Guinea","BOKE","1/5/15",0,0,3.98712829403138,4.11005166726853,"BOKE",53,0,0,449405
"6580","Guinea","CONAKRY","1/5/15",14,9,3.67100245526042,3.69734988030065,"CONAKRY",53,0,0,1667864
"6582","Guinea","COYAH","1/5/15",8,8,2.1911052842177,2.30699637152891,"COYAH",53,0,0,264164
"6584","Guinea","DABOLA","1/5/15",0,0,2.66021378282413,3.37751360178343,"DABOLA",53,0,0,182951
"6586","Guinea","DALABA","1/5/15",0,0,1.66765325481307,1.68634515713105,"DALABA",53,0,0,136320
"6588","Guinea","DINGUIRAYE","1/5/15",0,0,0.78845736036427,1.08180179198462,"DINGUIRAYE",53,0,0,195662
"6590","Guinea","DUBREKA","1/5/15",5,5,1.6484618588392,1.69540425910174,"DUBREKA",53,0,0,328418
"6592","Guinea","FARANAH","1/5/15",5,4,2.19708197026481,2.27704650966505,"FARANAH",53,0,0,280511
"6594","Guinea","FORECARIAH","1/5/15",21,12,1.19603005892509,1.24032495894826,"FORECARIAH",53,0,0,244649
"6596","Guinea","FRIA","1/5/15",0,0,3.13111709555812,3.17594846918705,"FRIA",53,0,0,96527
"6598","Guinea","GAOUAL","1/5/15",0,0,0.641853886172395,0.667829372575655,"GAOUAL",53,0,0,194245
"6600","Guinea","GUECKEDOU","1/5/15",0,0,3.07412912438622,3.07376594176118,"GUECKEDOU",53,0,0,291823
"6602","Guinea","KANKAN","1/5/15",2,2,0.667796350748225,0.667795318798547,"KANKAN",53,0,0,472112
"6604","Guinea","KEROUANE","1/5/15",0,0,0.336254220942178,0.336251512373962,"KEROUANE",53,0,0,211017
"6606","Guinea","KINDIA","1/5/15",0,0,1.72398313067499,1.91046442845677,"KINDIA",53,0,0,438315
"6608","Guinea","KISSIDOUGOU","1/5/15",0,0,2.23001440015921,2.23001440015921,"KISSIDOUGOU",53,0,0,283609
"6610","Guinea","KOUBIA","1/5/15",0,0,0,0,"KOUBIA",53,0,0,101171
"6612","Guinea","KOUNDARA","1/5/15",0,0,0,0,"KOUNDARA",53,0,0,130205
"6614","Guinea","KOUROUSSA","1/5/15",0,0,1.04727543194078,1.28087999184199,"KOUROUSSA",53,0,0,268224
"6616","Guinea","LABE","1/5/15",0,0,1.20896034583698,1.22377543162212,"LABE",53,0,0,318663
"6618","Guinea","LELOUMA","1/5/15",0,0,1.44691898293633,1.47017584510059,"LELOUMA",53,0,0,162634
"6620","Guinea","LOLA","1/5/15",0,0,0.0815509238527235,0.124373489480451,"LOLA",53,0,0,175213
"6622","Guinea","MACENTA","1/5/15",0,0,3.07962986497331,3.2614603365572,"MACENTA",53,0,0,298282
"6624","Guinea","MALI","1/5/15",0,0,0,0,"MALI",53,0,0,290320
"6626","Guinea","MAMOU","1/5/15",0,0,0.741937344729378,1.06471073699243,"MAMOU",53,0,0,318738
"6628","Guinea","N'ZEREKORE","1/5/15",0,0,3.02089798624985,3.21687124052588,"NZEREKORE",53,0,0,396118
"6630","Guinea","PITA","1/5/15",0,0,3.85118613733889,3.87429286281075,"PITA",53,0,0,277059
"6632","Guinea","SIGUIRI","1/5/15",0,0,2.48487501504845,2.48486710620719,"SIGUIRI",53,0,0,695449
"6634","Guinea","TELIMELE","1/5/15",0,0,3.21673844098145,3.27511027812199,"TELIMELE",53,0,0,283639
"6636","Guinea","TOUGUE","1/5/15",0,0,0.0953101798043249,0.0953101798043249,"TOUGUE",53,0,0,122959
"6638","Guinea","YOMOU","1/5/15",0,0,5.96360156061538,6.16552337336615,"YOMOU",53,0,0,176664
"6640","Liberia","BOMI","1/5/15",0,0,0.692564647390836,0.692280479170972,"BOMI",53,0,0,103887
"6642","Liberia","BONG","1/5/15",0,0,1.00042304309333,1.35746865603745,"BONG",53,0,0,411847
"6644","Liberia","GBARPOLU","1/5/15",0,0,0.0582617628229044,0.0629665021090439,"GBARPOLU",53,0,0,102984
"6646","Liberia","GRAND BASSA","1/5/15",0,0,0.530563579398145,0.974329923734612,"GRANDBASSA",53,0,0,273790
"6648","Liberia","GRAND CAPE MOUNT","1/5/15",0,0,0.0582429391131796,0.0676144607522177,"GRANDCAPEMOUNT",53,0,0,156938
"6650","Liberia","GRAND GEDEH","1/5/15",0,0,2.38414747397793,2.66721015992272,"GRANDGEDEH",53,0,0,154693
"6652","Liberia","GRAND KRU","1/5/15",0,0,2.31744849676334,2.54531220079008,"GRANDKRU",53,0,0,71522
"6654","Liberia","LOFA","1/5/15",0,0,0.70258936601467,0.804571123204219,"LOFA",53,0,0,341924
"6656","Liberia","MARGIBI","1/5/15",0,0,0,0,"MARGIBI",53,0,0,259254
"6658","Liberia","MARYLAND","1/5/15",0,0,1.14739838726169,1.22377122700439,"MARYLAND",53,0,0,167883
"6660","Liberia","MONTSERRADO","1/5/15",0,0,0.0487232687525982,0.0486975438597733,"MONTSERRADO",53,0,0,1381022
"6662","Liberia","NIMBA","1/5/15",0,0,3.13401970170139,3.79593570539073,"NIMBA",53,0,0,570600
"6664","Liberia","RIVER GEE","1/5/15",0,0,3.93174242833793,4.06632827644938,"RIVERGEE",53,0,0,82484
"6666","Liberia","RIVERCESS","1/5/15",0,0,2.16313259284575,2.48460559178865,"RIVERCESS",53,0,0,88313
"6668","Liberia","SINOE","1/5/15",0,0,4.96863757729443,5.25757479830449,"SINOE",53,0,0,126452
"6670","Sierra Leone","BO","1/5/15",7,6,2.12770210928213,2.60941654660882,"BO",53,0,0,587350
"6672","Sierra Leone","BOMBALI","1/5/15",15,14,3.43865726804689,3.50084080967083,"BOMBALI",53,0,0,517326
"6674","Sierra Leone","BONTHE","1/5/15",0,0,0,0.223141290760532,"BONTHE",53,0,0,176948
"6676","Sierra Leone","KAILAHUN","1/5/15",0,0,0.222860086419086,0.299685677388486,"KAILAHUN",53,0,0,453736
"6678","Sierra Leone","KAMBIA","1/5/15",21,19,0.765225824289285,0.765207084980366,"KAMBIA",53,0,0,342607
"6680","Sierra Leone","KENEMA","1/5/15",0,0,2.50067448412498,2.79954196698754,"KENEMA",53,0,0,630774
"6682","Sierra Leone","KOINADUGU","1/5/15",1,1,2.23658922851488,2.43009948799293,"KOINADUGU",53,0,0,336648
"6684","Sierra Leone","KONO","1/5/15",36,28,2.13336927336858,2.35508773107754,"KONO",53,0,0,424868
"6686","Sierra Leone","MOYAMBA","1/5/15",4,4,2.3068558093272,2.52094953717253,"MOYAMBA",53,0,0,330507
"6688","Sierra Leone","PORT LOKO","1/5/15",48,35,2.41377088604931,2.59591942450735,"PORTLOKO",53,0,0,574781
"6690","Sierra Leone","PUJEHUN","1/5/15",0,0,0.18230715485603,1.23828831728085,"PUJEHUN",53,0,0,289315
"6692","Sierra Leone","TONKOLILI","1/5/15",15,15,4.98490519904996,5.22762077539292,"TONKOLILI",53,0,0,439810
"6694","Sierra Leone","WESTERN AREA RURAL","1/5/15",53,47,3.81122001838528,3.94045327845836,"WESTERNAREARURAL",53,0,0,1199763
"6696","Sierra Leone","WESTERN AREA URBAN","1/5/15",124,102,4.99411125913132,5.1514353610107,"WESTERNAREAURBAN",53,0,0,979034
"6698","Guinea","BEYLA","1/12/15",0,0,0.693074977340111,0.693074977340111,"BEYLA",54,0,0,325482
"6700","Guinea","BOFFA","1/12/15",4,4,1.43500149540235,1.51500153997204,"BOFFA",54,0,0,211063
"6702","Guinea","BOKE","1/12/15",0,0,3.64021211536919,3.78759075228332,"BOKE",54,0,0,449405
"6704","Guinea","CONAKRY","1/12/15",4,4,3.22860501487403,3.23056422873901,"CONAKRY",54,0,0,1667864
"6706","Guinea","COYAH","1/12/15",2,2,1.97354302100417,2.10356560962386,"COYAH",54,0,0,264164
"6708","Guinea","DABOLA","1/12/15",0,0,2.58017136183908,3.30497980336174,"DABOLA",54,0,0,182951
"6710","Guinea","DALABA","1/12/15",0,0,1.50402604569257,1.51507572064711,"DALABA",54,0,0,136320
"6712","Guinea","DINGUIRAYE","1/12/15",0,0,0.53062825106217,0.875465756017703,"DINGUIRAYE",54,0,0,195662
"6714","Guinea","DUBREKA","1/12/15",5,5,1.34788153850255,1.37351089442844,"DUBREKA",54,0,0,328418
"6716","Guinea","FARANAH","1/12/15",1,1,1.83244370565131,2.07295374954126,"FARANAH",54,0,0,280511
"6718","Guinea","FORECARIAH","1/12/15",1,0,0.91013342028863,0.930003038716415,"FORECARIAH",54,0,0,244649
"6720","Guinea","FRIA","1/12/15",0,0,2.09184589989631,2.09799974977731,"FRIA",54,0,0,96527
"6722","Guinea","GAOUAL","1/12/15",0,0,0.741937344729377,0.765467842139572,"GAOUAL",54,0,0,194245
"6724","Guinea","GUECKEDOU","1/12/15",0,0,2.5831481374406,2.58656222995458,"GUECKEDOU",54,0,0,291823
"6726","Guinea","KANKAN","1/12/15",1,0,0.182310259975703,0.182309553920325,"KANKAN",54,0,0,472112
"6728","Guinea","KEROUANE","1/12/15",0,0,0.0952408163347621,0.0952399546464995,"KEROUANE",54,0,0,211017
"6730","Guinea","KINDIA","1/12/15",0,0,1.38242622424029,1.41931953160067,"KINDIA",54,0,0,438315
"6732","Guinea","KISSIDOUGOU","1/12/15",0,0,1.02961941718116,1.04731899428056,"KISSIDOUGOU",54,0,0,283609
"6734","Guinea","KOUBIA","1/12/15",0,0,0,0,"KOUBIA",54,0,0,101171
"6736","Guinea","KOUNDARA","1/12/15",0,0,0,0,"KOUNDARA",54,0,0,130205
"6738","Guinea","KOUROUSSA","1/12/15",0,0,0.667796678356937,0.993204823862554,"KOUROUSSA",54,0,0,268224
"6740","Guinea","LABE","1/12/15",0,0,0.955511445027436,0.974559639998131,"LABE",54,0,0,318663
"6742","Guinea","LELOUMA","1/12/15",0,0,1.30833281965018,1.33500106673234,"LELOUMA",54,0,0,162634
"6744","Guinea","LOLA","1/12/15",2,2,0.076932715422551,0.0998003208706498,"LOLA",54,0,0,175213
"6746","Guinea","MACENTA","1/12/15",0,0,2.66152681164354,2.89907427923705,"MACENTA",54,0,0,298282
"6748","Guinea","MALI","1/12/15",0,0,0,0,"MALI",54,0,0,290320
"6750","Guinea","MAMOU","1/12/15",0,0,0.641853886172395,0.974559639998131,"MAMOU",54,0,0,318738
"6752","Guinea","N'ZEREKORE","1/12/15",2,1,2.62127409454797,2.87070424736813,"NZEREKORE",54,0,0,396118
"6754","Guinea","PITA","1/12/15",0,0,3.47194197151304,3.50402676040598,"PITA",54,0,0,277059
"6756","Guinea","SIGUIRI","1/12/15",0,0,1.09858928168405,1.09858352985533,"SIGUIRI",54,0,0,695449
"6758","Guinea","TELIMELE","1/12/15",0,0,3.28077548391283,3.3302710117739,"TELIMELE",54,0,0,283639
"6760","Guinea","TOUGUE","1/12/15",0,0,0.0953101798043249,0.0953101798043249,"TOUGUE",54,0,0,122959
"6762","Guinea","YOMOU","1/12/15",0,0,5.53738470982964,5.80221680204783,"YOMOU",54,0,0,176664
"6764","Liberia","BOMI","1/12/15",0,0,0,0,"BOMI",54,0,0,103887
"6766","Liberia","BONG","1/12/15",0,0,0.825085771128875,1.08997803636932,"BONG",54,0,0,411847
"6768","Liberia","GBARPOLU","1/12/15",0,0,0.0049869134849648,0.0124208416829818,"GBARPOLU",54,0,0,102984
"6770","Liberia","GRAND BASSA","1/12/15",0,0,0.50071341597421,0.765270506275032,"GRANDBASSA",54,0,0,273790
"6772","Liberia","GRAND CAPE MOUNT","1/12/15",0,0,0.00498525902136774,0.012414181371638,"GRANDCAPEMOUNT",54,0,0,156938
"6774","Liberia","GRAND GEDEH","1/12/15",0,0,2.00146322752905,2.30256763891685,"GRANDGEDEH",54,0,0,154693
"6776","Liberia","GRAND KRU","1/12/15",0,0,1.91689876074199,2.18584027201626,"GRANDKRU",54,0,0,71522
"6778","Liberia","LOFA","1/12/15",0,0,0.507921497439322,0.617228000365697,"LOFA",54,0,0,341924
"6780","Liberia","MARGIBI","1/12/15",0,0,0,0,"MARGIBI",54,0,0,259254
"6782","Liberia","MARYLAND","1/12/15",0,0,1.08180123297718,1.14739838726169,"MARYLAND",54,0,0,167883
"6784","Liberia","MONTSERRADO","1/12/15",0,0,0,0,"MONTSERRADO",54,0,0,1381022
"6786","Liberia","NIMBA","1/12/15",0,0,2.86388937675483,3.38822735129847,"NIMBA",54,0,0,570600
"6788","Liberia","RIVER GEE","1/12/15",0,0,3.78069178578233,3.90687977645535,"RIVERGEE",54,0,0,82484
"6790","Liberia","RIVERCESS","1/12/15",0,0,1.86389832605662,2.18012614391564,"RIVERCESS",54,0,0,88313
"6792","Liberia","SINOE","1/12/15",0,0,4.38936587030363,4.78146095025855,"SINOE",54,0,0,126452
"6794","Sierra Leone","BO","1/12/15",6,2,2.41981729263264,2.74980130842803,"BO",54,0,0,587350
"6796","Sierra Leone","BOMBALI","1/12/15",5,5,3.04981872612465,3.10721993040851,"BOMBALI",54,0,0,517326
"6798","Sierra Leone","BONTHE","1/12/15",0,0,0.18232061489721,0.300101662101997,"BONTHE",54,0,0,176948
"6800","Sierra Leone","KAILAHUN","1/12/15",0,0,0.122054587512937,0.246506629917131,"KAILAHUN",54,0,0,453736
"6802","Sierra Leone","KAMBIA","1/12/15",7,7,0.530433531231453,0.530419106031865,"KAMBIA",54,0,0,342607
"6804","Sierra Leone","KENEMA","1/12/15",1,1,2.23463419018603,2.62026380466478,"KENEMA",54,0,0,630774
"6806","Sierra Leone","KOINADUGU","1/12/15",0,0,2.06140543036555,2.20921859895093,"KOINADUGU",54,0,0,336648
"6808","Sierra Leone","KONO","1/12/15",16,5,1.98434073793254,2.15997347621781,"KONO",54,0,0,424868
"6810","Sierra Leone","MOYAMBA","1/12/15",5,5,2.133451271871,2.29176741354247,"MOYAMBA",54,0,0,330507
"6812","Sierra Leone","PORT LOKO","1/12/15",44,33,2.18951240425699,2.32422557161136,"PORTLOKO",54,0,0,574781
"6814","Sierra Leone","PUJEHUN","1/12/15",0,0,0.262344323267442,0.469958262438892,"PUJEHUN",54,0,0,289315
"6816","Sierra Leone","TONKOLILI","1/12/15",3,3,4.82721243761308,5.01128175221858,"TONKOLILI",54,0,0,439810
"6818","Sierra Leone","WESTERN AREA RURAL","1/12/15",13,13,3.36803774869382,3.4296320645178,"WESTERNAREARURAL",54,0,0,1199763
"6820","Sierra Leone","WESTERN AREA URBAN","1/12/15",67,39,4.81087331154864,4.94021439151132,"WESTERNAREAURBAN",54,0,0,979034
"6822","Guinea","BEYLA","1/19/15",0,0,0.693074977340111,0.693074977340111,"BEYLA",55,0,0,325482
"6824","Guinea","BOFFA","1/19/15",0,0,0.916225346415005,1.06460519012887,"BOFFA",55,0,0,211063
"6826","Guinea","BOKE","1/19/15",0,0,3.02042276952234,3.31600039120046,"BOKE",55,0,0,449405
"6828","Guinea","CONAKRY","1/19/15",8,6,2.42015505900563,2.42457043197232,"CONAKRY",55,0,0,1667864
"6830","Guinea","COYAH","1/19/15",1,1,1.87127031451733,2.01433856535022,"COYAH",55,0,0,264164
"6832","Guinea","DABOLA","1/19/15",0,0,3.33572213237271,3.93468746241606,"DABOLA",55,0,0,182951
"6834","Guinea","DALABA","1/19/15",0,0,0.854377400406553,0.875430224288338,"DALABA",55,0,0,136320
"6836","Guinea","DINGUIRAYE","1/19/15",0,0,0.8754687373539,1.26694393230346,"DINGUIRAYE",55,0,0,195662
"6838","Guinea","DUBREKA","1/19/15",0,0,0.832762824642422,0.875308867320284,"DUBREKA",55,0,0,328418
"6840","Guinea","FARANAH","1/19/15",0,0,1.5367384907759,1.91670974267834,"FARANAH",55,0,0,280511
"6842","Guinea","FORECARIAH","1/19/15",28,15,0.576484393425742,0.604121289636084,"FORECARIAH",55,0,0,244649
"6844","Guinea","FRIA","1/19/15",0,0,0.916278300042034,0.936080764829581,"FRIA",55,0,0,96527
"6846","Guinea","GAOUAL","1/19/15",0,0,0.405465108108164,0.438254930931155,"GAOUAL",55,0,0,194245
"6848","Guinea","GUECKEDOU","1/19/15",0,0,1.95965746001283,1.96634416642207,"GUECKEDOU",55,0,0,291823
"6850","Guinea","KANKAN","1/19/15",0,0,0.0953040179192809,0.095303632800205,"KANKAN",55,0,0,472112
"6852","Guinea","KEROUANE","1/19/15",0,0,0.048753831523519,0.0487533801780015,"KEROUANE",55,0,0,211017
"6854","Guinea","KINDIA","1/19/15",1,1,1.14013152748049,1.18692555878447,"KINDIA",55,0,0,438315
"6856","Guinea","KISSIDOUGOU","1/19/15",0,0,0.336472236621213,0.371563556432483,"KISSIDOUGOU",55,0,0,283609
"6858","Guinea","KOUBIA","1/19/15",0,0,0,0,"KOUBIA",55,0,0,101171
"6860","Guinea","KOUNDARA","1/19/15",0,0,0,0,"KOUNDARA",55,0,0,130205
"6862","Guinea","KOUROUSSA","1/19/15",0,0,0.916250466210247,1.30827840620593,"KOUROUSSA",55,0,0,268224
"6864","Guinea","LABE","1/19/15",0,0,0.854415328156068,0.8754687373539,"LABE",55,0,0,318663
"6866","Guinea","LELOUMA","1/19/15",0,0,1.04731899428056,1.08180517035173,"LELOUMA",55,0,0,162634
"6868","Guinea","LOLA","1/19/15",4,4,0.0676321383325508,0.0815410869064208,"LOLA",55,0,0,175213
"6870","Guinea","MACENTA","1/19/15",1,1,2.33964295530414,2.60038682632805,"MACENTA",55,0,0,298282
"6872","Guinea","MALI","1/19/15",1,1,0,0,"MALI",55,0,0,290320
"6874","Guinea","MAMOU","1/19/15",0,0,0.896088024556636,1.2947271675944,"MAMOU",55,0,0,318738
"6876","Guinea","N'ZEREKORE","1/19/15",3,2,2.31600546818496,2.58491277069465,"NZEREKORE",55,0,0,396118
"6878","Guinea","PITA","1/19/15",0,0,3.34987970810519,3.3860558458945,"PITA",55,0,0,277059
"6880","Guinea","SIGUIRI","1/19/15",0,0,0.693129925371525,0.693125611527898,"SIGUIRI",55,0,0,695449
"6882","Guinea","TELIMELE","1/19/15",0,0,2.59138591562554,2.69110174968819,"TELIMELE",55,0,0,283639
"6884","Guinea","TOUGUE","1/19/15",0,0,0,0,"TOUGUE",55,0,0,122959
"6886","Guinea","YOMOU","1/19/15",0,0,5.20404901649017,5.49724400813096,"YOMOU",55,0,0,176664
"6888","Liberia","BOMI","1/19/15",0,0,0,0,"BOMI",55,0,0,103887
"6890","Liberia","BONG","1/19/15",0,0,0.643012150233383,0.857371014977979,"BONG",55,0,0,411847
"6892","Liberia","GBARPOLU","1/19/15",0,0,0.00994908101871111,0.0148866034752667,"GBARPOLU",55,0,0,102984
"6894","Liberia","GRAND BASSA","1/19/15",0,0,0.37151481413796,0.559457677206967,"GRANDBASSA",55,0,0,273790
"6896","Liberia","GRAND CAPE MOUNT","1/19/15",0,0,0.00746859959787892,0.012414181371638,"GRANDCAPEMOUNT",55,0,0,156938
"6898","Liberia","GRAND GEDEH","1/19/15",0,0,1.63898108698326,1.90209102752586,"GRANDGEDEH",55,0,0,154693
"6900","Liberia","GRAND KRU","1/19/15",0,0,1.55812254141562,1.79156137535655,"GRANDKRU",55,0,0,71522
"6902","Liberia","LOFA","1/19/15",0,0,0.3849406799171,0.484959860636402,"LOFA",55,0,0,341924
"6904","Liberia","MARGIBI","1/19/15",0,0,0,0,"MARGIBI",55,0,0,259254
"6906","Liberia","MARYLAND","1/19/15",0,0,1.02961558797645,1.08180123297718,"MARYLAND",55,0,0,167883
"6908","Liberia","MONTSERRADO","1/19/15",0,0,0,0,"MONTSERRADO",55,0,0,1381022
"6910","Liberia","NIMBA","1/19/15",0,0,2.43804648279065,2.92854124287898,"NIMBA",55,0,0,570600
"6912","Liberia","RIVER GEE","1/19/15",0,0,3.66219608277212,3.76223196096666,"RIVERGEE",55,0,0,82484
"6914","Liberia","RIVERCESS","1/19/15",0,0,1.47001014586931,1.74892854965996,"RIVERCESS",55,0,0,88313
"6916","Liberia","SINOE","1/19/15",0,0,3.74347308879746,4.16958210951208,"SINOE",55,0,0,126452
"6918","Sierra Leone","BO","1/19/15",1,0,2.2022269890989,2.44603050255946,"BO",55,0,0,587350
"6920","Sierra Leone","BOMBALI","1/19/15",8,8,2.76765262152096,2.85176194151198,"BOMBALI",55,0,0,517326
"6922","Sierra Leone","BONTHE","1/19/15",0,0,0.18232061489721,0.223141290760532,"BONTHE",55,0,0,176948
"6924","Sierra Leone","KAILAHUN","1/19/15",0,0,0.771657507502237,0.816672109636968,"KAILAHUN",55,0,0,453736
"6926","Sierra Leone","KAMBIA","1/19/15",11,10,0.935788155322191,0.935765083802799,"KAMBIA",55,0,0,342607
"6928","Sierra Leone","KENEMA","1/19/15",0,0,2.09728886562585,2.45024134930881,"KENEMA",55,0,0,630774
"6930","Sierra Leone","KOINADUGU","1/19/15",0,0,1.69617594508323,1.92493181803243,"KOINADUGU",55,0,0,336648
"6932","Sierra Leone","KONO","1/19/15",9,6,1.63142917866972,1.88831636774758,"KONO",55,0,0,424868
"6934","Sierra Leone","MOYAMBA","1/19/15",2,1,1.83189755303828,2.04047235888429,"MOYAMBA",55,0,0,330507
"6936","Sierra Leone","PORT LOKO","1/19/15",14,10,1.89255415972323,2.08268887177632,"PORTLOKO",55,0,0,574781
"6938","Sierra Leone","PUJEHUN","1/19/15",0,0,0.300082189346163,0.405424782159275,"PUJEHUN",55,0,0,289315
"6940","Sierra Leone","TONKOLILI","1/19/15",5,5,4.37966833037746,4.6812348019619,"TONKOLILI",55,0,0,439810
"6942","Sierra Leone","WESTERN AREA RURAL","1/19/15",21,16,3.32404399004229,3.34348938920193,"WESTERNAREARURAL",55,0,0,1199763
"6944","Sierra Leone","WESTERN AREA URBAN","1/19/15",52,40,4.35647593004939,4.48777909430713,"WESTERNAREAURBAN",55,0,0,979034
"6946","Guinea","BEYLA","1/26/15",0,0,0,0,"BEYLA",56,0,0,325482
"6948","Guinea","BOFFA","1/26/15",1,1,0.832844849929724,0.89598987707338,"BOFFA",56,0,0,211063
"6950","Guinea","BOKE","1/26/15",0,0,2.85646810893691,2.96784495930218,"BOKE",56,0,0,449405
"6952","Guinea","CONAKRY","1/26/15",6,6,1.80809024490102,1.95987274143055,"CONAKRY",56,0,0,1667864
"6954","Guinea","COYAH","1/26/15",1,1,1.19348175895397,1.20850083548065,"COYAH",56,0,0,264164
"6956","Guinea","DABOLA","1/26/15",0,0,3.36724833168613,3.87216720196166,"DABOLA",56,0,0,182951
"6958","Guinea","DALABA","1/26/15",0,0,0.693114169451704,0.693114169451704,"DALABA",56,0,0,136320
"6960","Guinea","DINGUIRAYE","1/26/15",0,0,0.8754687373539,1.2089567606043,"DINGUIRAYE",56,0,0,195662
"6962","Guinea","DUBREKA","1/26/15",1,0,0.64173128136336,0.693008628007578,"DUBREKA",56,0,0,328418
"6964","Guinea","FARANAH","1/26/15",1,1,1.23970339409926,1.687118149079,"FARANAH",56,0,0,280511
"6966","Guinea","FORECARIAH","1/26/15",18,13,0.345259715124821,0.379988294657137,"FORECARIAH",56,0,0,244649
"6968","Guinea","FRIA","1/26/15",0,0,1.22376080592122,1.23835951702228,"FRIA",56,0,0,96527
"6970","Guinea","GAOUAL","1/26/15",0,0,0.336472236621213,0.371563556432483,"GAOUAL",56,0,0,194245
"6972","Guinea","GUECKEDOU","1/26/15",0,0,3.09027907302145,3.09218536521652,"GUECKEDOU",56,0,0,291823
"6974","Guinea","KANKAN","1/26/15",0,0,0,0,"KANKAN",56,0,0,472112
"6976","Guinea","KEROUANE","1/26/15",0,0,0,0,"KEROUANE",56,0,0,211017
"6978","Guinea","KINDIA","1/26/15",1,1,1.24115990370213,1.25545450846402,"KINDIA",56,0,0,438315
"6980","Guinea","KISSIDOUGOU","1/26/15",0,0,0.717839793150317,0.741937344729377,"KISSIDOUGOU",56,0,0,283609
"6982","Guinea","KOUBIA","1/26/15",0,0,0,0,"KOUBIA",56,0,0,101171
"6984","Guinea","KOUNDARA","1/26/15",0,0,0,0,"KOUNDARA",56,0,0,130205
"6986","Guinea","KOUROUSSA","1/26/15",0,0,0.875429590202549,1.2237227964418,"KOUROUSSA",56,0,0,268224
"6988","Guinea","LABE","1/26/15",0,0,0.667829372575656,0.667829372575656,"LABE",56,0,0,318663
"6990","Guinea","LELOUMA","1/26/15",0,0,0.854415328156068,0.8754687373539,"LELOUMA",56,0,0,162634
"6992","Guinea","LOLA","1/26/15",15,15,0.00498509956198895,0.0197912125528971,"LOLA",56,0,0,175213
"6994","Guinea","MACENTA","1/26/15",0,0,1.94385917114976,2.2750353622307,"MACENTA",56,0,0,298282
"6996","Guinea","MALI","1/26/15",0,0,0,0,"MALI",56,0,0,290320
"6998","Guinea","MAMOU","1/26/15",0,0,0.898126761246484,1.23982245721963,"MAMOU",56,0,0,318738
"7000","Guinea","N'ZEREKORE","1/26/15",1,0,1.78462498546128,2.1673399348613,"NZEREKORE",56,0,0,396118
"7002","Guinea","PITA","1/26/15",0,0,3.01795885229414,3.02039741957369,"PITA",56,0,0,277059
"7004","Guinea","SIGUIRI","1/26/15",1,1,0,0,"SIGUIRI",56,0,0,695449
"7006","Guinea","TELIMELE","1/26/15",0,0,2.38863469471307,2.48476767240568,"TELIMELE",56,0,0,283639
"7008","Guinea","TOUGUE","1/26/15",2,2,0,0,"TOUGUE",56,0,0,122959
"7010","Guinea","YOMOU","1/26/15",0,0,4.60515293614498,5.04348665119524,"YOMOU",56,0,0,176664
"7012","Liberia","BOMI","1/26/15",0,0,0,0,"BOMI",56,0,0,103887
"7014","Liberia","BONG","1/26/15",0,0,0.468316390232426,0.710292035766748,"BONG",56,0,0,411847
"7016","Liberia","GBARPOLU","1/26/15",0,0,0.00994908101871111,0.0173463002381875,"GBARPOLU",56,0,0,102984
"7018","Liberia","GRAND BASSA","1/26/15",0,0,0.300063873742136,0.500629954737036,"GRANDBASSA",56,0,0,273790
"7020","Liberia","GRAND CAPE MOUNT","1/26/15",0,0,0.00746859959787892,0.0148786307794351,"GRANDCAPEMOUNT",56,0,0,156938
"7022","Liberia","GRAND GEDEH","1/26/15",0,0,1.11512855572709,1.48158955511886,"GRANDGEDEH",56,0,0,154693
"7024","Liberia","GRAND KRU","1/26/15",0,0,1.08178668588378,1.38611607840148,"GRANDKRU",56,0,0,71522
"7026","Liberia","LOFA","1/26/15",0,0,0.264051811576858,0.364207818185737,"LOFA",56,0,0,341924
"7028","Liberia","MARGIBI","1/26/15",0,0,0,0,"MARGIBI",56,0,0,259254
"7030","Liberia","MARYLAND","1/26/15",0,0,0.765464656083967,0.788454111343038,"MARYLAND",56,0,0,167883
"7032","Liberia","MONTSERRADO","1/26/15",0,0,0,0,"MONTSERRADO",56,0,0,1381022
"7034","Liberia","NIMBA","1/26/15",0,0,1.45789763067719,2.43630932552796,"NIMBA",56,0,0,570600
"7036","Liberia","RIVER GEE","1/26/15",0,0,3.2107622068843,3.2882734961675,"RIVERGEE",56,0,0,82484
"7038","Liberia","RIVERCESS","1/26/15",0,0,1.93133743108658,2.10384578125274,"RIVERCESS",56,0,0,88313
"7040","Liberia","SINOE","1/26/15",0,0,2.91764355257194,3.65953085569378,"SINOE",56,0,0,126452
"7042","Sierra Leone","BO","1/26/15",1,0,2.28183950315868,2.41971329798697,"BO",56,0,0,587350
"7044","Sierra Leone","BOMBALI","1/26/15",6,6,2.17331745129775,2.31102227556027,"BOMBALI",56,0,0,517326
"7046","Sierra Leone","BONTHE","1/26/15",0,0,0.22314242103801,0.223141290760532,"BONTHE",56,0,0,176948
"7048","Sierra Leone","KAILAHUN","1/26/15",0,0,0.78881907169088,0.854549390476689,"KAILAHUN",56,0,0,453736
