"","Country","District","Case_Type","Week","Probable","Confirmed","confirmed.foi","probable.foi","probable_cumulative","confirmed_cumulative","population_size","log_normalized_probable","normalized_confirmed","normalized_probable_cumulative","normalized_confirmed_cumulative"
"5792","Guinea","LABE"," Probable",2015-06-09,0,0,0.0392207131532813,0.0392207131532813,0,0,318663,0,0,0,0
"5796","Guinea","LELOUMA"," Probable",2015-06-09,0,0,0.0582689081239758,0.0582689081239758,0,0,162634,0,0,0,0
"5800","Guinea","LOLA"," Probable",2015-06-09,0,0,0,0,0,0,175213,0,0,0,0
"5804","Guinea","MACENTA"," Probable",2015-06-09,0,0,2.66575724476939,2.73295197892072,37,26,298282,0,0,0.000124043690199207,8.71658363561998e-05
"5808","Guinea","MALI"," Probable",2015-06-09,0,0,0.693147180559945,0.693147180559945,0,0,290320,0,0,0,0
"5812","Guinea","MAMOU"," Probable",2015-06-09,0,0,0,0,0,0,318738,0,0,0,0
"5816","Guinea","NZEREKORE"," Probable",2015-06-09,0,0,0.231111720963387,0.246860077931526,0,0,396118,0,0,0,0
"5820","Guinea","PITA"," Probable",2015-06-09,0,0,0.703097511413113,0.703097511413113,0,0,277059,0,0,0,0
"5824","Guinea","SIGUIRI"," Probable",2015-06-09,0,0,0,0,1,1,695449,0,0,1.43791996249905e-06,1.43791996249905e-06
"5828","Guinea","TELIMELE"," Probable",2015-06-09,1,1,1.09855822788027,1.1816636458928,26,23,283639,3.52560825556429e-06,3.52560825556429e-06,9.16658146446716e-05,8.10889898779787e-05
"5832","Guinea","TOUGUE"," Probable",2015-06-09,0,0,0,0,0,0,122959,0,0,0,0
"5836","Guinea","YOMOU"," Probable",2015-06-09,0,0,0.231111720963387,0.246860077931526,0,0,176664,0,0,0,0
"5840","Liberia","BOMI"," Probable",2015-06-09,0,0,0.0198026272961797,0.0198026272961797,0,0,103887,0,0,0,0
"5844","Liberia","BONG"," Probable",2015-06-09,0,0,0.148420005118273,0.148420005118273,0,0,411847,0,0,0,0
"5848","Liberia","GBARPOLU"," Probable",2015-06-09,0,0,0.0266419309464211,0.0305292050348228,0,0,102984,0,0,0,0
"5852","Liberia","GRANDBASSA"," Probable",2015-06-09,0,0,0.148420005118273,0.148420005118273,0,0,273790,0,0,0,0
"5856","Liberia","GRANDCAPEMOUNT"," Probable",2015-06-09,0,0,0.743840294875463,0.749999992152728,0,0,156938,0,0,0,0
"5860","Liberia","GRANDGEDEH"," Probable",2015-06-09,0,0,0,0,0,0,154693,0,0,0,0
"5864","Liberia","GRANDKRU"," Probable",2015-06-09,0,0,0,0,0,0,71522,0,0,0,0
"5868","Liberia","LOFA"," Probable",2015-06-09,12,11,0.039218688409791,0.0440142406553187,21,18,341924,3.50955183023128e-05,3.21708917771201e-05,6.14171570290474e-05,5.26432774534692e-05
"5872","Liberia","MARGIBI"," Probable",2015-06-09,1,1,1.94590353665442,1.94590023043757,3,2,259254,3.8572211036281e-06,3.8572211036281e-06,1.15716633108843e-05,7.7144422072562e-06
"5876","Liberia","MARYLAND"," Probable",2015-06-09,0,0,0,0,0,0,167883,0,0,0,0
"5880","Liberia","MONTSERRADO"," Probable",2015-06-09,5,5,0.113327909483745,0.113327909483745,10,10,1381022,3.62050713167495e-06,3.62050713167495e-06,7.2410142633499e-06,7.2410142633499e-06
"5884","Liberia","NIMBA"," Probable",2015-06-09,0,0,0.0392207131532813,0.0392207131532813,0,0,570600,0,0,0,0
"5888","Liberia","RIVERGEE"," Probable",2015-06-09,0,0,0,0,0,0,82484,0,0,0,0
"5892","Liberia","RIVERCESS"," Probable",2015-06-09,0,0,1.09861228866811,1.09861228866811,0,0,88313,0,0,0,0
"5896","Liberia","SINOE"," Probable",2015-06-09,0,0,0.0392207131532813,0.0392207131532813,0,0,126452,0,0,0,0
"5900","Sierra Leone","BO"," Probable",2015-06-09,0,0,2.78253905309295,3.10995341764401,0,0,587350,0,0,0,0
"5904","Sierra Leone","BOMBALI"," Probable",2015-06-09,1,1,0.0769608979496668,0.0769608979496668,1,1,517326,1.93301709173713e-06,1.93301709173713e-06,1.93301709173713e-06,1.93301709173713e-06
"5908","Sierra Leone","BONTHE"," Probable",2015-06-09,0,0,1.20597080698861,1.31372366828506,0,0,176948,0,0,0,0
"5912","Sierra Leone","KAILAHUN"," Probable",2015-06-09,67,60,2.07923517793366,2.48466418867427,120,107,453736,0.000147662958195955,0.000132235484951602,0.000264470969903204,0.00023581994816369
"5916","Sierra Leone","KAMBIA"," Probable",2015-06-09,0,0,0,0,0,0,342607,0,0,0,0
"5920","Sierra Leone","KENEMA"," Probable",2015-06-09,1,1,1.27003912398343,1.39152824574168,2,2,630774,1.58535386683662e-06,1.58535386683662e-06,3.17070773367323e-06,3.17070773367323e-06
"5924","Sierra Leone","KOINADUGU"," Probable",2015-06-09,0,0,0.0769610411361284,0.0769610411361284,0,0,336648,0,0,0,0
"5928","Sierra Leone","KONO"," Probable",2015-06-09,0,0,0.198850858745165,0.262364264467491,0,0,424868,0,0,0,0
"5932","Sierra Leone","MOYAMBA"," Probable",2015-06-09,1,1,0.292668846259138,0.378435482431379,1,1,330507,3.02565452471506e-06,3.02565452471506e-06,3.02565452471506e-06,3.02565452471506e-06
"5936","Sierra Leone","PORTLOKO"," Probable",2015-06-09,1,1,0.0769605256417528,0.0769605256417528,4,4,574781,1.73979306901237e-06,1.73979306901237e-06,6.95917227604949e-06,6.95917227604949e-06
"5940","Sierra Leone","PUJEHUN"," Probable",2015-06-09,0,0,4.65644298016551,4.77390823659977,0,0,289315,0,0,0,0
"5944","Sierra Leone","TONKOLILI"," Probable",2015-06-09,0,0,1.66013102674962,1.68268837417369,0,0,439810,0,0,0,0
"5948","Sierra Leone","WESTERNAREARURAL"," Probable",2015-06-09,0,0,0,0,0,0,1199763,0,0,0,0
"5952","Sierra Leone","WESTERNAREAURBAN"," Probable",2015-06-09,0,0,0,0,0,0,979034,0,0,0,0
"5956","Guinea","BEYLA"," Probable",2015-06-16,0,0,0.518793793415168,0.542324290825362,0,0,325482,0,0,0,0
"5960","Guinea","BOFFA"," Probable",2015-06-16,3,3,0.74189515377333,0.788395334736467,24,17,211063,1.42137655581509e-05,1.42137655581509e-05,0.000113710124465207,8.05446714961883e-05
"5964","Guinea","BOKE"," Probable",2015-06-16,0,0,2.19944433407453,2.48657192910706,0,0,449405,0,0,0,0
"5968","Guinea","CONAKRY"," Probable",2015-06-16,0,0,0.641839401736197,0.662670251628569,61,51,1667864,0,0,3.6573725435647e-05,3.05780327412787e-05
"5972","Guinea","COYAH"," Probable",2015-06-16,0,0,0.641853886172395,0.662687973075237,0,0,264164,0,0,0,0
"5976","Guinea","DABOLA"," Probable",2015-06-16,0,0,0,0,5,2,182951,0,0,2.73297221660445e-05,1.09318888664178e-05
"5980","Guinea","DALABA"," Probable",2015-06-16,0,0,0.0198026272961797,0.0198026272961797,0,0,136320,0,0,0,0
"5984","Guinea","DINGUIRAYE"," Probable",2015-06-16,0,0,0,0,1,0,195662,0,0,5.11085443264405e-06,0
"5988","Guinea","DUBREKA"," Probable",2015-06-16,0,0,3.82951058385368,3.87203399721178,0,0,328418,0,0,0,0
"5992","Guinea","FARANAH"," Probable",2015-06-16,0,0,0.0582689081239758,0.0582689081239758,0,0,280511,0,0,0,0
"5996","Guinea","FORECARIAH"," Probable",2015-06-16,0,0,0,0,0,0,244649,0,0,0,0
"6000","Guinea","FRIA"," Probable",2015-06-16,0,0,1.07158361628019,1.08518926833597,0,0,96527,0,0,0,0
"6004","Guinea","GAOUAL"," Probable",2015-06-16,0,0,0.0392207131532813,0.0392207131532813,0,0,194245,0,0,0,0
"6008","Guinea","GUECKEDOU"," Probable",2015-06-16,15,15,0.55424670030565,0.576851875095705,215,146,291823,5.14010204815933e-05,5.14010204815933e-05,0.000736747960236171,0.000500303266020841
"6012","Guinea","KANKAN"," Probable",2015-06-16,0,0,0.0582689081239758,0.0582689081239758,0,0,472112,0,0,0,0
"6016","Guinea","KEROUANE"," Probable",2015-06-16,0,0,0.553885113226438,0.576613364303994,0,0,211017,0,0,0,0
"6020","Guinea","KINDIA"," Probable",2015-06-16,0,0,0.662686867622879,0.683095715496231,1,1,438315,0,0,2.28146424375164e-06,2.28146424375164e-06
"6024","Guinea","KISSIDOUGOU"," Probable",2015-06-16,0,0,1.54329810992956,1.55180879959746,0,0,283609,0,0,0,0
"6028","Guinea","KOUBIA"," Probable",2015-06-16,0,0,0.703097511413113,0.703097511413113,0,0,101171,0,0,0,0
"6032","Guinea","KOUNDARA"," Probable",2015-06-16,0,0,0.0198026272961797,0.0198026272961797,0,0,130205,0,0,0,0
"6036","Guinea","KOUROUSSA"," Probable",2015-06-16,0,0,0.0582686970922279,0.0582682750285983,3,1,268224,0,0,1.1184681460272e-05,3.728227153424e-06
"6040","Guinea","LABE"," Probable",2015-06-16,0,0,0.0582689081239758,0.0582689081239758,0,0,318663,0,0,0,0
"6044","Guinea","LELOUMA"," Probable",2015-06-16,0,0,0.0582689081239758,0.0582689081239758,0,0,162634,0,0,0,0
"6048","Guinea","LOLA"," Probable",2015-06-16,0,0,0.000999500333083423,0.000999500333083423,0,0,175213,0,0,0,0
"6052","Guinea","MACENTA"," Probable",2015-06-16,0,0,3.55754648285497,3.61295703502191,37,26,298282,0,0,0.000124043690199207,8.71658363561998e-05
"6056","Guinea","MALI"," Probable",2015-06-16,0,0,0.703097511413113,0.703097511413113,0,0,290320,0,0,0,0
"6060","Guinea","MAMOU"," Probable",2015-06-16,0,0,0,0,0,0,318738,0,0,0,0
"6064","Guinea","NZEREKORE"," Probable",2015-06-16,0,0,0.531804030151182,0.555033878430311,0,0,396118,0,0,0,0
"6068","Guinea","PITA"," Probable",2015-06-16,0,0,0.703097511413113,0.703097511413113,0,0,277059,0,0,0,0
"6072","Guinea","SIGUIRI"," Probable",2015-06-16,0,0,0,0,1,1,695449,0,0,1.43791996249905e-06,1.43791996249905e-06
"6076","Guinea","TELIMELE"," Probable",2015-06-16,0,0,1.13134717873112,1.16308778757225,26,23,283639,0,0,9.16658146446716e-05,8.10889898779787e-05
"6080","Guinea","TOUGUE"," Probable",2015-06-16,0,0,0.0198026272961797,0.0198026272961797,0,0,122959,0,0,0,0
"6084","Guinea","YOMOU"," Probable",2015-06-16,0,0,0.986189859253822,1.00099945980111,0,0,176664,0,0,0,0
"6088","Liberia","BOMI"," Probable",2015-06-16,1,1,0,0,1,1,103887,9.62584346453358e-06,9.62584346453358e-06,9.62584346453358e-06,9.62584346453358e-06
"6092","Liberia","BONG"," Probable",2015-06-16,0,0,0.507419830631158,0.519388854426479,0,0,411847,0,0,0,0
"6096","Liberia","GBARPOLU"," Probable",2015-06-16,0,0,0.000999500333083423,0.000999500333083423,0,0,102984,0,0,0,0
"6100","Liberia","GRANDBASSA"," Probable",2015-06-16,0,0,0.506817602368452,0.518793793415168,0,0,273790,0,0,0,0
"6104","Liberia","GRANDCAPEMOUNT"," Probable",2015-06-16,0,0,0.116893751471499,0.128393214768399,0,0,156938,0,0,0,0
"6108","Liberia","GRANDGEDEH"," Probable",2015-06-16,0,0,0.0198026272961797,0.0198026272961797,0,0,154693,0,0,0,0
"6112","Liberia","GRANDKRU"," Probable",2015-06-16,0,0,0,0,0,0,71522,0,0,0,0
"6116","Liberia","LOFA"," Probable",2015-06-16,22,21,0.0353631803394352,0.0372911808412472,43,39,341924,6.43417835542401e-05,6.14171570290474e-05,0.000125758940583288,0.000114060434482517
"6120","Liberia","MARGIBI"," Probable",2015-06-16,0,0,2.48489957819097,2.48489604237371,3,2,259254,0,0,1.15716633108843e-05,7.7144422072562e-06
"6124","Liberia","MARYLAND"," Probable",2015-06-16,0,0,0,0,0,0,167883,0,0,0,0
"6128","Liberia","MONTSERRADO"," Probable",2015-06-16,5,5,0.198848900108241,0.198848900108241,15,15,1381022,3.62050713167495e-06,3.62050713167495e-06,1.08615213950248e-05,1.08615213950248e-05
"6132","Liberia","NIMBA"," Probable",2015-06-16,0,0,0.884180677955922,0.892407791410823,0,0,570600,0,0,0,0
"6136","Liberia","RIVERGEE"," Probable",2015-06-16,0,0,0,0,0,0,82484,0,0,0,0
"6140","Liberia","RIVERCESS"," Probable",2015-06-16,0,0,3.09195113129453,3.13636340329374,0,0,88313,0,0,0,0
"6144","Liberia","SINOE"," Probable",2015-06-16,0,0,0.364643113587909,0.378436435720245,0,0,126452,0,0,0,0
"6148","Sierra Leone","BO"," Probable",2015-06-16,1,1,2.80698854920521,3.03591244239848,1,1,587350,1.7025623563463e-06,1.7025623563463e-06,1.7025623563463e-06,1.7025623563463e-06
"6152","Sierra Leone","BOMBALI"," Probable",2015-06-16,0,0,0.0769608979496668,0.0769608979496668,1,1,517326,0,0,1.93301709173713e-06,1.93301709173713e-06
"6156","Sierra Leone","BONTHE"," Probable",2015-06-16,0,0,1.31908561142644,1.40609698841607,0,0,176948,0,0,0,0
"6160","Sierra Leone","KAILAHUN"," Probable",2015-06-16,38,36,0.692989587523248,0.692973055345844,158,143,453736,8.37491404693478e-05,7.93412909709611e-05,0.000348220110372551,0.000315161239134651
"6164","Sierra Leone","KAMBIA"," Probable",2015-06-16,0,0,0,0,0,0,342607,0,0,0,0
"6168","Sierra Leone","KENEMA"," Probable",2015-06-16,20,19,1.34544774376925,1.43028471236729,22,21,630774,3.17070773367323e-05,3.01217234698957e-05,3.48777850704056e-05,3.3292431203569e-05
"6172","Sierra Leone","KOINADUGU"," Probable",2015-06-16,0,0,0.0769610411361284,0.0769610411361284,0,0,336648,0,0,0,0
"6176","Sierra Leone","KONO"," Probable",2015-06-16,0,0,0.0953101798043249,0.0953101798043249,0,0,424868,0,0,0,0
"6180","Sierra Leone","MOYAMBA"," Probable",2015-06-16,0,0,0.292668846259138,0.350655976700867,1,1,330507,0,0,3.02565452471506e-06,3.02565452471506e-06
"6184","Sierra Leone","PORTLOKO"," Probable",2015-06-16,0,0,0.0769605256417528,0.0769605256417528,4,4,574781,0,0,6.95917227604949e-06,6.95917227604949e-06
"6188","Sierra Leone","PUJEHUN"," Probable",2015-06-16,0,0,4.83039157709727,4.92971442317244,0,0,289315,0,0,0,0
"6192","Sierra Leone","TONKOLILI"," Probable",2015-06-16,0,0,1.66013102674962,1.6752256529721,0,0,439810,0,0,0,0
"6196","Sierra Leone","WESTERNAREARURAL"," Probable",2015-06-16,0,0,0,0,0,0,1199763,0,0,0,0
"6200","Sierra Leone","WESTERNAREAURBAN"," Probable",2015-06-16,1,1,0,0,1,1,979034,1.02141498660925e-06,1.02141498660925e-06,1.02141498660925e-06,1.02141498660925e-06
"6204","Guinea","BEYLA"," Probable",2015-06-23,0,0,0.641853886172395,0.662687973075237,0,0,325482,0,0,0,0
"6208","Guinea","BOFFA"," Probable",2015-06-23,2,2,0.797457723926892,0.850080384489349,26,19,211063,9.47584370543392e-06,9.47584370543392e-06,0.000123185968170641,9.00205152016223e-05
"6212","Guinea","BOKE"," Probable",2015-06-23,0,0,1.79508725932073,2.30458309565672,0,0,449405,0,0,0,0
"6216","Guinea","CONAKRY"," Probable",2015-06-23,5,4,0.741920071275049,0.760784748628471,66,55,1667864,2.99784634718418e-06,2.39827707774735e-06,3.95715717828312e-05,3.2976309819026e-05
"6220","Guinea","COYAH"," Probable",2015-06-23,0,0,0.741937344729377,0.76080582903376,0,0,264164,0,0,0,0
"6224","Guinea","DABOLA"," Probable",2015-06-23,0,0,0,0,5,2,182951,0,0,2.73297221660445e-05,1.09318888664178e-05
"6228","Guinea","DALABA"," Probable",2015-06-23,0,0,0.0198026272961797,0.0198026272961797,0,0,136320,0,0,0,0
"6232","Guinea","DINGUIRAYE"," Probable",2015-06-23,0,0,0,0,1,0,195662,0,0,5.11085443264405e-06,0
"6236","Guinea","DUBREKA"," Probable",2015-06-23,0,0,4.02570876983196,4.06078777869326,0,0,328418,0,0,0,0
"6240","Guinea","FARANAH"," Probable",2015-06-23,0,0,0.0198026272961797,0.0198026272961797,0,0,280511,0,0,0,0
"6244","Guinea","FORECARIAH"," Probable",2015-06-23,0,0,0,0,0,0,244649,0,0,0,0
"6248","Guinea","FRIA"," Probable",2015-06-23,0,0,0.751416088683921,0.770108221696074,0,0,96527,0,0,0,0
"6252","Guinea","GAOUAL"," Probable",2015-06-23,0,0,0.0582689081239758,0.0582689081239758,0,0,194245,0,0,0,0
"6256","Guinea","GUECKEDOU"," Probable",2015-06-23,17,16,0.652059150374348,0.672555008455702,232,162,291823,5.82544898791391e-05,5.48277551803662e-05,0.00079500245011531,0.000555131021201208
"6260","Guinea","KANKAN"," Probable",2015-06-23,0,0,0.0198026272961797,0.0198026272961797,0,0,472112,0,0,0,0
"6264","Guinea","KEROUANE"," Probable",2015-06-23,0,0,0.65232518603969,0.672944473242426,0,0,211017,0,0,0,0
"6268","Guinea","KINDIA"," Probable",2015-06-23,0,0,0.760804613673565,0.779323641879223,1,1,438315,0,0,2.28146424375164e-06,2.28146424375164e-06
"6272","Guinea","KISSIDOUGOU"," Probable",2015-06-23,0,0,1.06471073699243,1.07840958135059,0,0,283609,0,0,0,0
"6276","Guinea","KOUBIA"," Probable",2015-06-23,0,0,1.11185751541813,1.11185751541813,0,0,101171,0,0,0,0
"6280","Guinea","KOUNDARA"," Probable",2015-06-23,0,0,0.0392207131532813,0.0392207131532813,0,0,130205,0,0,0,0
"6284","Guinea","KOUROUSSA"," Probable",2015-06-23,0,0,0.0198025541936839,0.0198024079886761,3,1,268224,0,0,1.1184681460272e-05,3.728227153424e-06
"6288","Guinea","LABE"," Probable",2015-06-23,0,0,0.0953101798043249,0.0953101798043249,0,0,318663,0,0,0,0
"6292","Guinea","LELOUMA"," Probable",2015-06-23,0,0,0.0769610411361284,0.0769610411361284,0,0,162634,0,0,0,0
"6296","Guinea","LOLA"," Probable",2015-06-23,0,0,0.000999500333083423,0.000999500333083423,0,0,175213,0,0,0,0
"6300","Guinea","MACENTA"," Probable",2015-06-23,0,0,3.82985961736129,3.87232876025821,37,26,298282,0,0,0.000124043690199207,8.71658363561998e-05
"6304","Guinea","MALI"," Probable",2015-06-23,0,0,1.11185751541813,1.11185751541813,0,0,290320,0,0,0,0
"6308","Guinea","MAMOU"," Probable",2015-06-23,0,0,0,0,0,0,318738,0,0,0,0
"6312","Guinea","NZEREKORE"," Probable",2015-06-23,0,0,0.663718369869133,0.684106435907796,0,0,396118,0,0,0,0
"6316","Guinea","PITA"," Probable",2015-06-23,0,0,0.703097511413113,0.703097511413113,0,0,277059,0,0,0,0
"6320","Guinea","SIGUIRI"," Probable",2015-06-23,0,0,0,0,1,1,695449,0,0,1.43791996249905e-06,1.43791996249905e-06
"6324","Guinea","TELIMELE"," Probable",2015-06-23,0,0,1.16932545191975,1.20590658396639,26,23,283639,0,0,9.16658146446716e-05,8.10889898779787e-05
"6328","Guinea","TOUGUE"," Probable",2015-06-23,0,0,0.0392207131532813,0.0392207131532813,0,0,122959,0,0,0,0
"6332","Guinea","YOMOU"," Probable",2015-06-23,0,0,1.36123293052452,1.37143449821287,0,0,176664,0,0,0,0
"6336","Liberia","BOMI"," Probable",2015-06-23,1,1,0,0,2,2,103887,9.62584346453358e-06,9.62584346453358e-06,1.92516869290672e-05,1.92516869290672e-05
"6340","Liberia","BONG"," Probable",2015-06-23,0,0,0.780241887410879,0.789366038300488,0,0,411847,0,0,0,0
"6344","Liberia","GBARPOLU"," Probable",2015-06-23,0,0,0,0,0,0,102984,0,0,0,0
"6348","Liberia","GRANDBASSA"," Probable",2015-06-23,0,0,0.779324876800997,0.78845736036427,0,0,273790,0,0,0,0
"6352","Liberia","GRANDCAPEMOUNT"," Probable",2015-06-23,0,0,0.118671529717499,0.131028262406404,0,0,156938,0,0,0,0
"6356","Liberia","GRANDGEDEH"," Probable",2015-06-23,0,0,0.0198026272961797,0.0198026272961797,0,0,154693,0,0,0,0
"6360","Liberia","GRANDKRU"," Probable",2015-06-23,0,0,0,0,0,0,71522,0,0,0,0
"6364","Liberia","LOFA"," Probable",2015-06-23,13,13,0.045922104943198,0.047829679074901,56,52,341924,3.80201448275055e-05,3.80201448275055e-05,0.000163779085410793,0.000152080579310022
"6368","Liberia","MARGIBI"," Probable",2015-06-23,1,1,3.13548314732038,3.1354794577569,4,3,259254,3.8572211036281e-06,3.8572211036281e-06,1.54288844145124e-05,1.15716633108843e-05
"6372","Liberia","MARYLAND"," Probable",2015-06-23,0,0,0,0,0,0,167883,0,0,0,0
"6376","Liberia","MONTSERRADO"," Probable",2015-06-23,12,12,0.364637139733299,0.364637139733299,27,27,1381022,8.68921711601987e-06,8.68921711601987e-06,1.95507385110447e-05,1.95507385110447e-05
"6380","Liberia","NIMBA"," Probable",2015-06-23,0,0,1.00136690422927,1.00868758114012,0,0,570600,0,0,0,0
"6384","Liberia","RIVERGEE"," Probable",2015-06-23,0,0,0,0,0,0,82484,0,0,0,0
"6388","Liberia","RIVERCESS"," Probable",2015-06-23,0,0,3.61145830714535,3.63811233706028,0,0,88313,0,0,0,0
"6392","Liberia","SINOE"," Probable",2015-06-23,0,0,0.553885113226438,0.56531380905006,0,0,126452,0,0,0,0
"6396","Sierra Leone","BO"," Probable",2015-06-23,0,0,2.44581770605212,2.55100488173411,1,1,587350,0,0,1.7025623563463e-06,1.7025623563463e-06
"6400","Sierra Leone","BOMBALI"," Probable",2015-06-23,0,0,0.0198025893938831,0.0198025893938831,1,1,517326,0,0,1.93301709173713e-06,1.93301709173713e-06
"6404","Sierra Leone","BONTHE"," Probable",2015-06-23,0,0,1.30291275218084,1.38128181929635,0,0,176948,0,0,0,0
"6408","Sierra Leone","KAILAHUN"," Probable",2015-06-23,35,30,0,0,193,173,453736,7.71373662217677e-05,6.61177424758009e-05,0.000425357476594319,0.000381278981610452
"6412","Sierra Leone","KAMBIA"," Probable",2015-06-23,0,0,0,0,0,0,342607,0,0,0,0
"6416","Sierra Leone","KENEMA"," Probable",2015-06-23,16,16,1.30829001417963,1.38624917751392,38,37,630774,2.53656618693859e-05,2.53656618693859e-05,6.02434469397914e-05,5.86580930729548e-05
"6420","Sierra Leone","KOINADUGU"," Probable",2015-06-23,0,0,0.0198026272961797,0.0198026272961797,0,0,336648,0,0,0,0
"6424","Sierra Leone","KONO"," Probable",2015-06-23,0,0,0.0198026272961797,0.0198026272961797,0,0,424868,0,0,0,0
"6428","Sierra Leone","MOYAMBA"," Probable",2015-06-23,0,0,0.165513976936946,0.182321052518073,1,1,330507,0,0,3.02565452471506e-06,3.02565452471506e-06
"6432","Sierra Leone","PORTLOKO"," Probable",2015-06-23,0,0,0.0198024908418122,0.0198024908418122,4,4,574781,0,0,6.95917227604949e-06,6.95917227604949e-06
"6436","Sierra Leone","PUJEHUN"," Probable",2015-06-23,0,0,4.8454461360426,4.95003567196733,0,0,289315,0,0,0,0
"6440","Sierra Leone","TONKOLILI"," Probable",2015-06-23,0,0,0.770108221696074,0.779324876800998,0,0,439810,0,0,0,0
"6444","Sierra Leone","WESTERNAREARURAL"," Probable",2015-06-23,1,1,0.0198026109530826,0.0198026109530826,1,1,1199763,8.33497949178296e-07,8.33497949178296e-07,8.33497949178296e-07,8.33497949178296e-07
"6448","Sierra Leone","WESTERNAREAURBAN"," Probable",2015-06-23,1,1,0.693146159144437,0.693146159144437,2,2,979034,1.02141498660925e-06,1.02141498660925e-06,2.0428299732185e-06,2.0428299732185e-06
"6452","Guinea","BEYLA"," Probable",2015-06-30,0,0,0.662687973075237,0.693147180559945,0,0,325482,0,0,0,0
"6456","Guinea","BOFFA"," Probable",2015-06-30,0,0,0.553846827906639,0.598780998178171,26,19,211063,0,0,0.000123185968170641,9.00205152016223e-05
"6460","Guinea","BOKE"," Probable",2015-06-30,0,0,1.79175946922805,1.94591014905531,0,0,449405,0,0,0,0
"6464","Guinea","CONAKRY"," Probable",2015-06-30,1,1,0.494683138968182,0.530611709867285,67,56,1667864,5.99569269436837e-07,5.99569269436837e-07,4.0171141052268e-05,3.35758790884628e-05
"6468","Guinea","COYAH"," Probable",2015-06-30,0,0,0.494696241836107,0.53062825106217,0,0,264164,0,0,0,0
"6472","Guinea","DABOLA"," Probable",2015-06-30,0,0,0,0,5,2,182951,0,0,2.73297221660445e-05,1.09318888664178e-05
"6476","Guinea","DALABA"," Probable",2015-06-30,0,0,0.0198026272961797,0.0198026272961797,0,0,136320,0,0,0,0
"6480","Guinea","DINGUIRAYE"," Probable",2015-06-30,0,0,0,0,1,0,195662,0,0,5.11085443264405e-06,0
"6484","Guinea","DUBREKA"," Probable",2015-06-30,0,0,3.49650756146648,3.58351893845611,0,0,328418,0,0,0,0
"6488","Guinea","FARANAH"," Probable",2015-06-30,0,0,0,0,0,0,280511,0,0,0,0
"6492","Guinea","FORECARIAH"," Probable",2015-06-30,0,0,0,0,0,0,244649,0,0,0,0
"6496","Guinea","FRIA"," Probable",2015-06-30,0,0,0.494696241836107,0.53062825106217,0,0,96527,0,0,0,0
"6500","Guinea","GAOUAL"," Probable",2015-06-30,0,0,0.0582689081239758,0.0582689081239758,0,0,194245,0,0,0,0
"6504","Guinea","GUECKEDOU"," Probable",2015-06-30,3,1,0.662417295058368,0.692744458151055,235,163,291823,1.02802040963187e-05,3.42673469877289e-06,0.000805282654211628,0.000558557755899981
"6508","Guinea","KANKAN"," Probable",2015-06-30,0,0,0,0,0,0,472112,0,0,0,0
"6512","Guinea","KEROUANE"," Probable",2015-06-30,0,0,0.662687973075237,0.693147180559945,0,0,211017,0,0,0,0
"6516","Guinea","KINDIA"," Probable",2015-06-30,0,0,0.506816695279847,0.542323335793362,1,1,438315,0,0,2.28146424375164e-06,2.28146424375164e-06
"6520","Guinea","KISSIDOUGOU"," Probable",2015-06-30,0,0,0.662687973075237,0.693147180559945,0,0,283609,0,0,0,0
"6524","Guinea","KOUBIA"," Probable",2015-06-30,0,0,1.11185751541813,1.11185751541813,0,0,101171,0,0,0,0
"6528","Guinea","KOUNDARA"," Probable",2015-06-30,0,0,0.712949807856125,0.712949807856125,0,0,130205,0,0,0,0
"6532","Guinea","KOUROUSSA"," Probable",2015-06-30,0,0,0,0,3,1,268224,0,0,1.1184681460272e-05,3.728227153424e-06
"6536","Guinea","LABE"," Probable",2015-06-30,0,0,0.0953101798043249,0.0953101798043249,0,0,318663,0,0,0,0
"6540","Guinea","LELOUMA"," Probable",2015-06-30,0,0,0.0582689081239758,0.0582689081239758,0,0,162634,0,0,0,0
"6544","Guinea","LOLA"," Probable",2015-06-30,0,0,0.00199800266267306,0.00199800266267306,0,0,175213,0,0,0,0
"6548","Guinea","MACENTA"," Probable",2015-06-30,0,0,3.87236487451708,3.93287979009865,37,26,298282,0,0,0.000124043690199207,8.71658363561998e-05
"6552","Guinea","MALI"," Probable",2015-06-30,0,0,1.11841491596429,1.11841491596429,0,0,290320,0,0,0,0
"6556","Guinea","MAMOU"," Probable",2015-06-30,0,0,0,0,0,0,318738,0,0,0,0
"6560","Guinea","NZEREKORE"," Probable",2015-06-30,0,0,0.695145183222618,0.724645847619316,0,0,396118,0,0,0,0
"6564","Guinea","PITA"," Probable",2015-06-30,0,0,0.693147180559945,0.693147180559945,0,0,277059,0,0,0,0
"6568","Guinea","SIGUIRI"," Probable",2015-06-30,0,0,0,0,1,1,695449,0,0,1.43791996249905e-06,1.43791996249905e-06
"6572","Guinea","TELIMELE"," Probable",2015-06-30,0,0,0.565278792736822,0.609723723308146,26,23,283639,0,0,9.16658146446716e-05,8.10889898779787e-05
"6576","Guinea","TOUGUE"," Probable",2015-06-30,0,0,0.0392207131532813,0.0392207131532813,0,0,122959,0,0,0,0
"6580","Guinea","YOMOU"," Probable",2015-06-30,0,0,1.59777010756642,1.60983783245543,0,0,176664,0,0,0,0
"6584","Liberia","BOMI"," Probable",2015-06-30,0,0,0,0,2,2,103887,0,0,1.92516869290672e-05,1.92516869290672e-05
