"","Country","District","Case_Type","Week","Probable","Confirmed","confirmed.foi","probable.foi","probable_cumulative","confirmed_cumulative","population_size","log_normalized_probable","normalized_confirmed","normalized_probable_cumulative","normalized_confirmed_cumulative"
"15372","Sierra Leone","WESTERNAREARURAL"," Probable",2016-03-01,8,5,0.832306394791811,0.962407670329017,1487,1279,1199763,6.66798359342637e-06,4.16748974589148e-06,0.00123941145042813,0.00106604387699904
"15376","Sierra Leone","WESTERNAREAURBAN"," Probable",2016-03-01,26,21,2.77162426498754,3.46364079133664,2745,2309,979034,2.65567896518405e-05,2.14497147187942e-05,0.00280378413824239,0.00235844720408076
"15380","Guinea","BEYLA"," Probable",2016-03-08,0,0,0,0,47,47,325482,0,0,0.000144401226488715,0.000144401226488715
"15384","Guinea","BOFFA"," Probable",2016-03-08,3,3,0.797423873282718,0.858530554712293,48,32,211063,1.42137655581509e-05,1.42137655581509e-05,0.000227420248930414,0.000151613499286943
"15388","Guinea","BOKE"," Probable",2016-03-08,0,0,4.04304908170575,4.04515213182051,1,1,449405,0,0,2.22516438401887e-06,2.22516438401887e-06
"15392","Guinea","CONAKRY"," Probable",2016-03-08,27,27,2.39762597543282,2.39760689290858,529,494,1667864,1.61883702747946e-05,1.61883702747946e-05,0.000317172143532087,0.000296187219101797
"15396","Guinea","COYAH"," Probable",2016-03-08,21,21,0.182188423559885,0.182184637521533,217,211,264164,7.94960706227949e-05,7.94960706227949e-05,0.000821459396435548,0.000798746233400463
"15400","Guinea","DABOLA"," Probable",2016-03-08,0,0,4.52173991707722,4.52171288273639,14,9,182951,0,0,7.65232220649245e-05,4.919349989888e-05
"15404","Guinea","DALABA"," Probable",2016-03-08,0,0,0.39202067528945,0.39202067528945,9,9,136320,0,0,6.60211267605634e-05,6.60211267605634e-05
"15408","Guinea","DINGUIRAYE"," Probable",2016-03-08,0,0,1.03673688495002,1.03673358644988,1,0,195662,0,0,5.11085443264405e-06,0
"15412","Guinea","DUBREKA"," Probable",2016-03-08,2,2,0.262284859689413,0.364531461018109,120,113,328418,6.08980019365565e-06,6.08980019365565e-06,0.000365388011619339,0.000344073710941544
"15416","Guinea","FARANAH"," Probable",2016-03-08,0,0,1.04369549187735,1.04364005228683,71,47,280511,0,0,0.000253109503727127,0.000167551361622182
"15420","Guinea","FORECARIAH"," Probable",2016-03-08,37,37,0.209261737723696,0.209226199410795,290,244,244649,0.000151237078426644,0.000151237078426644,0.0011853716957764,0.000997347219894625
"15424","Guinea","FRIA"," Probable",2016-03-08,0,0,1.79174220275282,1.96288991572886,2,2,96527,0,0,2.07195914096574e-05,2.07195914096574e-05
"15428","Guinea","GAOUAL"," Probable",2016-03-08,0,0,0,0.113328685307003,0,0,194245,0,0,0,0
"15432","Guinea","GUECKEDOU"," Probable",2016-03-08,0,0,0.693686934052283,0.693496454598798,379,268,291823,0,0,0.00129873245083492,0.000918364899271134
"15436","Guinea","KANKAN"," Probable",2016-03-08,0,0,0,0,34,32,472112,0,0,7.20168095706104e-05,6.77805266546921e-05
"15440","Guinea","KEROUANE"," Probable",2016-03-08,0,0,0,0,163,161,211017,0,0,0.00077244961306435,0.000762971703701598
"15444","Guinea","KINDIA"," Probable",2016-03-08,3,3,0.414037189978326,0.49032241363564,109,74,438315,6.84439273125492e-06,6.84439273125492e-06,0.000248679602568929,0.000168828354037621
"15448","Guinea","KISSIDOUGOU"," Probable",2016-03-08,0,0,0.0198026272961797,0.0198026272961797,0,0,283609,0,0,0,0
"15452","Guinea","KOUBIA"," Probable",2016-03-08,0,0,0,0,0,0,101171,0,0,0,0
"15456","Guinea","KOUNDARA"," Probable",2016-03-08,0,0,0,0,0,0,130205,0,0,0,0
"15460","Guinea","KOUROUSSA"," Probable",2016-03-08,0,0,1.03669357311791,1.03668876057632,20,18,268224,0,0,7.45645430684801e-05,6.71080887616321e-05
"15464","Guinea","LABE"," Probable",2016-03-08,0,0,0.392042087776024,0.392042087776024,0,0,318663,0,0,0,0
"15468","Guinea","LELOUMA"," Probable",2016-03-08,0,0,0.392042087776024,0.470003629245736,0,0,162634,0,0,0,0
"15472","Guinea","LOLA"," Probable",2016-03-08,0,0,0,0.00597832729301794,110,92,175213,0,0,0.000627807297403731,0.000525075194192212
"15476","Guinea","MACENTA"," Probable",2016-03-08,0,0,0.759528074281816,0.890526899834199,743,715,298282,0,0,0.00249093140048679,0.0023970604997955
"15480","Guinea","MALI"," Probable",2016-03-08,0,0,0,0,5,5,290320,0,0,1.72223753100028e-05,1.72223753100028e-05
"15484","Guinea","MAMOU"," Probable",2016-03-08,0,0,1.03673688495002,1.03673688495002,0,0,318738,0,0,0,0
"15488","Guinea","NZEREKORE"," Probable",2016-03-08,0,0,0.751133304673473,0.88833484351304,255,212,396118,0,0,0.000643747570168485,0.000535194058336152
"15492","Guinea","PITA"," Probable",2016-03-08,0,0,3.21885156981243,3.22363661597062,8,7,277059,0,0,2.88747162156797e-05,2.52653766887197e-05
"15496","Guinea","SIGUIRI"," Probable",2016-03-08,0,0,0,0,31,25,695449,0,0,4.45755188374705e-05,3.59479990624762e-05
"15500","Guinea","TELIMELE"," Probable",2016-03-08,0,0,0.993162975971136,2.16548501321172,43,40,283639,0,0,0.000151601154989265,0.000141024330222572
"15504","Guinea","TOUGUE"," Probable",2016-03-08,0,0,0,0,2,2,122959,0,0,1.62655844631137e-05,1.62655844631137e-05
"15508","Guinea","YOMOU"," Probable",2016-03-08,0,0,4.04298453173053,4.27668246441221,12,12,176664,0,0,6.79255535932618e-05,6.79255535932618e-05
"15512","Liberia","BOMI"," Probable",2016-03-08,0,0,0,0,180,121,103887,0,0,0.00173265182361604,0.00116472705920856
"15516","Liberia","BONG"," Probable",2016-03-08,0,0,0.0544706734790524,0.174729038825218,165,136,411847,0,0,0.000400634216104524,0.000330219717516456
"15520","Liberia","GBARPOLU"," Probable",2016-03-08,0,0,0.00199775070016382,0.00199773131842966,14,13,102984,0,0,0.000135943447525829,0.000126233201273984
"15524","Liberia","GRANDBASSA"," Probable",2016-03-08,0,0,0,0.113289159968484,101,43,273790,0,0,0.000368895869096753,0.000157054676942182
"15528","Liberia","GRANDCAPEMOUNT"," Probable",2016-03-08,0,0,0,0,106,72,156938,0,0,0.000675425964393582,0.000458779900342811
"15532","Liberia","GRANDGEDEH"," Probable",2016-03-08,0,0,0.165511480180847,0.322078158984604,3,3,154693,0,0,1.93932498561667e-05,1.93932498561667e-05
"15536","Liberia","GRANDKRU"," Probable",2016-03-08,0,0,0.165510172861449,0.231062672802855,17,2,71522,0,0,0.000237689102653729,2.79634238416152e-05
"15540","Liberia","LOFA"," Probable",2016-03-08,0,0,0.0572690138491398,0.0712918556186199,487,344,341924,0,0,0.00142429311776886,0.0010060715246663
"15544","Liberia","MARGIBI"," Probable",2016-03-08,0,0,0,0,755,335,259254,0,0,0.00291220193323922,0.00129216906971541
"15548","Liberia","MARYLAND"," Probable",2016-03-08,0,0,0.148419183527694,0.148419183527694,1,1,167883,0,0,5.95652924953688e-06,5.95652924953688e-06
"15552","Liberia","MONTSERRADO"," Probable",2016-03-08,0,0,0,0,2686,1940,1381022,0,0,0.00194493643113578,0.00140475676708988
"15556","Liberia","NIMBA"," Probable",2016-03-08,0,0,0.0732379593323172,1.96969667193777,231,101,570600,0,0,0.000404837013669821,0.000177006659656502
"15560","Liberia","RIVERGEE"," Probable",2016-03-08,0,0,2.19936887481437,2.20815570213676,11,7,82484,0,0,0.000133359196935163,8.48649435041948e-05
"15564","Liberia","RIVERCESS"," Probable",2016-03-08,0,0,0.0197984087801582,0.198791641381503,29,19,88313,0,0,0.000328377475569848,0.000215143863304383
"15568","Liberia","SINOE"," Probable",2016-03-08,0,0,0.770036020708998,1.83721704451736,23,17,126452,0,0,0.000181887198304495,0.000134438363964192
"15572","Sierra Leone","BO"," Probable",2016-03-08,6,0,2.04069427563939,2.05860139515999,429,355,587350,1.02153741380778e-05,0,0.000730399250872563,0.000604409636502937
"15576","Sierra Leone","BOMBALI"," Probable",2016-03-08,1,1,3.54475904145201,3.54877021990703,1062,1054,517326,1.93301709173713e-06,1.93301709173713e-06,0.00205286415142483,0.00203740001469093
"15580","Sierra Leone","BONTHE"," Probable",2016-03-08,0,0,0.113328079802055,0.11332747429674,2,1,176948,0,0,1.13027556118182e-05,5.65137780590908e-06
"15584","Sierra Leone","KAILAHUN"," Probable",2016-03-08,0,0,1.09800021327115,1.09786782190176,733,643,453736,0,0,0.00161547684115874,0.00141712361373133
"15588","Sierra Leone","KAMBIA"," Probable",2016-03-08,0,0,0.506572710002311,0.506550655139485,230,211,342607,0,0,0.000671323119492597,0.000615865992230165
"15592","Sierra Leone","KENEMA"," Probable",2016-03-08,0,0,0.620188648606866,0.692724594477511,533,529,630774,0,0,0.000844993611023917,0.00083865219555657
"15596","Sierra Leone","KOINADUGU"," Probable",2016-03-08,0,0,0.858409954021359,0.91600196130393,162,147,336648,0,0,0.000481214800028516,0.00043665787409995
"15600","Sierra Leone","KONO"," Probable",2016-03-08,2,0,0.554054866217416,0.631198158026211,549,404,424868,4.7073443987309e-06,0,0.00129216603745163,0.000950883568543642
"15604","Sierra Leone","MOYAMBA"," Probable",2016-03-08,5,0,0.609387030067097,0.682653472762674,296,274,330507,1.51282726235753e-05,0,0.000895593739315657,0.000829029339771926
"15608","Sierra Leone","PORTLOKO"," Probable",2016-03-08,15,10,0.865565953769936,0.922039059421624,2113,1520,574781,2.60968960351856e-05,1.73979306901237e-05,0.00367618275482314,0.00264448546489881
"15612","Sierra Leone","PUJEHUN"," Probable",2016-03-08,0,0,0.113319426942148,0.113315723572204,35,25,289315,0,0,0.00012097540742789,8.64110053056357e-05
"15616","Sierra Leone","TONKOLILI"," Probable",2016-03-08,0,0,3.60384987653875,3.77782089059462,610,499,439810,0,0,0.0013869625520111,0.00113458084172711
"15620","Sierra Leone","WESTERNAREARURAL"," Probable",2016-03-08,2,0,0.805885560238949,0.931411332901867,1489,1279,1199763,1.66699589835659e-06,0,0.00124107844632648,0.00106604387699904
"15624","Sierra Leone","WESTERNAREAURBAN"," Probable",2016-03-08,2,1,2.5643060111124,3.33020918352429,2747,2310,979034,2.0428299732185e-06,1.02141498660925e-06,0.00280582696821561,0.00235946861906737
"15628","Guinea","BEYLA"," Probable",2016-03-15,0,0,0,0,47,47,325482,0,0,0.000144401226488715,0.000144401226488715
"15632","Guinea","BOFFA"," Probable",2016-03-15,0,0,0.741857924980848,1.17541608862842,48,32,211063,0,0,0.000227420248930414,0.000151613499286943
"15636","Guinea","BOKE"," Probable",2016-03-15,1,0,3.93182345118824,3.93456260654722,2,1,449405,2.22516438401887e-06,0,4.45032876803774e-06,2.22516438401887e-06
"15640","Guinea","CONAKRY"," Probable",2016-03-15,10,10,2.07917709666951,2.07915872983564,539,504,1667864,5.99569269436837e-06,5.99569269436837e-06,0.000323167836226455,0.000302182911796166
"15644","Guinea","COYAH"," Probable",2016-03-15,7,6,0.130927376339066,0.130924121780334,224,217,264164,2.64986902075983e-05,2.27131630350843e-05,0.000847958086643146,0.000821459396435548
"15648","Guinea","DABOLA"," Probable",2016-03-15,0,0,4.57466229096775,4.57463524131253,14,9,182951,0,0,7.65232220649245e-05,4.919349989888e-05
"15652","Guinea","DALABA"," Probable",2016-03-15,0,0,0.231098097463478,0.231098097463478,9,9,136320,0,0,6.60211267605634e-05,6.60211267605634e-05
"15656","Guinea","DINGUIRAYE"," Probable",2016-03-15,0,0,1.07158361628019,1.07158025571272,1,0,195662,0,0,5.11085443264405e-06,0
"15660","Guinea","DUBREKA"," Probable",2016-03-15,0,0,0.215044782487611,0.336367834596763,120,113,328418,0,0,0.000365388011619339,0.000344073710941544
"15664","Guinea","FARANAH"," Probable",2016-03-15,0,0,1.07147343945262,1.07141717426265,71,47,280511,0,0,0.000253109503727127,0.000167551361622182
"15668","Guinea","FORECARIAH"," Probable",2016-03-15,28,28,0.158548513109116,0.159372847032707,318,272,244649,0.000114449680971514,0.000114449680971514,0.00129982137674791,0.00111179690086614
"15672","Guinea","FRIA"," Probable",2016-03-15,0,0,1.79174220275282,1.96569495850491,2,2,96527,0,0,2.07195914096574e-05,2.07195914096574e-05
"15676","Guinea","GAOUAL"," Probable",2016-03-15,0,0,0,0.113328685307003,0,0,194245,0,0,0,0
"15680","Guinea","GUECKEDOU"," Probable",2016-03-15,0,0,0,0,379,268,291823,0,0,0.00129873245083492,0.000918364899271134
"15684","Guinea","KANKAN"," Probable",2016-03-15,0,0,0,0,34,32,472112,0,0,7.20168095706104e-05,6.77805266546921e-05
"15688","Guinea","KEROUANE"," Probable",2016-03-15,0,0,0,0,163,161,211017,0,0,0.00077244961306435,0.000762971703701598
"15692","Guinea","KINDIA"," Probable",2016-03-15,0,0,0.256153248379053,0.345642415515119,109,74,438315,0,0,0.000248679602568929,0.000168828354037621
"15696","Guinea","KISSIDOUGOU"," Probable",2016-03-15,0,0,0,0,0,0,283609,0,0,0,0
"15700","Guinea","KOUBIA"," Probable",2016-03-15,0,0,0,0,0,0,101171,0,0,0,0
"15704","Guinea","KOUNDARA"," Probable",2016-03-15,0,0,0,0,0,0,130205,0,0,0,0
"15708","Guinea","KOUROUSSA"," Probable",2016-03-15,0,0,1.07153948944003,1.07153458633759,20,18,268224,0,0,7.45645430684801e-05,6.71080887616321e-05
"15712","Guinea","LABE"," Probable",2016-03-15,0,0,0.231111720963387,0.231111720963387,0,0,318663,0,0,0,0
"15716","Guinea","LELOUMA"," Probable",2016-03-15,0,0,0.231111720963387,0.322083499169113,0,0,162634,0,0,0,0
"15720","Guinea","LOLA"," Probable",2016-03-15,0,0,0,0.00597832729301794,110,92,175213,0,0,0.000627807297403731,0.000525075194192212
"15724","Guinea","MACENTA"," Probable",2016-03-15,0,0,0.363910410073521,0.443791240740845,743,715,298282,0,0,0.00249093140048679,0.0023970604997955
"15728","Guinea","MALI"," Probable",2016-03-15,0,0,0,0,5,5,290320,0,0,1.72223753100028e-05,1.72223753100028e-05
"15732","Guinea","MAMOU"," Probable",2016-03-15,0,0,1.07158361628019,1.07158361628019,0,0,318738,0,0,0,0
"15736","Guinea","NZEREKORE"," Probable",2016-03-15,0,0,0.364479568697348,0.452114427631044,255,212,396118,0,0,0.000643747570168485,0.000535194058336152
"15740","Guinea","PITA"," Probable",2016-03-15,0,0,2.63903386863313,2.64756540194053,8,7,277059,0,0,2.88747162156797e-05,2.52653766887197e-05
"15744","Guinea","SIGUIRI"," Probable",2016-03-15,0,0,0,0,31,25,695449,0,0,4.45755188374705e-05,3.59479990624762e-05
"15748","Guinea","TELIMELE"," Probable",2016-03-15,0,0,0.858580347476981,2.12809814353178,43,40,283639,0,0,0.000151601154989265,0.000141024330222572
"15752","Guinea","TOUGUE"," Probable",2016-03-15,0,0,0,0,2,2,122959,0,0,1.62655844631137e-05,1.62655844631137e-05
"15756","Guinea","YOMOU"," Probable",2016-03-15,0,0,3.13542924154971,3.36743711920972,12,12,176664,0,0,6.79255535932618e-05,6.79255535932618e-05
"15760","Liberia","BOMI"," Probable",2016-03-15,0,0,0,0,180,121,103887,0,0,0.00173265182361604,0.00116472705920856
"15764","Liberia","BONG"," Probable",2016-03-15,0,0,0.0217543833083166,0.13796964685618,165,136,411847,0,0,0.000400634216104524,0.000330219717516456
"15768","Liberia","GBARPOLU"," Probable",2016-03-15,0,0,0,0,14,13,102984,0,0,0.000135943447525829,0.000126233201273984
"15772","Liberia","GRANDBASSA"," Probable",2016-03-15,0,0,0,0.113289159968484,101,43,273790,0,0,0.000368895869096753,0.000157054676942182
"15776","Liberia","GRANDCAPEMOUNT"," Probable",2016-03-15,0,0,0,0,106,72,156938,0,0,0.000675425964393582,0.000458779900342811
"15780","Liberia","GRANDGEDEH"," Probable",2016-03-15,0,0,0.0953084167800565,0.231107719173663,3,3,154693,0,0,1.93932498561667e-05,1.93932498561667e-05
"15784","Liberia","GRANDKRU"," Probable",2016-03-15,0,0,0.0953076376716534,0.130999072090571,17,2,71522,0,0,0.000237689102653729,2.79634238416152e-05
"15788","Liberia","LOFA"," Probable",2016-03-15,0,0,0.0217398344300247,0.0275763723044972,487,344,341924,0,0,0.00142429311776886,0.0010060715246663
"15792","Liberia","MARGIBI"," Probable",2016-03-15,0,0,0,0,755,335,259254,0,0,0.00291220193323922,0.00129216906971541
"15796","Liberia","MARYLAND"," Probable",2016-03-15,0,0,0.0953096383015193,0.0953096383015193,1,1,167883,0,0,5.95652924953688e-06,5.95652924953688e-06
"15800","Liberia","MONTSERRADO"," Probable",2016-03-15,0,0,0,0,2686,1940,1381022,0,0,0.00194493643113578,0.00140475676708988
"15804","Liberia","NIMBA"," Probable",2016-03-15,0,0,0.0217576814547697,1.95522993448054,231,101,570600,0,0,0.000404837013669821,0.000177006659656502
"15808","Liberia","RIVERGEE"," Probable",2016-03-15,0,0,1.79168874594097,1.79829272589497,11,7,82484,0,0,0.000133359196935163,8.48649435041948e-05
"15812","Liberia","RIVERCESS"," Probable",2016-03-15,0,0,0,0.148374710647588,29,19,88313,0,0,0.000328377475569848,0.000215143863304383
"15816","Liberia","SINOE"," Probable",2016-03-15,0,0,0.0952979580601883,1.16925595120226,23,17,126452,0,0,0.000181887198304495,0.000134438363964192
"15820","Sierra Leone","BO"," Probable",2016-03-15,0,0,1.8526582928447,1.87118395570689,429,355,587350,0,0,0.000730399250872563,0.000604409636502937
"15824","Sierra Leone","BOMBALI"," Probable",2016-03-15,1,1,3.50597672036229,3.53896209306838,1063,1055,517326,1.93301709173713e-06,1.93301709173713e-06,0.00205479716851656,0.00203933303178267
"15828","Sierra Leone","BONTHE"," Probable",2016-03-15,0,0,0.0953096660425743,0.0953091522805594,2,1,176948,0,0,1.13027556118182e-05,5.65137780590908e-06
"15832","Sierra Leone","KAILAHUN"," Probable",2016-03-15,0,0,0,0,733,643,453736,0,0,0.00161547684115874,0.00141712361373133
"15836","Sierra Leone","KAMBIA"," Probable",2016-03-15,0,0,0.494455875002127,0.506550655139485,230,211,342607,0,0,0.000671323119492597,0.000615865992230165
"15840","Sierra Leone","KENEMA"," Probable",2016-03-15,0,0,0.391770055471924,0.46968670642687,533,529,630774,0,0,0.000844993611023917,0.00083865219555657
"15844","Sierra Leone","KOINADUGU"," Probable",2016-03-15,0,0,0.702876996491791,0.769849758126857,162,147,336648,0,0,0.000481214800028516,0.00043665787409995
"15848","Sierra Leone","KONO"," Probable",2016-03-15,0,0,0.321821627379307,0.40503429330831,549,404,424868,0,0,0.00129216603745163,0.000950883568543642
"15852","Sierra Leone","MOYAMBA"," Probable",2016-03-15,0,0,0.39177317724236,0.469667725184039,296,274,330507,0,0,0.000895593739315657,0.000829029339771926
"15856","Sierra Leone","PORTLOKO"," Probable",2016-03-15,0,0,0.701761284815207,0.768132024008825,2113,1520,574781,0,0,0.00367618275482314,0.00264448546489881
"15860","Sierra Leone","PUJEHUN"," Probable",2016-03-15,0,0,0.095302324227533,0.0952991819795373,35,25,289315,0,0,0.00012097540742789,8.64110053056357e-05
"15864","Sierra Leone","TONKOLILI"," Probable",2016-03-15,0,0,3.03098374343221,3.2855722103158,610,499,439810,0,0,0.0013869625520111,0.00113458084172711
"15868","Sierra Leone","WESTERNAREARURAL"," Probable",2016-03-15,0,0,0.0952132620282217,0.182114688990565,1489,1279,1199763,0,0,0.00124107844632648,0.00106604387699904
"15872","Sierra Leone","WESTERNAREAURBAN"," Probable",2016-03-15,0,0,1.78979130982315,2.39534126229912,2747,2310,979034,0,0,0.00280582696821561,0.00235946861906737
"15876","Guinea","BEYLA"," Probable",2016-03-22,0,0,0,0,47,47,325482,0,0,0.000144401226488715,0.000144401226488715
"15880","Guinea","BOFFA"," Probable",2016-03-22,2,2,0.77923767785032,1.18767873716203,50,34,211063,9.47584370543392e-06,9.47584370543392e-06,0.000236896092635848,0.000161089342992377
"15884","Guinea","BOKE"," Probable",2016-03-22,0,0,4.04304908170575,4.04514994560492,2,1,449405,0,0,4.45032876803774e-06,2.22516438401887e-06
"15888","Guinea","CONAKRY"," Probable",2016-03-22,19,19,1.79149812280679,1.7914806306459,558,523,1667864,1.13918161192999e-05,1.13918161192999e-05,0.000334559652345755,0.000313574727915466
"15892","Guinea","COYAH"," Probable",2016-03-22,7,7,0.130924121780334,0.130920867211011,231,224,264164,2.64986902075983e-05,2.64986902075983e-05,0.000874456776850744,0.000847958086643146
"15896","Guinea","DABOLA"," Probable",2016-03-22,0,0,4.44260264055574,4.44257563068189,14,9,182951,0,0,7.65232220649245e-05,4.919349989888e-05
"15900","Guinea","DALABA"," Probable",2016-03-22,0,0,1.406047147696,1.406047147696,9,9,136320,0,0,6.60211267605634e-05,6.60211267605634e-05
"15904","Guinea","DINGUIRAYE"," Probable",2016-03-22,0,0,0.985816794522765,0.985813590698436,1,0,195662,0,0,5.11085443264405e-06,0
"15908","Guinea","DUBREKA"," Probable",2016-03-22,3,3,0.182262686992623,0.277540939091605,123,116,328418,9.13470029048347e-06,9.13470029048347e-06,0.000374522711909822,0.000353208411232027
"15912","Guinea","FARANAH"," Probable",2016-03-22,0,0,0.98571175680966,0.985658116274985,71,47,280511,0,0,0.000253109503727127,0.000167551361622182
"15916","Guinea","FORECARIAH"," Probable",2016-03-22,19,19,0.160240414639838,0.161062969407627,337,291,244649,7.76622835163847e-05,7.76622835163847e-05,0.0013774836602643,0.00118945918438252
"15920","Guinea","FRIA"," Probable",2016-03-22,3,3,1.38625551113135,1.41581393618114,5,5,96527,3.10793871144861e-05,3.10793871144861e-05,5.17989785241435e-05,5.17989785241435e-05
"15924","Guinea","GAOUAL"," Probable",2016-03-22,0,0,0,0.0953101798043249,0,0,194245,0,0,0,0
"15928","Guinea","GUECKEDOU"," Probable",2016-03-22,0,0,0,0,379,268,291823,0,0,0.00129873245083492,0.000918364899271134
"15932","Guinea","KANKAN"," Probable",2016-03-22,0,0,0,0,34,32,472112,0,0,7.20168095706104e-05,6.77805266546921e-05
"15936","Guinea","KEROUANE"," Probable",2016-03-22,0,0,0,0,163,161,211017,0,0,0.00077244961306435,0.000762971703701598
"15940","Guinea","KINDIA"," Probable",2016-03-22,0,0,1.14219517889946,1.17385710518237,109,74,438315,0,0,0.000248679602568929,0.000168828354037621
"15944","Guinea","KISSIDOUGOU"," Probable",2016-03-22,0,0,0,0,0,0,283609,0,0,0,0
"15948","Guinea","KOUBIA"," Probable",2016-03-22,0,0,0,0,0,0,101171,0,0,0,0
"15952","Guinea","KOUNDARA"," Probable",2016-03-22,0,0,0,0,0,0,130205,0,0,0,0
"15956","Guinea","KOUROUSSA"," Probable",2016-03-22,0,0,0.985774725880758,0.985770051477955,20,18,268224,0,0,7.45645430684801e-05,6.71080887616321e-05
"15960","Guinea","LABE"," Probable",2016-03-22,0,0,0.0953101798043249,0.0953101798043249,0,0,318663,0,0,0,0
"15964","Guinea","LELOUMA"," Probable",2016-03-22,0,0,0.0953101798043249,0.182321556793955,0,0,162634,0,0,0,0
"15968","Guinea","LOLA"," Probable",2016-03-22,0,0,0,0.00597832729301794,110,92,175213,0,0,0.000627807297403731,0.000525075194192212
"15972","Guinea","MACENTA"," Probable",2016-03-22,0,0,0.0197556250053189,0.039124903509819,743,715,298282,0,0,0.00249093140048679,0.0023970604997955
"15976","Guinea","MALI"," Probable",2016-03-22,0,0,0,0,5,5,290320,0,0,1.72223753100028e-05,1.72223753100028e-05
"15980","Guinea","MAMOU"," Probable",2016-03-22,0,0,1.02245092770255,1.02245092770255,0,0,318738,0,0,0,0
"15984","Guinea","NZEREKORE"," Probable",2016-03-22,0,0,0.0197921332399734,0.0506612935871445,255,212,396118,0,0,0.000643747570168485,0.000535194058336152
"15988","Guinea","PITA"," Probable",2016-03-22,0,0,1.13138499608946,1.16313095824124,8,7,277059,0,0,2.88747162156797e-05,2.52653766887197e-05
"15992","Guinea","SIGUIRI"," Probable",2016-03-22,2,2,0,0,33,27,695449,2.87583992499809e-06,2.87583992499809e-06,4.74513587624686e-05,3.88238389874743e-05
"15996","Guinea","TELIMELE"," Probable",2016-03-22,0,0,0.815286186009045,1.98500007683605,43,40,283639,0,0,0.000151601154989265,0.000141024330222572
"16000","Guinea","TOUGUE"," Probable",2016-03-22,0,0,0.0582679874300917,0.0582679874300917,2,2,122959,0,0,1.62655844631137e-05,1.62655844631137e-05
"16004","Guinea","YOMOU"," Probable",2016-03-22,0,0,0.693113217206401,1.10056496140769,12,12,176664,0,0,6.79255535932618e-05,6.79255535932618e-05
"16008","Liberia","BOMI"," Probable",2016-03-22,0,0,0,0,180,121,103887,0,0,0.00173265182361604,0.00116472705920856
"16012","Liberia","BONG"," Probable",2016-03-22,0,0,0.000999170443201489,0.115069243429371,165,136,411847,0,0,0.000400634216104524,0.000330219717516456
"16016","Liberia","GBARPOLU"," Probable",2016-03-22,0,0,0,0,14,13,102984,0,0,0.000135943447525829,0.000126233201273984
"16020","Liberia","GRANDBASSA"," Probable",2016-03-22,0,0,0,0.113289159968484,101,43,273790,0,0,0.000368895869096753,0.000157054676942182
"16024","Liberia","GRANDCAPEMOUNT"," Probable",2016-03-22,0,0,0,0,106,72,156938,0,0,0.000675425964393582,0.000458779900342811
"16028","Liberia","GRANDGEDEH"," Probable",2016-03-22,0,0,0,0.148417330183681,3,3,154693,0,0,1.93932498561667e-05,1.93932498561667e-05
"16032","Liberia","GRANDKRU"," Probable",2016-03-22,0,0,0,0.0392115712229303,17,2,71522,0,0,0.000237689102653729,2.79634238416152e-05
"16036","Liberia","LOFA"," Probable",2016-03-22,0,0,0.000998495266120267,0.00199515975819732,487,344,341924,0,0,0.00142429311776886,0.0010060715246663
"16040","Liberia","MARGIBI"," Probable",2016-03-22,0,0,0,0,755,335,259254,0,0,0.00291220193323922,0.00129216906971541
"16044","Liberia","MARYLAND"," Probable",2016-03-22,0,0,0,0,1,1,167883,0,0,5.95652924953688e-06,5.95652924953688e-06
"16048","Liberia","MONTSERRADO"," Probable",2016-03-22,0,0,0,0,2686,1940,1381022,0,0,0.00194493643113578,0.00140475676708988
"16052","Liberia","NIMBA"," Probable",2016-03-22,0,0,0.000999323503238067,1.95154481230541,231,101,570600,0,0,0.000404837013669821,0.000177006659656502
"16056","Liberia","RIVERGEE"," Probable",2016-03-22,0,0,0,0.0392155839402448,11,7,82484,0,0,0.000133359196935163,8.48649435041948e-05
"16060","Liberia","RIVERCESS"," Probable",2016-03-22,0,0,0,0.148374710647588,29,19,88313,0,0,0.000328377475569848,0.000215143863304383
"16064","Liberia","SINOE"," Probable",2016-03-22,0,0,0,1.13770940416415,23,17,126452,0,0,0.000181887198304495,0.000134438363964192
"16068","Sierra Leone","BO"," Probable",2016-03-22,0,0,1.82404223931027,1.83993498167597,429,355,587350,0,0,0.000730399250872563,0.000604409636502937
"16072","Sierra Leone","BOMBALI"," Probable",2016-03-22,0,0,3.55911953287464,3.58987264281358,1063,1055,517326,0,0,0.00205479716851656,0.00203933303178267
"16076","Sierra Leone","BONTHE"," Probable",2016-03-22,0,0,0.0953096660425743,0.0953091522805594,2,1,176948,0,0,1.13027556118182e-05,5.65137780590908e-06
"16080","Sierra Leone","KAILAHUN"," Probable",2016-03-22,0,0,0,0,733,643,453736,0,0,0.00161547684115874,0.00141712361373133
"16084","Sierra Leone","KAMBIA"," Probable",2016-03-22,0,0,0.518544483247877,0.530351785682289,230,211,342607,0,0,0.000671323119492597,0.000615865992230165
"16088","Sierra Leone","KENEMA"," Probable",2016-03-22,0,0,0.262170710615101,0.336230780727078,533,529,630774,0,0,0.000844993611023917,0.00083865219555657
"16092","Sierra Leone","KOINADUGU"," Probable",2016-03-22,0,0,0.631067362903301,0.692906544209327,162,147,336648,0,0,0.000481214800028516,0.00043665787409995
